Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP
199105   ,4.95   ,4.95   ,3.43   ,5.31   ,6.56   ,4.75   ,4.64   ,4.38   ,6.00   ,5.16   ,3.77   ,4.75   ,5.87   ,4.24   ,4.78   ,4.04   ,4.63   ,5.64   ,4.25   ,4.90   ,6.37   ,4.30   ,6.58   ,4.34   ,2.76
199106  ,-4.31  ,-1.77  ,-1.49  ,-3.56  ,-6.34  ,-4.42  ,-4.52  ,-1.37  ,-4.61  ,-1.61  ,-4.38  ,-4.30  ,-4.18  ,-2.62  ,-3.46  ,-4.69  ,-3.99  ,-4.63  ,-1.83  ,-4.26  ,-5.12  ,-5.90  ,-5.94  ,-3.42  ,-3.73
199107   ,4.26   ,1.58   ,2.09   ,3.39   ,3.14   ,2.64   ,2.14   ,2.55   ,4.66   ,5.22   ,4.04   ,3.97   ,3.71   ,5.21   ,3.92   ,2.43   ,2.82   ,4.15   ,3.84   ,6.12   ,4.24   ,3.12   ,4.17   ,4.10   ,6.21
199108   ,3.49   ,3.22   ,0.82   ,1.29   ,3.67   ,3.56   ,2.89   ,3.63   ,2.21   ,4.44   ,3.75   ,3.81   ,3.46   ,3.74   ,4.79   ,0.66   ,2.10   ,2.04   ,3.30   ,3.31   ,0.98   ,1.93   ,2.87   ,1.86   ,3.75
199109   ,1.97   ,0.39   ,1.20   ,1.28   ,2.17   ,0.66   ,0.96  ,-1.14  ,-1.39   ,0.21  ,-3.43  ,-1.40   ,1.24   ,0.01  ,-0.22  ,-0.88  ,-1.26  ,-1.49  ,-2.46  ,-0.48  ,-1.85  ,-1.18  ,-0.80  ,-1.07  ,-2.29
199110   ,4.73   ,2.38   ,2.83   ,5.86   ,3.70   ,3.70   ,1.64   ,0.94   ,2.81   ,0.71   ,5.34   ,2.19   ,0.61   ,3.21   ,1.58   ,4.41   ,2.28   ,2.78   ,1.60   ,1.51   ,1.47   ,2.29   ,1.94   ,1.31   ,1.46
199111  ,-3.67  ,-1.41  ,-3.46  ,-3.08  ,-3.35  ,-7.32  ,-4.21  ,-4.35  ,-6.90  ,-2.30  ,-6.04  ,-4.74  ,-2.40  ,-5.91  ,-5.38  ,-3.54  ,-2.66  ,-3.69  ,-3.15  ,-5.61  ,-4.55  ,-5.96  ,-4.80  ,-3.84  ,-1.90
199112   ,4.95   ,4.28   ,4.36   ,6.56   ,8.04   ,6.96   ,4.95   ,7.44   ,8.60  ,11.36   ,7.27  ,10.85   ,8.14   ,9.79  ,10.08   ,8.32   ,8.73  ,10.74  ,10.65   ,9.00   ,9.12  ,10.10  ,10.34   ,8.61  ,14.29
199201  ,14.23   ,9.44  ,13.36  ,11.77   ,9.97   ,8.51   ,6.46   ,5.21   ,6.47   ,7.64   ,7.34   ,3.27   ,5.11   ,4.13   ,6.23   ,0.20   ,3.04   ,2.32  ,-0.39   ,1.13   ,0.16  ,-1.47  ,-0.20  ,-1.87  ,-3.09
199202   ,4.94   ,4.90   ,1.66   ,3.05   ,5.06   ,2.29   ,2.47   ,1.57   ,3.97   ,5.18   ,4.34   ,3.95   ,1.64   ,0.19   ,3.59   ,1.54   ,1.73   ,2.23  ,-0.13   ,1.47   ,2.64   ,4.46   ,1.67  ,-0.15  ,-0.07
199203  ,-3.32  ,-0.21  ,-3.97  ,-3.76  ,-3.66  ,-3.15  ,-2.17  ,-2.33  ,-4.46  ,-6.20  ,-2.93  ,-1.72  ,-3.08  ,-2.34  ,-2.93  ,-5.00  ,-2.53  ,-2.16  ,-3.46  ,-2.38  ,-1.92  ,-1.53  ,-1.72  ,-2.77  ,-2.03
199204  ,-4.48  ,-1.82  ,-4.01  ,-4.35  ,-5.25  ,-4.76  ,-2.44  ,-1.80  ,-3.33  ,-4.77  ,-1.94  ,-0.37  ,-1.45  ,-1.30  ,-3.32  ,-1.98   ,1.31  ,-0.40   ,0.16  ,-0.92   ,0.84   ,2.82   ,1.36   ,4.85   ,1.59
199205   ,1.05   ,0.58  ,-0.13  ,-0.74   ,0.13   ,1.76   ,3.02  ,-0.08  ,-0.34  ,-0.88   ,2.01   ,0.64   ,0.03  ,-0.30  ,-2.09   ,0.65   ,1.00   ,0.40  ,-0.28   ,1.60   ,0.92   ,0.79   ,0.30   ,0.69   ,0.60
199206  ,-4.45  ,-2.44  ,-3.11  ,-5.20  ,-5.40  ,-3.49  ,-2.56  ,-4.11  ,-3.87  ,-5.92  ,-2.85  ,-3.58  ,-3.51  ,-2.61  ,-2.64  ,-1.94  ,-2.45  ,-0.57  ,-1.94  ,-3.26  ,-0.73  ,-0.36  ,-2.24  ,-0.72  ,-2.87
199207   ,2.34   ,3.32   ,1.60   ,2.73   ,5.60   ,4.62   ,2.72   ,3.33   ,5.04   ,0.63   ,3.60   ,3.90   ,2.28   ,5.46   ,4.29   ,2.80   ,3.68   ,5.31   ,4.70   ,4.23   ,0.91   ,3.63   ,4.63   ,4.32   ,4.97
199208  ,-3.87  ,-0.68  ,-1.92   ,0.81  ,-2.15  ,-4.35  ,-1.11  ,-1.43  ,-1.13  ,-0.60  ,-5.25  ,-3.13  ,-2.54  ,-0.43  ,-2.26  ,-3.82  ,-2.54  ,-0.37  ,-1.74  ,-1.75  ,-5.73  ,-3.67  ,-1.71  ,-0.87  ,-0.79
199209   ,0.62   ,1.92   ,2.49  ,-0.24   ,1.23   ,1.02   ,1.86   ,2.34   ,5.44   ,2.39   ,0.32   ,1.87  ,-0.77   ,3.62   ,3.33  ,-0.76   ,1.46   ,1.15   ,0.07   ,0.80  ,-0.55   ,2.28  ,-0.27   ,2.42   ,0.18
199210   ,2.46   ,2.32   ,2.05   ,3.86   ,2.95   ,1.18   ,2.11   ,3.61   ,3.70   ,4.69   ,3.44   ,2.07   ,1.04   ,6.50   ,3.91   ,2.16   ,2.26   ,2.26   ,0.52   ,4.40  ,-1.77   ,0.91   ,1.21   ,0.49   ,1.48
199211   ,8.73   ,6.90   ,9.12  ,10.57   ,8.45   ,6.34   ,5.78   ,8.38   ,6.33   ,8.22   ,8.24   ,3.80   ,4.48   ,6.44   ,7.94   ,3.06   ,3.23   ,2.42   ,2.99   ,7.60   ,4.97   ,4.17   ,2.02   ,2.43   ,3.46
199212   ,4.28   ,4.45   ,3.53   ,3.20   ,3.81   ,3.60   ,3.94   ,2.20   ,2.76   ,1.89   ,4.53   ,3.82   ,3.17   ,3.95   ,5.75   ,3.66   ,1.97   ,1.52   ,3.56   ,3.34   ,0.32   ,2.64   ,0.86   ,2.24   ,0.47
199301   ,5.88   ,3.93   ,4.85   ,6.24   ,5.50   ,3.31   ,3.45   ,3.29   ,4.55   ,0.73   ,1.10   ,3.14   ,2.82   ,3.10   ,0.41   ,1.93   ,0.18   ,2.21   ,1.96   ,0.78   ,4.73   ,1.49   ,1.14   ,0.44  ,-1.61
199302  ,-1.59  ,-0.18  ,-3.29  ,-3.06  ,-5.64  ,-1.30  ,-0.75  ,-0.55  ,-1.25  ,-1.38  ,-0.68   ,0.30  ,-0.72  ,-4.25  ,-2.04  ,-0.57   ,1.24   ,1.83   ,0.90  ,-2.28   ,2.59   ,1.70   ,2.65   ,2.14  ,-1.31
199303   ,4.43   ,4.40   ,3.51   ,3.55   ,3.88   ,2.42   ,2.79   ,3.50   ,4.58   ,3.27   ,5.94   ,4.01   ,3.39   ,4.05   ,3.43   ,4.48   ,4.25   ,3.67   ,3.40   ,5.81   ,3.92   ,2.85   ,2.01   ,1.94   ,1.02
199304  ,-1.38  ,-1.38  ,-2.84  ,-4.23  ,-3.59  ,-1.04  ,-2.47  ,-2.18  ,-3.59  ,-2.78  ,-2.54  ,-1.94  ,-1.99  ,-2.50  ,-3.81  ,-0.72  ,-3.22  ,-2.10  ,-0.11  ,-3.04   ,0.68  ,-2.35  ,-0.62  ,-2.85  ,-4.41
199305   ,5.12   ,4.54   ,5.05   ,3.91   ,3.64   ,6.15   ,3.21   ,5.01   ,4.74   ,3.55   ,5.35   ,3.36   ,4.84   ,6.34   ,4.98   ,3.64   ,1.93   ,3.88   ,3.20   ,6.27   ,2.15   ,2.23   ,1.54   ,2.47   ,3.47
199306   ,0.60   ,1.84   ,0.44  ,-0.28   ,0.59   ,1.88   ,1.92   ,0.52   ,2.04   ,1.17   ,3.05   ,2.05  ,-0.77  ,-0.53   ,1.80   ,1.56   ,0.24   ,1.61   ,1.50   ,0.50   ,1.87   ,0.60  ,-1.41   ,0.99  ,-0.83
199307   ,0.95   ,2.00   ,1.51   ,0.75   ,0.30   ,0.80   ,1.52   ,0.02   ,0.01   ,0.89   ,0.00   ,0.95   ,0.11  ,-0.77   ,1.16   ,0.41   ,0.13  ,-0.28  ,-0.68   ,0.40   ,1.42   ,1.29  ,-0.02   ,0.02  ,-2.61
199308   ,3.50   ,4.72   ,4.83   ,3.54   ,3.67   ,4.82   ,3.11   ,3.99   ,3.24   ,8.22   ,5.74   ,3.41   ,4.49   ,2.76   ,4.73   ,6.46   ,4.44   ,3.55   ,3.89   ,4.42   ,3.94   ,4.07   ,2.53   ,3.84   ,3.68
199309   ,2.72   ,2.82   ,0.22   ,1.51   ,1.61   ,2.24   ,1.41   ,1.77   ,2.88   ,4.16   ,1.50   ,2.66   ,1.11   ,2.18   ,3.56  ,-1.26   ,1.73  ,-0.70   ,0.31   ,2.14  ,-0.86   ,0.39  ,-0.06  ,-0.81  ,-1.49
199310   ,5.44   ,4.11   ,4.81   ,6.07   ,4.56   ,5.51   ,1.64   ,0.96   ,2.54   ,3.95   ,2.27  ,-0.18   ,1.71   ,2.67   ,4.00   ,2.68  ,-0.56   ,0.42   ,0.91   ,1.37   ,2.41  ,-1.22  ,-0.00   ,2.43   ,3.55
199311  ,-3.26  ,-2.72  ,-1.25  ,-1.64  ,-0.59  ,-3.32  ,-2.50  ,-2.44  ,-3.29  ,-2.43  ,-1.60  ,-2.97  ,-2.40  ,-3.38  ,-3.55  ,-3.14  ,-2.61  ,-2.61  ,-1.95  ,-4.13  ,-1.98  ,-0.74  ,-2.19  ,-1.10   ,0.17
199312   ,0.69   ,2.69   ,1.91   ,3.46   ,1.83   ,2.69   ,3.37   ,3.56   ,3.50   ,3.26   ,3.10   ,5.32   ,3.39   ,4.94   ,4.46   ,4.42   ,3.89   ,4.26   ,4.19   ,3.67   ,1.32   ,0.86   ,2.77   ,1.17   ,0.79
199401   ,6.31   ,4.52   ,3.29   ,6.04   ,5.30   ,3.76   ,2.35   ,2.73   ,3.11   ,1.52   ,4.14   ,2.34   ,0.64   ,1.48   ,1.41   ,3.54   ,3.78   ,0.57   ,3.30   ,3.26   ,5.54   ,4.19   ,3.17   ,3.14   ,2.32
199402  ,-1.47   ,0.02   ,0.72  ,-1.10  ,-1.07  ,-2.54   ,0.83  ,-0.03  ,-0.64   ,0.81  ,-1.98   ,0.29   ,0.39  ,-0.94   ,0.77  ,-3.39  ,-0.57  ,-1.09   ,0.53  ,-1.17  ,-4.84  ,-2.33  ,-2.32  ,-2.39  ,-2.77
199403  ,-4.19  ,-4.08  ,-3.96  ,-6.03  ,-5.80  ,-6.57  ,-5.04  ,-4.10  ,-4.69  ,-6.88  ,-4.30  ,-4.53  ,-3.92  ,-5.09  ,-5.66  ,-5.15  ,-3.83  ,-3.70  ,-5.23  ,-4.54  ,-4.41  ,-2.77  ,-4.70  ,-4.20  ,-4.75
199404  ,-1.99   ,0.64  ,-0.85  ,-0.84   ,0.25  ,-0.20   ,1.25   ,1.25  ,-0.61  ,-1.95   ,0.29   ,1.42   ,1.17  ,-0.63   ,0.54  ,-0.52   ,1.98   ,0.93  ,-0.22  ,-0.75   ,1.01   ,1.40   ,0.64   ,0.49   ,2.04
199405  ,-0.74   ,0.12   ,0.28  ,-0.62  ,-2.07  ,-1.04  ,-0.33  ,-1.27  ,-0.63  ,-1.91  ,-0.00  ,-0.91  ,-1.83  ,-0.81  ,-2.43  ,-0.10   ,0.05  ,-1.33  ,-1.28  ,-1.32   ,2.76   ,3.89   ,0.28   ,0.94   ,1.58
199406  ,-3.42  ,-1.16  ,-3.56  ,-2.33  ,-5.04  ,-4.40  ,-3.45  ,-3.01  ,-0.71  ,-4.20  ,-4.69  ,-2.64  ,-3.33  ,-3.02  ,-3.66  ,-3.51  ,-2.40  ,-1.61  ,-4.55  ,-4.09  ,-3.13  ,-3.50  ,-2.51  ,-2.36  ,-2.63
199407   ,0.67   ,1.34   ,0.31   ,1.84   ,1.52   ,0.68   ,1.28   ,1.90   ,1.71   ,2.97   ,2.65   ,2.45   ,1.61   ,2.60   ,3.48   ,4.45   ,3.38   ,3.33   ,3.47   ,2.91   ,4.82   ,3.53   ,3.72   ,2.34   ,3.02
199408   ,2.73   ,2.55   ,3.63   ,5.56   ,4.35   ,3.88   ,3.62   ,7.24   ,5.30   ,5.99   ,6.87   ,5.43   ,5.66   ,5.67   ,7.28   ,6.08   ,4.90   ,5.38   ,5.67   ,4.98   ,4.42   ,4.87   ,2.75   ,4.54   ,4.59
199409   ,2.05   ,2.50   ,1.62   ,3.08   ,1.43   ,1.00   ,1.35   ,0.55  ,-1.07   ,0.84  ,-1.41  ,-0.51  ,-0.63  ,-0.43   ,1.65   ,0.59  ,-2.17  ,-0.28  ,-0.93  ,-1.26  ,-2.25  ,-2.63  ,-2.64  ,-2.86  ,-1.52
199410  ,-0.34   ,0.40   ,1.31   ,0.35   ,2.71  ,-1.23  ,-0.88  ,-0.95   ,2.54   ,0.29  ,-2.06   ,0.70  ,-0.13   ,1.02  ,-0.85  ,-1.76  ,-0.16   ,0.11   ,1.57   ,2.41   ,1.37   ,2.30   ,3.02   ,2.19   ,1.90
199411  ,-3.97  ,-3.33  ,-2.92  ,-3.38  ,-3.17  ,-4.05  ,-3.93  ,-2.82  ,-4.74  ,-4.39  ,-6.06  ,-2.23  ,-3.78  ,-4.82  ,-2.91  ,-6.15  ,-6.09  ,-4.34  ,-3.20  ,-7.07  ,-3.85  ,-4.44  ,-4.32  ,-2.72  ,-2.61
199412  ,-1.08  ,-1.94  ,-2.02  ,-2.88  ,-1.47   ,0.37   ,1.55   ,3.36   ,2.59   ,1.68   ,1.00   ,4.67   ,1.69   ,2.97   ,3.50   ,2.21   ,1.71   ,1.08   ,1.35   ,2.13   ,1.26   ,1.16   ,1.60   ,0.50   ,1.62
199501   ,1.79   ,1.85   ,1.09   ,3.94   ,1.49   ,0.30   ,0.36  ,-1.01  ,-0.64   ,0.45  ,-2.23  ,-2.13  ,-2.62  ,-1.72  ,-1.38  ,-0.21  ,-1.27  ,-0.60   ,1.49   ,0.60   ,2.87   ,1.66   ,2.23   ,3.32   ,2.39
199502   ,3.36   ,2.96   ,3.31   ,3.01   ,4.27   ,3.78   ,4.35   ,2.61   ,1.32   ,2.08   ,2.49   ,4.84   ,4.33   ,3.06   ,4.81   ,4.27   ,5.73   ,5.58   ,5.73   ,5.71   ,2.33   ,4.23   ,5.48   ,3.68   ,3.45
199503   ,2.60   ,0.53   ,1.12   ,1.62   ,3.11   ,3.37   ,1.20   ,3.14   ,1.62   ,2.01   ,4.40   ,2.48   ,1.63   ,1.09   ,2.04   ,3.42   ,3.08   ,2.29   ,1.80   ,3.59   ,2.33   ,3.04   ,2.37   ,2.66   ,3.24
199504   ,4.56   ,2.91   ,3.23   ,3.10   ,3.42   ,2.07   ,3.10   ,3.12   ,3.58   ,2.10   ,2.87   ,1.86   ,2.19   ,1.51   ,0.04   ,2.38   ,2.93   ,1.69   ,2.55   ,2.41   ,1.62   ,1.85   ,2.97   ,1.09   ,3.95
199505   ,3.70   ,2.13   ,1.09   ,0.35   ,1.91   ,1.57   ,1.88   ,1.82   ,3.34   ,2.72   ,1.86  ,-0.78   ,1.28   ,1.29   ,1.27   ,2.33   ,2.97   ,2.36   ,2.77   ,1.91   ,3.11   ,4.07   ,4.56   ,4.66   ,3.39
199506   ,7.54   ,5.02   ,4.86   ,6.07   ,6.22   ,6.24   ,4.59   ,4.33   ,5.75   ,5.18   ,3.36   ,4.72   ,4.70   ,4.53   ,4.51   ,4.49   ,4.74   ,3.53   ,2.77   ,6.56   ,2.46   ,1.75   ,0.75   ,2.18   ,3.52
199507   ,5.17   ,6.09   ,6.58   ,4.26   ,6.98   ,5.17   ,4.31   ,5.14   ,7.04   ,7.51   ,5.42   ,6.21   ,6.87   ,6.04   ,7.29   ,7.42   ,4.91   ,5.58   ,4.71   ,7.30   ,4.54   ,3.21   ,3.73   ,3.39   ,3.21
199508   ,5.59   ,2.75   ,2.01   ,2.81   ,2.44   ,2.98   ,1.63   ,2.85   ,0.52   ,0.38   ,2.38   ,1.17   ,1.70   ,1.90   ,2.01   ,2.71   ,0.69   ,1.08   ,0.41  ,-0.63   ,2.95   ,1.90   ,0.13  ,-0.96   ,0.92
199509   ,2.50   ,2.03   ,0.23   ,2.71   ,1.40   ,4.43   ,1.05   ,0.76   ,0.16   ,2.09   ,2.26   ,2.28   ,2.54   ,2.59   ,0.97   ,0.07   ,1.66   ,2.84   ,1.98   ,2.64   ,3.37   ,3.47   ,3.57   ,4.27   ,4.97
199510  ,-5.14  ,-3.85  ,-3.86  ,-3.66  ,-4.40  ,-6.19  ,-4.24  ,-4.62  ,-4.29  ,-4.10  ,-5.19  ,-4.41  ,-3.94  ,-3.68  ,-4.77  ,-0.88  ,-0.63  ,-2.40  ,-1.97  ,-1.58  ,-1.99  ,-2.95  ,-0.71  ,-1.03   ,1.49
199511   ,1.16   ,2.60   ,1.38   ,1.72   ,0.46   ,7.53   ,2.54   ,3.61   ,6.56   ,3.54   ,6.37   ,2.42   ,1.41   ,2.77   ,4.78   ,5.26   ,5.03   ,4.88   ,3.70   ,5.51   ,5.96   ,6.67   ,4.58   ,5.04   ,2.77
199512   ,2.48   ,2.26  ,-0.80   ,2.56  ,-0.30   ,0.99   ,2.49   ,2.59   ,4.45   ,0.57   ,3.33   ,1.76   ,0.55   ,0.38   ,0.16   ,2.19   ,1.52   ,1.67  ,-0.29   ,0.30   ,0.12   ,1.74   ,2.73   ,1.90   ,1.08
199601   ,4.37  ,-0.35   ,0.97  ,-0.79  ,-0.48   ,0.64  ,-1.13  ,-0.82  ,-1.72   ,2.67   ,1.23   ,0.57  ,-1.65  ,-0.52   ,1.81   ,1.40   ,0.41   ,1.45   ,0.50   ,0.31   ,3.41   ,2.32   ,2.57   ,3.85   ,3.96
199602   ,3.93   ,3.04   ,4.96   ,3.92   ,2.69   ,1.40   ,2.66   ,2.77   ,6.42   ,3.62   ,2.87   ,3.54   ,3.92   ,3.77   ,4.88   ,1.53   ,3.54   ,3.13   ,2.82   ,3.96   ,2.51   ,1.51   ,0.96   ,0.47   ,1.41
199603   ,2.63   ,3.18   ,3.31   ,7.09   ,3.73   ,0.91   ,2.01   ,2.32   ,3.88   ,3.46   ,2.65   ,2.56   ,2.38   ,1.91   ,3.68   ,1.35   ,3.29   ,1.75   ,2.01   ,5.13  ,-0.48   ,3.24   ,1.88   ,1.02  ,-0.05
199604   ,7.96   ,6.57   ,8.24   ,7.75   ,7.46   ,6.15   ,6.16   ,6.87   ,8.41  ,10.93   ,5.64   ,4.49   ,4.49   ,4.28   ,4.16   ,4.19   ,3.54   ,2.41   ,4.40   ,4.03   ,1.48  ,-0.02   ,2.66   ,0.63   ,2.31
199605   ,7.99   ,5.24   ,6.14   ,5.16   ,6.23   ,5.68   ,4.56   ,5.09   ,4.31   ,5.20   ,3.43   ,3.69   ,4.11   ,2.69   ,3.90   ,0.99   ,1.62   ,1.92   ,2.11   ,1.96   ,1.12   ,1.24   ,1.98   ,2.75   ,3.16
199606  ,-6.58  ,-2.96  ,-5.05  ,-1.18  ,-4.30  ,-4.30  ,-3.27  ,-4.55  ,-1.60  ,-4.22  ,-6.97  ,-2.98  ,-3.35  ,-3.28  ,-1.82  ,-4.56  ,-1.66  ,-0.29  ,-2.84  ,-2.64  ,-2.02  ,-0.59   ,0.12  ,-0.05   ,1.23
199607  ,-8.37  ,-5.10  ,-7.17  ,-7.73  ,-6.75 ,-11.50  ,-7.32  ,-8.84  ,-8.65  ,-8.69  ,-9.22  ,-6.90  ,-8.68  ,-7.38  ,-7.98  ,-7.38  ,-5.84  ,-5.67  ,-5.07  ,-8.91  ,-5.81  ,-4.38  ,-3.89  ,-5.41  ,-4.03
199608   ,4.31   ,4.38   ,5.63   ,5.74   ,5.77   ,6.64   ,5.61   ,5.53   ,5.04   ,5.62   ,6.88   ,7.62   ,6.53   ,5.44   ,5.85   ,6.44   ,5.35   ,6.05   ,5.53   ,6.50   ,3.17   ,3.95   ,2.62   ,3.28   ,1.20
199609   ,2.50   ,2.56   ,2.55   ,2.97   ,2.75   ,3.45   ,3.99   ,5.73   ,3.09   ,6.26   ,3.97   ,4.11   ,4.20   ,2.85   ,4.04   ,5.19   ,4.18   ,4.93   ,4.77   ,4.58   ,4.37   ,5.11   ,4.97   ,6.22   ,6.16
199610  ,-1.87   ,0.82   ,1.53   ,2.11   ,0.07  ,-1.73   ,1.19  ,-0.54   ,0.61   ,1.27  ,-3.38  ,-0.69   ,0.52   ,0.08  ,-2.36   ,1.46   ,0.59   ,0.45   ,1.23  ,-1.98   ,1.37   ,4.21   ,5.13   ,1.50   ,1.50
199611   ,1.57   ,4.55   ,3.29   ,2.03   ,2.62   ,3.61   ,3.86   ,3.62   ,4.59   ,3.45   ,1.56   ,5.35   ,4.52   ,4.55   ,2.82   ,4.09   ,5.90   ,5.24   ,5.60   ,5.06   ,6.90   ,8.23   ,6.17   ,8.06   ,7.87
199612   ,0.22   ,3.22   ,1.79   ,3.06   ,1.07   ,1.48   ,1.51   ,3.22   ,2.71   ,2.32   ,0.74   ,1.66   ,1.07   ,1.30   ,1.08   ,0.10   ,0.52  ,-1.83   ,0.42  ,-0.62  ,-1.97  ,-1.86  ,-1.98  ,-2.10  ,-1.59
199701   ,6.10   ,4.96   ,6.36   ,4.06   ,5.23   ,1.42   ,4.70   ,4.94   ,2.92   ,5.57   ,4.08   ,3.06   ,2.49   ,2.51   ,1.91   ,2.56   ,3.62   ,2.37   ,5.16   ,0.84   ,3.40   ,5.09   ,4.92   ,7.40   ,6.77
199702   ,0.00  ,-1.58  ,-1.26  ,-1.51  ,-3.08  ,-2.49  ,-3.12  ,-2.21  ,-5.45  ,-3.00  ,-1.55  ,-0.18  ,-1.21  ,-4.04  ,-2.56  ,-0.55   ,0.12   ,0.46  ,-2.46  ,-1.86   ,0.38   ,1.21   ,0.01   ,0.05   ,0.58
199703  ,-5.50  ,-3.32  ,-2.45  ,-4.18  ,-3.37  ,-7.91  ,-4.16  ,-4.77  ,-2.92  ,-4.95  ,-6.14  ,-2.62  ,-4.11  ,-4.67  ,-5.57  ,-5.05  ,-3.70  ,-4.97  ,-4.51  ,-2.87  ,-5.13  ,-4.48  ,-2.49  ,-3.72  ,-5.65
199704  ,-3.92  ,-2.68  ,-3.24  ,-0.98  ,-3.59  ,-3.28   ,0.32  ,-0.96   ,1.12  ,-1.78  ,-1.80   ,1.34   ,2.18   ,2.37  ,-1.02  ,-1.41   ,1.81   ,1.38   ,3.32   ,2.89   ,3.22   ,3.57   ,3.91   ,6.87   ,6.63
199705   ,7.99   ,9.77  ,10.76   ,9.37   ,9.89  ,12.10  ,10.28  ,13.34  ,13.84  ,14.72  ,11.19   ,9.91  ,10.70  ,11.67  ,13.58   ,9.47   ,8.90   ,7.54   ,8.46   ,8.76   ,8.91   ,5.94   ,6.48   ,6.37   ,6.06
199706   ,4.39   ,6.32   ,7.81   ,3.35   ,4.90   ,3.50   ,5.02   ,6.65   ,5.97   ,6.50   ,4.98   ,4.70   ,2.54   ,5.28   ,5.57   ,4.32   ,3.32   ,3.85   ,4.07   ,3.80   ,3.72   ,4.89   ,3.16   ,5.95   ,3.44
