Date,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
199105  ,-2.19  ,-1.03  ,-2.12  ,-1.56  ,-2.77  ,-0.55  ,-0.42  ,-1.51  ,-2.73  ,-3.72   ,0.39  ,-0.97   ,0.32  ,-2.49  ,-2.59  ,-0.59  ,-0.21  ,-1.50  ,-2.16  ,-1.29   ,2.05   ,2.61   ,2.47   ,1.86   ,0.01
199106  ,-4.98  ,-5.96  ,-4.35  ,-5.93  ,-7.13  ,-6.37  ,-5.42  ,-5.05  ,-6.74  ,-6.86  ,-6.44  ,-5.02  ,-6.15  ,-5.70  ,-7.13  ,-5.04  ,-6.32  ,-6.67  ,-6.02  ,-8.46  ,-7.10  ,-7.59  ,-7.01  ,-6.54  ,-7.66
199107   ,1.02   ,2.74   ,3.68   ,2.51   ,2.61   ,0.55   ,3.46   ,3.97   ,5.19   ,2.69   ,5.11   ,2.25   ,3.50   ,3.06   ,1.38   ,4.04   ,1.80   ,2.86   ,4.78   ,4.79   ,7.50   ,7.19   ,5.53   ,6.14   ,6.63
199108   ,0.15  ,-0.44   ,0.17   ,0.49   ,0.74  ,-0.54   ,1.13   ,1.75   ,1.30   ,0.36   ,0.81   ,1.49   ,2.10   ,2.30   ,2.52   ,1.72  ,-0.01   ,3.59   ,2.12   ,0.80   ,2.72   ,1.56   ,2.59   ,1.40   ,2.05
199109   ,8.39   ,6.74   ,6.12   ,6.42   ,6.65   ,2.21   ,6.30   ,5.62   ,4.82   ,4.61   ,5.08   ,3.44   ,4.11   ,3.79   ,3.19   ,4.34   ,2.34   ,3.87   ,1.87   ,5.03   ,1.58   ,3.29   ,3.01   ,3.72   ,4.08
199110  ,-3.19  ,-1.93  ,-1.93  ,-2.69  ,-4.31  ,-3.50  ,-0.55  ,-1.90  ,-1.76  ,-3.92  ,-2.92  ,-3.42  ,-2.29  ,-3.93  ,-2.44  ,-4.69  ,-1.75  ,-3.08  ,-2.43  ,-5.58  ,-2.78  ,-1.61  ,-2.87  ,-0.35  ,-1.65
199111  ,-0.15  ,-0.68  ,-1.66  ,-0.22  ,-1.99  ,-2.61  ,-0.90  ,-0.99  ,-2.38  ,-2.04  ,-4.72  ,-1.43  ,-1.91  ,-0.83  ,-2.49  ,-3.49  ,-1.94  ,-2.53  ,-1.18  ,-4.22  ,-2.89  ,-2.71  ,-0.66  ,-0.38  ,-2.21
199112   ,1.67   ,4.55   ,5.08   ,3.40   ,2.46   ,2.05   ,2.98   ,3.54   ,4.42   ,3.25   ,1.69   ,3.25   ,3.36   ,4.61   ,3.53   ,4.44   ,5.93   ,3.56   ,5.48   ,4.62   ,6.45   ,6.57   ,9.16   ,6.82   ,9.09
199201  ,-2.53  ,-2.90  ,-1.75  ,-2.33  ,-4.23  ,-0.03  ,-1.25  ,-0.62  ,-0.20  ,-1.81   ,1.41   ,1.28   ,0.94   ,1.99   ,2.64   ,2.49  ,-1.24   ,1.19   ,0.34   ,0.20  ,-1.70   ,0.99   ,0.78   ,0.12  ,-1.30
199202  ,-0.37  ,-0.39   ,1.02  ,-0.57  ,-0.96   ,0.64  ,-0.82  ,-0.03  ,-0.58  ,-0.58   ,0.79  ,-0.44  ,-0.65   ,0.62  ,-0.04   ,1.70  ,-0.20  ,-0.24  ,-0.07   ,0.80  ,-2.41  ,-0.12   ,1.04   ,1.14  ,-0.99
199203  ,-3.13  ,-2.98  ,-2.48  ,-1.64  ,-4.01  ,-2.81  ,-2.77  ,-2.45  ,-0.88  ,-2.49  ,-4.09  ,-3.03  ,-1.82  ,-2.87  ,-4.51  ,-1.94  ,-2.20  ,-2.10  ,-2.34  ,-3.49  ,-2.71  ,-3.42  ,-3.64  ,-4.56  ,-3.00
199204   ,6.53   ,2.27   ,3.49   ,4.94   ,3.96   ,5.75   ,5.81   ,4.38   ,3.21   ,3.45   ,7.87   ,2.08   ,4.37   ,2.80   ,4.44   ,6.56   ,3.32   ,3.36   ,3.94   ,4.02   ,8.74   ,5.73   ,5.33   ,4.93   ,3.82
199205   ,7.78   ,7.92   ,7.55   ,7.34   ,5.72   ,7.25   ,5.39   ,6.86   ,5.02   ,4.83   ,3.48   ,4.52   ,3.81   ,3.84   ,5.98   ,5.61   ,4.44   ,5.25   ,3.80   ,4.22   ,5.52   ,6.53   ,4.62   ,4.99   ,5.49
199206  ,-0.17   ,1.84   ,1.17   ,0.11  ,-0.67  ,-3.02   ,0.07  ,-0.50  ,-0.93  ,-2.74  ,-3.04   ,0.87  ,-0.54   ,1.78  ,-2.16  ,-1.02   ,0.52  ,-1.15  ,-2.50  ,-1.86  ,-3.27   ,0.06  ,-0.69  ,-0.35  ,-2.81
199207  ,-6.97  ,-2.77  ,-4.06  ,-4.28  ,-5.11  ,-5.72  ,-3.96  ,-3.60  ,-6.35  ,-4.91  ,-7.80  ,-4.35  ,-4.12  ,-6.26  ,-4.71  ,-7.23  ,-2.89  ,-4.69  ,-3.52  ,-6.76  ,-3.78  ,-2.22  ,-3.77  ,-3.34  ,-3.89
199208  ,-2.57   ,0.68  ,-0.16  ,-2.29  ,-1.52  ,-4.82  ,-0.62  ,-1.14  ,-0.41  ,-0.28  ,-3.07  ,-3.15  ,-2.79  ,-1.77  ,-2.52  ,-1.98   ,0.41  ,-1.75  ,-1.64  ,-1.92  ,-1.49  ,-0.69  ,-0.10   ,0.85  ,-0.11
199209  ,-7.53  ,-5.58  ,-7.54  ,-5.18  ,-7.16  ,-6.03  ,-5.98  ,-8.51  ,-6.20  ,-6.50  ,-6.17  ,-5.28  ,-4.74  ,-6.67  ,-4.30  ,-4.90  ,-3.95  ,-4.50  ,-6.74  ,-6.32  ,-2.06   ,0.35  ,-0.64  ,-2.32  ,-4.48
199210 ,-11.19 ,-11.93 ,-10.08 ,-11.75 ,-11.03 ,-10.30  ,-8.37  ,-7.23  ,-7.65  ,-7.49  ,-8.48  ,-8.96  ,-8.82  ,-7.39  ,-9.28  ,-7.90  ,-9.34  ,-7.84  ,-4.97  ,-6.59  ,-8.91  ,-7.62  ,-6.45  ,-7.02  ,-6.31
199211  ,-2.24  ,-4.17  ,-3.59  ,-3.56  ,-2.96  ,-0.21  ,-3.31  ,-1.53  ,-3.99  ,-4.72  ,-2.44  ,-0.85  ,-1.94  ,-4.03  ,-2.30  ,-0.85  ,-1.67  ,-1.54  ,-1.24  ,-1.35   ,1.30  ,-0.44   ,0.13  ,-0.33   ,0.18
199212   ,1.36   ,0.44  ,-2.00   ,0.36  ,-1.10   ,2.32   ,1.89   ,0.40  ,-1.36   ,1.60   ,3.06   ,1.11  ,-0.38   ,1.17   ,1.75   ,2.94   ,0.91   ,1.05  ,-0.92   ,1.50   ,1.85   ,1.47   ,2.18   ,1.33   ,0.83
199301   ,5.87   ,2.99   ,2.11   ,2.62   ,3.18   ,7.27   ,3.66   ,3.50   ,3.28   ,4.04   ,3.29   ,2.25   ,3.61   ,3.86   ,3.13   ,1.32   ,3.19   ,4.39   ,4.74   ,2.29   ,0.34   ,0.51  ,-0.78  ,-0.11   ,0.14
199302   ,1.26   ,0.71   ,1.25   ,0.16  ,-0.57   ,0.69  ,-1.93   ,0.62   ,0.31   ,1.29   ,1.35   ,2.10   ,1.99   ,0.92   ,0.03   ,1.95   ,1.74   ,0.00   ,1.29   ,0.24   ,0.67   ,2.83   ,1.49   ,1.49   ,0.79
199303   ,9.09   ,7.36   ,3.68   ,6.90   ,5.58   ,8.92   ,7.10   ,6.36   ,5.98   ,5.78   ,6.74   ,7.15   ,7.89   ,6.32   ,4.93   ,6.08   ,8.41   ,5.80   ,5.71   ,6.79   ,6.92   ,5.84   ,5.95   ,5.06   ,3.08
199304   ,6.58   ,5.42   ,7.24   ,5.54   ,4.99   ,6.21   ,5.29   ,6.86   ,6.00   ,4.20   ,6.70   ,4.55   ,5.02   ,5.35   ,3.70   ,4.03   ,3.05   ,3.77   ,3.41   ,2.76   ,0.97   ,1.74   ,1.28   ,0.94   ,2.16
199305   ,3.80   ,2.36   ,2.18   ,0.96   ,1.44   ,1.01   ,0.96   ,1.96   ,2.38   ,2.38   ,0.63  ,-1.16   ,0.40   ,0.79   ,0.92   ,1.93   ,0.37  ,-1.13   ,1.68   ,0.31   ,2.01   ,1.41   ,1.70   ,0.59   ,0.24
199306  ,-4.40  ,-4.73  ,-4.75  ,-5.42  ,-4.13  ,-3.32  ,-4.16  ,-5.59  ,-3.09  ,-5.11  ,-2.88  ,-2.45  ,-3.54  ,-5.96  ,-5.07  ,-3.71  ,-4.09  ,-3.76  ,-5.80  ,-6.22  ,-0.94  ,-2.73  ,-2.36  ,-1.51  ,-5.25
199307   ,1.78   ,0.84   ,2.77   ,0.65   ,2.14   ,1.15   ,1.95  ,-0.58   ,0.17   ,0.22   ,0.37   ,1.66  ,-0.60   ,1.52   ,0.67   ,3.15   ,3.09   ,2.60   ,1.81  ,-0.31   ,2.65   ,1.89   ,1.24   ,1.46   ,0.07
199308  ,10.35   ,8.81   ,9.30   ,8.66  ,10.21  ,10.18  ,10.01   ,9.78  ,10.37   ,9.72  ,11.09  ,10.32   ,9.53   ,9.46   ,8.90   ,9.66   ,8.82  ,10.37   ,9.40   ,9.64   ,6.83   ,8.58   ,9.41   ,8.97   ,8.14
199309   ,0.88   ,1.71   ,0.25   ,1.42   ,0.41  ,-1.01   ,0.40  ,-0.45   ,0.51   ,0.39  ,-0.40   ,0.48   ,1.04  ,-2.47  ,-0.56  ,-0.89   ,0.28  ,-0.43  ,-2.84  ,-1.24  ,-1.73   ,0.09  ,-1.00   ,0.85  ,-1.70
199310   ,0.99   ,1.48  ,-0.48   ,0.45   ,0.83  ,-0.08   ,1.05   ,0.47   ,0.05   ,2.07   ,1.03   ,3.21   ,0.63   ,1.28   ,0.85   ,2.33   ,2.03   ,3.53   ,0.63   ,3.46   ,1.87   ,2.92   ,3.69   ,3.51   ,2.11
199311  ,-1.99  ,-0.75  ,-0.64   ,0.06  ,-1.80  ,-1.03  ,-2.40  ,-1.28  ,-0.67  ,-2.17  ,-1.72  ,-2.04  ,-1.71  ,-3.26  ,-2.67  ,-0.41  ,-0.05  ,-2.34  ,-3.12  ,-1.64  ,-2.25  ,-2.45  ,-1.85  ,-2.14  ,-2.75
199312   ,5.72   ,6.06   ,5.60   ,6.61   ,5.05   ,5.20   ,7.09   ,6.61   ,3.70   ,5.15   ,7.62   ,6.24   ,4.37   ,4.35   ,6.21   ,7.40   ,9.56   ,6.70   ,6.28   ,8.93   ,7.24   ,7.10   ,7.91   ,7.00   ,8.56
199401  ,16.11  ,12.19  ,11.67  ,11.10  ,11.84  ,13.93  ,12.27  ,13.33  ,10.33   ,9.48  ,13.97  ,10.42   ,8.69  ,12.24  ,10.45  ,11.20   ,9.22   ,7.71   ,7.52   ,9.17   ,8.75   ,3.24   ,5.57   ,4.10   ,4.32
199402   ,1.16   ,3.08   ,1.43   ,1.69   ,0.57   ,0.28   ,0.80  ,-0.72   ,0.23  ,-0.39  ,-0.78  ,-0.39  ,-0.25   ,0.21   ,0.52  ,-2.41  ,-1.32  ,-2.09  ,-2.69  ,-2.11  ,-3.87  ,-2.43  ,-3.75  ,-5.32  ,-4.74
199403  ,-2.09   ,0.25  ,-0.21  ,-1.14  ,-0.86  ,-2.69  ,-1.25   ,1.49  ,-0.05  ,-1.05  ,-2.51  ,-1.40  ,-0.84   ,0.44  ,-1.27  ,-1.46  ,-2.10  ,-0.57  ,-0.81  ,-0.52  ,-3.31  ,-2.76  ,-2.84  ,-1.65  ,-5.64
199404   ,4.71   ,3.06   ,3.74   ,4.49   ,1.67   ,4.08   ,4.48   ,5.35   ,4.29   ,3.97   ,4.78   ,3.27   ,2.44   ,5.33   ,2.13   ,3.18   ,4.11   ,3.47   ,3.56   ,3.81   ,4.42   ,6.52   ,4.01   ,3.59   ,3.68
199405  ,-0.81  ,-1.82   ,0.84  ,-4.59  ,-2.23  ,-2.31  ,-1.40  ,-1.88  ,-2.60  ,-2.57  ,-2.76  ,-2.16  ,-1.63  ,-3.41  ,-2.52  ,-4.21  ,-3.45  ,-2.76  ,-3.61  ,-4.36  ,-3.53  ,-4.38  ,-3.09  ,-4.32  ,-4.57
199406  ,-1.52  ,-0.14  ,-0.85  ,-0.32  ,-1.60  ,-2.45  ,-0.52  ,-1.72  ,-1.29  ,-1.01  ,-1.35  ,-2.55  ,-1.19  ,-2.70  ,-2.04  ,-0.20  ,-2.21   ,0.05  ,-2.08  ,-1.36  ,-1.04  ,-1.10   ,0.08  ,-0.66  ,-1.86
199407   ,1.13   ,1.70   ,1.29   ,1.43   ,1.97   ,2.83   ,2.00   ,2.35   ,2.23   ,2.29   ,3.77   ,3.41   ,2.42   ,2.86   ,3.07   ,3.99   ,3.99   ,4.45   ,5.22   ,4.64   ,6.36   ,5.93   ,5.58   ,3.98   ,6.63
199408   ,0.86   ,1.28   ,1.63   ,1.56   ,1.42  ,-0.13   ,1.76   ,1.79   ,2.92   ,0.77   ,0.90   ,0.99   ,0.70   ,1.23   ,2.09   ,0.28   ,1.79   ,0.91   ,3.32  ,-0.75   ,1.75   ,2.15   ,3.53   ,2.42   ,2.71
199409  ,-0.92   ,0.44   ,0.68   ,0.67   ,0.26   ,1.27  ,-0.92  ,-0.33   ,0.45  ,-1.94  ,-3.03  ,-1.54  ,-0.18  ,-1.52  ,-1.80  ,-4.70  ,-1.63  ,-2.56  ,-3.30  ,-1.15  ,-2.51  ,-3.99  ,-4.89  ,-3.62  ,-2.79
199410   ,0.65   ,1.05   ,0.99   ,1.50   ,1.78   ,0.51   ,0.62   ,0.19   ,1.62   ,1.27   ,2.55   ,2.09   ,3.01   ,1.34   ,1.62   ,1.77   ,2.26   ,3.15   ,2.91   ,1.65   ,4.38   ,4.45   ,5.18   ,4.53   ,4.77
199411  ,-4.93  ,-4.15  ,-4.93  ,-6.01  ,-4.59  ,-4.35  ,-5.73  ,-3.87  ,-2.87  ,-4.75  ,-4.61  ,-5.34  ,-4.12  ,-4.30  ,-4.82  ,-5.06  ,-4.88  ,-3.66  ,-5.04  ,-4.22  ,-3.85  ,-4.92  ,-4.50  ,-4.00  ,-3.42
199412   ,0.78   ,0.39   ,1.23   ,1.32   ,0.16  ,-0.77   ,0.70   ,1.92   ,0.83   ,0.37   ,2.50   ,0.03  ,-1.26   ,0.42   ,0.30   ,0.90   ,1.05   ,0.96   ,1.25   ,0.82  ,-0.89  ,-0.46   ,1.44   ,0.60   ,0.29
199501   ,0.97   ,2.60   ,0.54   ,0.19  ,-0.44   ,1.54   ,1.23   ,0.45   ,0.38   ,4.00  ,-1.34  ,-0.57  ,-0.25  ,-2.51  ,-1.99  ,-1.46  ,-0.70  ,-2.13  ,-2.25  ,-1.68  ,-1.49   ,0.50  ,-1.44  ,-2.47  ,-1.06
199502   ,1.19   ,2.49   ,2.56   ,1.52   ,1.35   ,1.88   ,1.88   ,1.85   ,2.85   ,0.94   ,1.68   ,3.18   ,1.69   ,1.16   ,2.18   ,1.10   ,1.64   ,2.34   ,1.46   ,1.48   ,0.57   ,1.09   ,2.82   ,5.38   ,1.35
199503   ,2.08   ,3.70   ,3.77   ,4.03   ,1.18  ,-0.54   ,0.91   ,3.24   ,3.90   ,2.37   ,1.07   ,2.85   ,2.86   ,1.19   ,2.55   ,0.84   ,2.39   ,2.70   ,2.96   ,1.60   ,5.40   ,4.62   ,3.63   ,4.03   ,4.64
199504   ,0.68  ,-0.50  ,-0.35   ,0.64   ,1.63   ,0.55   ,1.60   ,2.02   ,2.33   ,2.61   ,3.06   ,1.02   ,2.40   ,2.22   ,2.28   ,3.90   ,3.36   ,3.00   ,2.44   ,2.99   ,3.15   ,2.01   ,3.75   ,3.29   ,4.11
199505   ,1.37   ,2.76   ,1.54   ,1.65   ,2.23   ,1.45   ,1.79   ,1.77   ,2.27   ,1.57   ,2.43   ,1.28   ,2.58   ,2.86   ,2.49   ,0.89   ,1.75   ,3.01   ,2.08   ,2.73   ,2.16   ,1.87   ,1.87   ,2.81   ,3.12
199506   ,1.61   ,2.71   ,2.71   ,3.07   ,1.62   ,1.29   ,1.18   ,2.44   ,2.96   ,1.53   ,0.19   ,1.14   ,1.65   ,1.34   ,1.90   ,1.56   ,2.23   ,2.59   ,2.40   ,1.77   ,1.28   ,0.03   ,1.63   ,1.52   ,2.52
199507   ,2.46   ,1.26   ,2.14   ,2.45   ,4.20   ,2.66   ,2.51   ,2.54   ,3.25   ,3.63   ,2.61   ,2.03   ,2.33   ,4.02   ,4.91   ,3.40   ,1.83   ,2.53   ,4.13   ,5.67   ,4.18   ,4.01   ,4.89   ,4.17   ,6.91
199508  ,-2.87  ,-2.72  ,-2.25  ,-2.85  ,-3.30  ,-2.92  ,-1.20  ,-2.23  ,-3.37  ,-1.61  ,-2.77  ,-4.31  ,-2.50  ,-3.68  ,-3.28  ,-4.85  ,-5.36  ,-4.62  ,-3.77  ,-2.85  ,-4.06  ,-3.15  ,-4.34  ,-3.45  ,-3.17
199509   ,1.85   ,2.45   ,3.04   ,1.98   ,2.55   ,0.97   ,0.59   ,1.97   ,1.29   ,2.07   ,2.47   ,3.16   ,3.15   ,2.19   ,2.99   ,0.94   ,1.49   ,1.21   ,0.60   ,3.12   ,1.57   ,3.93   ,2.10   ,4.24   ,3.22
199510  ,-1.29  ,-0.30  ,-0.57  ,-0.66   ,0.63  ,-3.24  ,-1.34  ,-0.97  ,-1.59  ,-1.39  ,-2.85  ,-2.94  ,-2.20  ,-1.45  ,-2.12  ,-2.28  ,-3.61   ,0.46  ,-0.91  ,-2.61  ,-0.14   ,0.54   ,0.47  ,-0.99  ,-0.90
199511  ,-2.64  ,-2.23  ,-3.68  ,-2.25  ,-1.32  ,-3.92  ,-3.95  ,-3.09  ,-3.13  ,-2.88  ,-2.23  ,-1.24  ,-2.24  ,-4.02  ,-2.19  ,-1.35  ,-0.51  ,-0.68  ,-1.78  ,-2.53   ,1.53   ,1.33   ,0.08   ,1.16   ,0.17
199512   ,1.18   ,0.70   ,1.17   ,0.95   ,1.49  ,-0.03   ,1.99   ,2.82   ,1.78   ,2.22   ,0.21   ,1.80   ,2.24   ,1.47   ,2.22   ,1.73   ,2.33   ,3.08   ,1.93   ,3.13   ,2.84   ,2.88   ,2.94   ,1.59   ,1.49
199601   ,0.33  ,-0.28   ,1.21   ,0.95   ,0.63   ,0.68  ,-0.29   ,0.28   ,1.45   ,0.92   ,2.17   ,0.10   ,0.13   ,0.68   ,2.85  ,-0.51  ,-0.09   ,2.89   ,1.90   ,1.12   ,1.04   ,0.39   ,2.32   ,0.43   ,0.16
199602   ,3.12   ,3.28   ,2.75   ,2.74   ,3.23   ,4.95   ,4.39   ,4.45   ,3.91   ,5.45   ,2.90   ,4.64   ,4.59   ,3.76   ,4.45   ,2.76   ,3.58   ,3.65   ,3.61   ,5.19   ,1.34   ,1.52   ,1.28   ,2.07   ,2.73
199603   ,1.31   ,2.29   ,1.24   ,3.81   ,1.51   ,1.08  ,-0.10   ,1.04   ,1.65   ,2.24   ,2.06   ,1.28   ,1.60   ,2.57   ,2.03   ,0.11   ,1.47   ,2.66   ,2.62   ,2.91   ,0.74   ,3.17  ,-0.41   ,0.45   ,1.10
199604   ,1.98   ,0.76   ,1.55   ,0.95  ,-0.08   ,0.52   ,0.88   ,0.36   ,1.68   ,1.74   ,2.66   ,0.78   ,1.56   ,1.76   ,2.87   ,3.24   ,0.60   ,0.98   ,1.36   ,2.00   ,2.27   ,0.42  ,-0.37   ,0.52   ,2.01
199605   ,4.29   ,2.71   ,4.51   ,3.54   ,4.44   ,4.57   ,3.39   ,5.97   ,2.22   ,4.20   ,0.44   ,2.30   ,2.65   ,3.01   ,3.41   ,3.18   ,1.62   ,1.42   ,2.07   ,3.92   ,1.85   ,1.10   ,2.10   ,2.50   ,0.64
199606   ,1.06   ,1.41  ,-0.12   ,0.40  ,-0.47  ,-0.13   ,0.84  ,-0.10  ,-0.41   ,0.59  ,-0.56   ,1.14  ,-0.94   ,0.39  ,-1.31   ,0.43   ,0.14   ,2.60   ,0.53  ,-1.45   ,0.98   ,1.52   ,0.25   ,0.97   ,0.35
199607   ,0.12   ,0.04  ,-0.14  ,-1.55  ,-0.87  ,-2.03   ,0.45  ,-0.84  ,-1.68  ,-2.56  ,-2.39  ,-1.10  ,-1.90  ,-1.11  ,-4.38  ,-1.11  ,-0.73  ,-0.92  ,-1.38  ,-1.58  ,-2.23  ,-1.89  ,-0.95   ,0.19  ,-3.07
199608   ,0.36   ,0.69   ,0.71   ,2.23   ,2.31   ,0.02   ,2.69   ,1.71   ,1.38   ,2.96   ,1.20   ,0.93   ,1.57   ,3.10   ,2.78   ,1.43   ,0.94   ,0.76   ,3.05   ,3.60   ,3.20   ,2.92   ,3.23   ,1.84   ,3.48
199609  ,-1.46  ,-1.11  ,-0.60  ,-0.43  ,-0.88  ,-0.45  ,-1.44  ,-0.08  ,-1.39  ,-1.62  ,-1.83  ,-0.19  ,-0.87   ,0.17   ,0.12  ,-0.52  ,-0.62   ,0.54   ,0.40  ,-0.42   ,0.74   ,3.94   ,1.88   ,2.40   ,2.26
199610   ,0.45   ,1.79   ,2.18   ,2.33   ,2.30   ,2.26   ,0.58   ,3.72   ,2.61   ,2.43   ,2.83   ,2.78   ,1.85   ,4.18   ,3.31   ,0.65   ,1.47   ,2.39   ,1.18   ,3.32   ,0.61   ,1.79   ,2.02   ,3.09   ,1.72
199611   ,1.54   ,2.39   ,4.31   ,1.62   ,1.76   ,1.16   ,2.45   ,2.21   ,1.57   ,3.26   ,3.22   ,1.91   ,2.10   ,2.00   ,3.10   ,2.99   ,3.43   ,3.22   ,3.37   ,3.28   ,4.49   ,5.64   ,4.52   ,4.81   ,5.33
199612   ,1.73   ,1.64   ,1.06   ,4.88   ,2.45   ,3.15   ,0.70   ,2.52   ,1.87   ,1.04   ,2.69   ,2.70   ,2.61   ,2.96   ,2.39   ,2.67   ,2.81   ,2.93   ,3.00   ,2.80   ,2.79   ,2.35   ,1.86   ,2.73   ,1.20
199701   ,1.06   ,1.13   ,1.10  ,-0.53   ,1.73   ,2.16   ,1.95  ,-1.24   ,0.69   ,0.51   ,1.13   ,0.92   ,1.80   ,0.75   ,2.37   ,2.08  ,-0.56  ,-0.23  ,-0.22   ,0.26   ,2.64   ,0.55  ,-2.25  ,-0.23  ,-0.90
199702   ,2.44   ,0.54   ,1.76   ,3.91   ,2.60   ,0.91   ,1.38   ,2.30   ,2.16   ,0.78   ,0.89   ,0.35   ,1.29  ,-0.52   ,0.64   ,0.45  ,-0.23   ,1.53   ,1.33   ,1.44  ,-0.09  ,-0.88   ,2.40   ,2.20   ,1.66
199703   ,2.40   ,3.12   ,2.12   ,1.22   ,0.87   ,2.85   ,1.76   ,1.93   ,2.10   ,0.36   ,2.19   ,2.01   ,1.54   ,0.86   ,1.40   ,3.46   ,1.29   ,0.92   ,1.75   ,0.90   ,4.61   ,2.12   ,2.89   ,1.75   ,2.47
199704  ,-1.40  ,-1.41  ,-2.84  ,-0.78  ,-1.79  ,-3.05  ,-2.64  ,-1.21  ,-2.39  ,-2.04  ,-1.27  ,-1.75  ,-1.74  ,-1.98  ,-2.07  ,-0.64  ,-3.21  ,-2.56  ,-2.67  ,-2.48  ,-0.50   ,0.57   ,0.58   ,0.80  ,-2.05
199705   ,3.76   ,3.17   ,3.87   ,3.58   ,3.29   ,4.24   ,4.72   ,3.72   ,3.42   ,3.31   ,3.06   ,3.15   ,4.34   ,3.19   ,3.60   ,3.73   ,2.77   ,3.34   ,4.52   ,5.86   ,3.44   ,4.73   ,4.61   ,6.52   ,4.94
