Date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
199109   ,8.28   ,8.97   ,7.70   ,7.57   ,8.75  ,11.13  ,13.51  ,12.76  ,12.29   ,9.92  ,11.15  ,11.34  ,11.99  ,10.65   ,9.60  ,14.01  ,12.46  ,14.39  ,13.99  ,11.91  ,14.10   ,9.85   ,8.97   ,9.37   ,5.35
199110   ,5.26   ,5.41   ,5.70   ,2.13   ,4.01   ,4.21   ,5.13   ,6.21   ,3.13   ,2.00   ,4.20   ,4.27   ,5.02   ,5.84   ,3.75   ,4.49   ,4.96   ,3.28   ,6.34   ,3.19   ,4.36   ,1.65   ,3.17   ,3.25   ,7.40
199111  ,-8.43  ,-9.16  ,-7.21  ,-7.27  ,-9.64 ,-10.44  ,-9.28  ,-9.16 ,-11.13  ,-9.98 ,-11.52 ,-11.60  ,-9.13  ,-7.84 ,-10.14 ,-11.55 ,-10.06 ,-11.53  ,-8.54 ,-10.34 ,-10.68  ,-9.09  ,-9.54  ,-6.87  ,-5.22
199112   ,1.09   ,2.78   ,2.94   ,4.52  ,-0.76   ,1.11   ,3.81   ,3.25   ,3.04   ,2.89   ,2.58   ,2.36   ,3.04   ,3.26   ,3.91   ,2.55   ,2.78   ,3.26   ,4.87   ,4.33   ,2.43   ,4.54   ,4.71   ,2.49   ,0.66
199201  ,-7.76  ,-6.43  ,-7.77  ,-5.67  ,-7.49  ,-6.75  ,-4.71  ,-5.02  ,-3.01  ,-4.66  ,-6.07  ,-3.94  ,-3.54  ,-5.73  ,-3.17  ,-2.24  ,-2.81  ,-3.51  ,-4.78  ,-1.66  ,-3.34  ,-5.35  ,-4.67  ,-6.02  ,-8.15
199202  ,-3.54  ,-1.91  ,-2.27  ,-3.69  ,-3.70  ,-4.65  ,-3.01  ,-5.38  ,-3.74  ,-4.62  ,-4.17  ,-4.35  ,-3.70  ,-4.38  ,-4.12  ,-5.19  ,-5.55  ,-3.96  ,-4.82  ,-4.32  ,-7.06  ,-8.88  ,-8.63  ,-6.40  ,-7.40
199203 ,-12.29 ,-11.60 ,-10.06  ,-6.99 ,-10.21 ,-12.68 ,-13.67  ,-9.05 ,-12.33 ,-12.48 ,-12.82 ,-12.27 ,-10.44  ,-9.02 ,-11.16 ,-13.02 ,-11.24  ,-9.43  ,-9.36  ,-9.74 ,-11.48 ,-10.57 ,-11.05 ,-11.24 ,-10.98
199204  ,-9.44 ,-11.24  ,-9.31  ,-7.52  ,-7.05  ,-7.74 ,-10.81  ,-9.93  ,-7.90  ,-9.84  ,-7.59 ,-11.36  ,-7.70 ,-11.44 ,-10.63  ,-6.70 ,-10.94  ,-7.70  ,-8.80  ,-8.49  ,-4.24  ,-8.15 ,-10.27  ,-4.52  ,-6.10
199205  ,11.87  ,12.48  ,12.15   ,9.75   ,7.70  ,11.43  ,13.37  ,15.70  ,10.32  ,11.11  ,13.44  ,12.79  ,15.07  ,11.14  ,11.27  ,11.87  ,11.67  ,13.49  ,11.43  ,10.27   ,8.81   ,7.42   ,7.25   ,8.39   ,8.49
199206  ,-9.73  ,-6.91  ,-6.89  ,-5.51  ,-0.72 ,-10.01  ,-9.46  ,-9.84  ,-7.43  ,-3.79 ,-10.00 ,-10.45  ,-8.99  ,-7.95  ,-5.05 ,-11.35 ,-11.34  ,-9.19  ,-6.18  ,-3.54 ,-13.19 ,-12.41  ,-8.20  ,-6.53  ,-5.20
199207  ,-8.82  ,-7.44  ,-7.26  ,-6.89  ,-5.08  ,-9.85  ,-5.54  ,-4.97  ,-8.67  ,-9.07  ,-9.65  ,-7.26  ,-5.24  ,-6.16 ,-10.55  ,-8.88  ,-7.33  ,-4.20  ,-5.94  ,-6.91   ,2.25   ,1.18  ,-1.66  ,-1.49  ,-6.00
199208  ,11.60   ,6.38   ,5.70   ,6.62   ,4.73  ,16.99  ,12.39  ,10.85   ,7.78   ,8.11  ,17.11  ,11.34  ,13.87   ,9.22  ,10.44  ,24.35  ,16.93  ,14.47  ,11.03  ,11.22  ,28.82  ,20.48  ,12.94  ,13.80   ,9.98
199209   ,1.44   ,3.48   ,1.05   ,3.68   ,5.53  ,-1.66   ,1.86   ,0.67   ,1.08   ,0.66  ,-3.65  ,-0.09   ,0.30  ,-0.29  ,-0.24  ,-4.56  ,-1.19  ,-1.60  ,-0.63  ,-2.40  ,-4.05  ,-3.75  ,-2.75  ,-2.12  ,-2.81
199210  ,-8.18  ,-6.53  ,-6.97  ,-4.33  ,-3.36  ,-8.65  ,-7.86  ,-6.30  ,-5.29  ,-3.33  ,-7.27  ,-5.97  ,-5.74  ,-4.06  ,-2.12  ,-8.53  ,-6.06  ,-4.37  ,-5.30  ,-3.48  ,-8.56  ,-5.35  ,-5.18  ,-4.87  ,-3.03
199211  ,-2.83  ,-2.82  ,-2.89  ,-2.03  ,-2.57  ,-0.24  ,-1.76  ,-0.95  ,-0.87  ,-0.69   ,0.21   ,2.06   ,1.02   ,0.32   ,0.00   ,2.16   ,2.41   ,2.57   ,2.08  ,-0.18   ,6.55   ,1.62   ,1.95   ,2.34   ,1.78
199212   ,5.38   ,3.14   ,2.26   ,3.43   ,1.31   ,2.40   ,1.63  ,-0.97   ,0.05  ,-1.66   ,1.17  ,-0.83   ,0.75   ,1.84  ,-0.64  ,-0.36  ,-1.92  ,-1.62  ,-2.57  ,-1.78  ,-2.32  ,-2.41  ,-0.02  ,-1.24   ,0.32
199301  ,-1.37  ,-2.39  ,-2.84  ,-2.88  ,-0.75  ,-1.99  ,-1.82  ,-2.87  ,-3.13   ,0.07  ,-1.76  ,-1.85  ,-2.42   ,0.18  ,-1.85  ,-1.76  ,-2.35  ,-0.65  ,-1.08  ,-1.02  ,-0.39  ,-0.40  ,-0.79   ,0.57  ,-0.69
199302   ,7.61   ,7.52   ,7.53   ,7.51   ,6.77   ,5.54   ,4.67   ,4.52   ,5.56   ,5.85   ,5.13   ,5.02   ,3.67   ,4.24   ,5.82   ,3.87   ,5.71   ,5.41   ,3.25   ,4.88   ,3.30   ,3.97   ,5.29   ,5.05   ,3.11
199303  ,20.11  ,14.17  ,14.73   ,9.56  ,10.77  ,22.83  ,16.12  ,14.42  ,10.90  ,11.54  ,23.00  ,18.54  ,11.98   ,9.50  ,12.34  ,20.03  ,17.87  ,14.59   ,9.88  ,12.29  ,23.56  ,20.73  ,21.67  ,13.33  ,10.00
199304  ,21.26  ,19.93  ,15.64  ,16.76  ,14.87  ,19.17  ,19.84  ,18.30  ,15.22  ,16.90  ,19.62  ,17.70  ,15.69  ,17.06  ,14.03  ,18.57  ,17.40  ,16.13  ,14.45  ,14.59  ,19.25  ,19.55  ,17.51  ,16.77  ,14.61
199305  ,20.20  ,21.75  ,23.39  ,22.80  ,20.54  ,14.08  ,16.00  ,15.51  ,15.15  ,13.38  ,10.69  ,10.25  ,12.80  ,12.36   ,9.58   ,6.85   ,8.60   ,7.96   ,6.64   ,7.32   ,0.58   ,0.86   ,1.88   ,2.36   ,5.99
199306  ,-6.22  ,-5.82  ,-5.52  ,-5.12  ,-7.32  ,-5.21  ,-5.12  ,-6.30  ,-7.11  ,-8.54  ,-6.29  ,-7.76  ,-5.78  ,-5.42  ,-6.82  ,-6.41  ,-5.22  ,-4.31  ,-4.25  ,-4.86  ,-5.74  ,-3.62  ,-4.01  ,-3.34  ,-2.65
199307   ,1.29   ,1.89   ,0.02   ,0.62   ,2.21   ,2.69   ,3.04   ,3.45   ,3.79   ,3.86   ,1.48   ,4.67   ,4.09   ,4.36   ,6.01   ,4.48   ,5.72   ,7.10   ,4.85   ,5.99   ,6.73   ,7.65   ,7.38   ,7.50   ,8.61
199308  ,-0.32  ,-0.35   ,1.87   ,2.09   ,1.66   ,0.64   ,2.67   ,2.13   ,2.94   ,3.30   ,0.93   ,1.80   ,2.27   ,3.11   ,2.93   ,1.72   ,2.37   ,2.05   ,1.71   ,2.27   ,2.99   ,1.68   ,2.46   ,3.03   ,2.43
199309  ,-3.38  ,-3.17  ,-3.58  ,-4.96  ,-4.38  ,-1.20  ,-3.67  ,-2.00  ,-5.97  ,-3.83  ,-5.08  ,-3.64  ,-3.16  ,-3.64  ,-2.37  ,-6.02  ,-4.33  ,-2.10  ,-4.13  ,-1.11  ,-4.05  ,-3.29  ,-3.72  ,-6.52  ,-8.52
199310  ,-7.62  ,-8.55  ,-9.13  ,-9.68 ,-10.35  ,-9.12  ,-8.80  ,-9.13  ,-8.67  ,-9.78  ,-7.04  ,-7.67  ,-8.57  ,-7.56  ,-7.36  ,-5.84  ,-6.79  ,-6.53  ,-5.81  ,-6.08  ,-3.78  ,-0.79  ,-0.98   ,1.00  ,-1.64
199311 ,-11.99 ,-13.59 ,-15.88 ,-16.28 ,-18.83 ,-15.63 ,-17.11 ,-16.92 ,-20.12 ,-20.94 ,-17.39 ,-18.55 ,-18.29 ,-17.32 ,-18.69 ,-14.98 ,-16.36 ,-17.09 ,-17.43 ,-16.60 ,-13.92 ,-13.90 ,-15.10 ,-16.70 ,-17.31
199312  ,-0.92   ,2.04   ,0.31   ,1.71   ,2.31   ,0.05   ,2.77   ,2.80   ,3.34   ,4.63   ,1.41   ,3.32   ,0.36   ,4.03   ,3.08   ,1.09   ,0.76   ,0.33   ,4.03   ,2.45  ,-0.39   ,1.17   ,1.44   ,2.74   ,3.85
199401  ,18.19  ,18.83  ,17.40  ,18.02  ,20.95  ,22.63  ,20.47  ,20.65  ,17.66  ,16.79  ,21.90  ,18.81  ,14.81  ,17.70  ,19.35  ,20.97  ,16.57  ,16.73  ,14.92  ,14.21  ,14.43  ,14.37  ,16.77  ,16.68  ,18.77
199402   ,4.36   ,6.01   ,5.75   ,7.26   ,6.73   ,3.43   ,3.56   ,5.37   ,7.29   ,6.86   ,3.39   ,4.66   ,5.00   ,4.38   ,7.62   ,3.09   ,4.39   ,5.06   ,7.37   ,5.84   ,2.05   ,2.01   ,3.59   ,3.56   ,5.16
199403   ,5.00   ,4.51   ,5.17   ,3.76   ,4.89   ,4.87   ,2.97   ,1.73   ,5.20   ,3.33   ,2.01   ,0.64   ,1.89   ,1.78   ,0.18   ,1.53   ,0.59   ,0.65   ,1.23   ,1.32  ,-1.29  ,-1.38  ,-4.62  ,-3.44  ,-3.12
199404   ,8.18   ,9.51   ,8.20   ,8.24   ,7.14   ,6.49   ,5.68   ,5.65   ,4.90   ,4.77   ,5.19   ,3.71   ,2.69   ,2.14   ,2.15   ,3.95   ,4.04   ,3.27   ,3.51   ,1.95   ,2.05   ,4.26   ,4.41   ,3.73   ,1.37
199405   ,2.00   ,1.79   ,1.80   ,1.38   ,0.60   ,1.64   ,0.35   ,0.62  ,-0.00   ,0.15   ,2.44   ,0.35  ,-0.15  ,-0.85  ,-3.42   ,2.24   ,0.99   ,1.10  ,-0.16  ,-0.75   ,2.09   ,1.19   ,1.44   ,2.33   ,2.44
199406  ,12.66  ,13.61  ,13.50  ,13.69  ,14.24  ,10.86   ,8.35   ,9.93   ,9.67  ,11.16   ,7.94   ,8.46   ,7.67  ,10.63  ,10.47   ,6.73   ,7.78   ,6.06   ,6.86   ,9.93   ,5.88   ,5.10   ,4.47   ,5.40   ,6.57
199407  ,-2.87  ,-3.16  ,-2.16  ,-3.66  ,-3.70  ,-2.98  ,-2.80  ,-3.34  ,-2.89  ,-2.92  ,-3.71  ,-4.16  ,-2.72  ,-3.49  ,-3.59  ,-2.96  ,-2.06  ,-3.22  ,-3.24  ,-4.73  ,-3.09  ,-2.49  ,-4.05  ,-3.81  ,-5.52
199408  ,-2.09  ,-0.84  ,-1.84  ,-1.82  ,-2.15  ,-1.19  ,-0.73  ,-1.52  ,-1.67  ,-3.28  ,-0.41  ,-1.32  ,-0.99  ,-0.61  ,-2.42  ,-2.14  ,-0.88  ,-0.57   ,0.07  ,-0.96  ,-0.37   ,1.42  ,-2.40   ,1.30   ,0.91
199409  ,-4.15  ,-5.89  ,-3.08  ,-4.32  ,-3.63  ,-5.41  ,-4.80  ,-3.91  ,-5.11  ,-2.79  ,-5.84  ,-3.69  ,-4.20  ,-4.47  ,-4.81  ,-4.79  ,-1.87  ,-2.75  ,-3.21  ,-3.00  ,-2.61  ,-2.63  ,-2.89  ,-1.25  ,-2.72
199410   ,1.58   ,2.26   ,3.56   ,4.51   ,4.18   ,2.03   ,1.79   ,1.64   ,3.42   ,4.20  ,-0.51   ,0.43   ,1.07   ,2.39   ,1.21  ,-0.32   ,1.29   ,1.50   ,1.93   ,2.27  ,-0.22   ,1.73   ,2.84   ,4.09   ,4.47
199411  ,-8.27  ,-8.51  ,-7.14  ,-6.62  ,-6.23  ,-9.51  ,-8.12  ,-8.35  ,-8.41  ,-8.06  ,-7.76  ,-6.88  ,-9.52  ,-8.19  ,-8.66  ,-6.76  ,-6.80  ,-6.51  ,-7.07  ,-7.32  ,-4.63  ,-5.11  ,-6.78  ,-6.14  ,-6.65
199412   ,2.55   ,1.47   ,2.98   ,3.39   ,1.99   ,1.56   ,1.20   ,3.70   ,2.19   ,3.02   ,2.19   ,3.11   ,4.05   ,4.13   ,3.15   ,2.23   ,2.49   ,3.45   ,2.03   ,2.94   ,1.80   ,2.52   ,2.83   ,1.18   ,0.44
199501   ,1.77   ,2.12  ,-2.84  ,-4.42  ,-9.59   ,0.65  ,-2.26  ,-0.57  ,-6.20  ,-9.61  ,-2.90  ,-3.45   ,0.33  ,-6.19 ,-10.57  ,-2.55  ,-0.91  ,-4.31  ,-7.26  ,-9.22  ,-4.01  ,-3.88  ,-7.18  ,-8.94 ,-11.56
199502  ,-9.67  ,-4.98  ,-4.10  ,-3.07  ,-2.14 ,-10.00  ,-5.36  ,-4.69  ,-4.32  ,-5.01  ,-9.75  ,-6.66  ,-5.31  ,-5.51  ,-6.17 ,-11.00  ,-5.69  ,-5.02  ,-4.72  ,-7.04  ,-5.68  ,-6.04  ,-2.84  ,-4.51  ,-5.21
199503   ,2.57   ,8.09   ,6.23   ,6.78   ,5.72   ,6.73   ,7.40   ,5.56   ,8.06   ,5.32   ,6.40   ,6.50   ,5.99   ,5.14   ,5.45   ,8.08   ,8.16   ,6.69   ,8.30   ,4.32  ,12.35   ,8.03   ,9.63   ,9.70   ,9.28
199504   ,0.57   ,1.25   ,2.43  ,-0.02   ,0.63   ,1.80   ,0.30   ,2.83   ,1.35   ,1.63   ,1.64   ,2.57   ,1.71   ,3.44   ,3.71   ,2.60   ,3.30   ,3.50   ,3.15   ,5.38   ,3.23   ,5.88   ,3.41   ,4.37   ,6.11
199505  ,-7.29  ,-7.74  ,-6.87  ,-5.61  ,-6.68  ,-9.91  ,-8.72  ,-9.39  ,-8.78  ,-5.07  ,-9.73  ,-9.65  ,-9.46  ,-8.14  ,-8.63 ,-10.16  ,-8.45  ,-6.96  ,-8.03  ,-5.77  ,-6.75  ,-6.16  ,-5.35  ,-4.76  ,-6.63
199506  ,-6.05  ,-6.93  ,-5.44  ,-6.01  ,-5.41  ,-3.97  ,-4.87  ,-6.14  ,-6.85  ,-3.29  ,-3.52  ,-5.54  ,-5.93  ,-5.43  ,-2.50  ,-4.43  ,-5.47  ,-6.55  ,-4.36  ,-2.17  ,-3.66  ,-4.35  ,-5.85  ,-2.70  ,-3.42
199507   ,5.63   ,4.49   ,4.06   ,2.13  ,-0.16   ,7.81   ,8.11   ,5.83   ,3.55  ,-0.30   ,8.51   ,7.98   ,5.66   ,5.67   ,0.88  ,11.78   ,7.24   ,5.73   ,4.02   ,0.24  ,10.06   ,8.75   ,8.09   ,6.70   ,3.73
199508   ,2.79  ,-1.69  ,-2.10  ,-2.61  ,-4.19   ,2.02  ,-0.08  ,-0.35  ,-2.16  ,-7.57   ,1.33  ,-0.27  ,-1.66  ,-2.41  ,-4.43   ,3.43   ,0.11  ,-1.49  ,-2.22  ,-6.15   ,1.05  ,-2.99  ,-5.03  ,-4.07  ,-1.96
199509  ,-4.96  ,-3.56  ,-3.12  ,-3.32  ,-4.21  ,-3.06  ,-4.41  ,-4.58  ,-4.01  ,-0.93  ,-4.16  ,-2.93  ,-1.87  ,-2.29  ,-2.81  ,-2.34  ,-3.05  ,-3.07  ,-3.03  ,-3.19  ,-2.00  ,-0.64  ,-2.26  ,-0.43   ,0.26
199510  ,-1.89  ,-0.91   ,0.09  ,-1.48  ,-0.61  ,-3.69  ,-3.66  ,-3.33  ,-2.67  ,-1.19  ,-4.05  ,-3.43  ,-0.98  ,-2.40   ,1.29  ,-4.12  ,-2.94  ,-3.64  ,-2.33  ,-2.34  ,-6.68  ,-4.43  ,-4.11  ,-5.00  ,-2.58
199511   ,4.97   ,3.52   ,6.52   ,1.66   ,0.60   ,4.87   ,5.69   ,4.91   ,4.68   ,5.74   ,4.60   ,4.40   ,5.63   ,4.23   ,2.76   ,5.19   ,4.60   ,3.70   ,2.03   ,2.48   ,6.29   ,6.36   ,5.81   ,3.70   ,3.72
199512  ,10.24  ,10.94   ,6.87   ,6.48   ,4.16  ,10.43   ,6.32   ,5.82   ,3.33   ,3.20   ,9.54   ,6.57   ,4.68   ,3.54   ,1.91   ,8.26   ,5.40   ,4.08   ,4.38   ,1.30  ,10.10   ,4.75   ,5.48   ,3.70   ,1.98
199601   ,3.66   ,3.11   ,1.63   ,0.90  ,-2.75   ,2.62   ,2.36   ,2.02   ,0.17  ,-0.15   ,2.40   ,2.79   ,0.09   ,2.75   ,0.00   ,2.39   ,0.08   ,0.19  ,-0.10  ,-2.74  ,-3.41  ,-1.66  ,-0.43  ,-2.30  ,-2.19
199602  ,-0.47  ,-0.91  ,-2.19  ,-3.26  ,-4.39  ,-0.87  ,-1.22  ,-1.91  ,-2.11  ,-3.56  ,-0.26  ,-1.21  ,-1.97  ,-0.21  ,-2.31  ,-1.97   ,0.34  ,-1.53  ,-1.01  ,-0.64  ,-1.41  ,-1.59  ,-2.53  ,-1.09  ,-1.50
199603   ,0.77   ,2.66   ,2.17   ,5.38   ,1.95   ,1.30   ,2.46   ,2.31   ,4.52   ,1.22   ,1.78   ,2.65   ,3.39   ,3.56   ,0.22   ,2.06   ,3.36   ,2.21   ,4.54   ,1.96   ,4.44   ,3.80   ,2.72   ,2.21   ,3.90
199604  ,15.83  ,15.96  ,12.46  ,13.40  ,11.05  ,10.62  ,11.00  ,11.34  ,10.64  ,10.01  ,12.66  ,10.38   ,8.70   ,9.62   ,9.37  ,10.47   ,9.22   ,8.25   ,7.26   ,7.73   ,7.16   ,6.04   ,4.94   ,5.61   ,5.93
199605  ,-2.01  ,-2.07  ,-3.09  ,-2.37  ,-2.76  ,-2.64  ,-3.16  ,-1.28  ,-3.21  ,-4.74  ,-2.55  ,-2.05  ,-3.87  ,-3.86  ,-5.36  ,-3.48  ,-4.48  ,-3.73  ,-4.13  ,-7.08  ,-4.95  ,-3.16  ,-6.17  ,-4.54  ,-4.47
199606  ,-0.01  ,-0.96  ,-2.09  ,-0.32  ,-1.72  ,-0.35  ,-0.39  ,-0.47   ,0.65  ,-2.94   ,0.02  ,-0.43   ,0.67   ,0.65   ,0.67  ,-0.05  ,-0.02   ,0.83   ,1.25  ,-2.06  ,-1.20  ,-0.05   ,2.67   ,1.58   ,0.52
199607  ,-1.28  ,-2.71  ,-3.26  ,-4.99  ,-8.39  ,-1.88  ,-3.42  ,-5.23  ,-6.95  ,-9.91  ,-3.66  ,-4.20  ,-4.60  ,-6.95 ,-10.61  ,-3.41  ,-3.82  ,-4.40  ,-5.38  ,-7.91  ,-3.10  ,-5.25  ,-4.83  ,-4.67  ,-4.87
199608  ,-4.55  ,-2.94  ,-3.58  ,-3.24  ,-3.46  ,-4.53  ,-4.55  ,-3.93  ,-3.15  ,-3.03  ,-4.48  ,-4.73  ,-4.03  ,-4.39  ,-2.31  ,-4.87  ,-5.04  ,-4.73  ,-5.67  ,-4.37  ,-3.14  ,-4.05  ,-5.91  ,-4.18  ,-6.51
199609  ,-2.07  ,-2.71  ,-1.84  ,-2.75  ,-2.14  ,-1.68  ,-0.16  ,-1.18  ,-1.66  ,-1.82   ,0.80   ,1.04   ,1.06   ,1.32  ,-1.07   ,1.55   ,1.90   ,1.98   ,2.93   ,0.19   ,4.36   ,2.22   ,3.50   ,4.16   ,4.35
199610  ,-6.43  ,-6.16  ,-5.31  ,-5.45  ,-3.20  ,-6.52  ,-6.17  ,-6.88  ,-5.91  ,-5.80  ,-8.62  ,-7.50  ,-7.72  ,-7.07  ,-5.44  ,-6.76  ,-6.97  ,-6.48  ,-7.13  ,-7.23  ,-7.38  ,-6.09  ,-7.55  ,-6.73  ,-7.04
199611  ,-4.11  ,-4.12  ,-3.44  ,-4.00  ,-6.24  ,-3.64  ,-2.50  ,-2.16  ,-3.86  ,-4.76  ,-3.27  ,-3.37  ,-1.55  ,-3.63  ,-3.59  ,-2.43  ,-1.74  ,-1.98  ,-1.10  ,-0.70   ,1.08   ,0.21  ,-0.23   ,1.10   ,8.40
199612 ,-12.34  ,-9.57 ,-10.13  ,-9.45 ,-10.64 ,-11.44  ,-8.79 ,-10.21 ,-10.78 ,-10.94 ,-12.14  ,-9.23  ,-9.49 ,-10.37  ,-9.33  ,-9.35  ,-7.22  ,-9.35  ,-9.78  ,-8.32  ,-5.90  ,-8.55  ,-7.89  ,-8.45  ,-0.75
199701 ,-10.45 ,-10.09  ,-9.42 ,-10.00  ,-9.25  ,-8.34 ,-11.59  ,-9.93  ,-9.16 ,-10.95 ,-10.90  ,-9.79  ,-8.84  ,-8.24 ,-11.56 ,-11.72  ,-9.65 ,-10.39  ,-9.24  ,-8.60 ,-18.64 ,-12.61  ,-9.07  ,-8.65  ,-7.39
199702  ,-1.46   ,0.51  ,-2.01  ,-0.40  ,-2.06  ,-0.68   ,1.20   ,1.00  ,-2.09  ,-1.09  ,-1.56   ,0.64  ,-0.42  ,-0.41  ,-1.68  ,-1.85   ,1.47  ,-0.13   ,0.57   ,1.84   ,2.97   ,4.46   ,1.32   ,2.04   ,2.24
199703  ,-8.40  ,-7.77  ,-7.00  ,-6.10  ,-6.78  ,-8.77  ,-7.20  ,-7.96  ,-4.28  ,-6.69  ,-9.47  ,-7.72  ,-7.17  ,-5.02  ,-5.34  ,-7.25  ,-6.28  ,-6.00  ,-3.87  ,-3.81  ,-6.38  ,-3.30  ,-1.98  ,-2.61  ,-0.97
199704  ,-3.83  ,-4.15  ,-4.67  ,-5.04  ,-4.12  ,-4.54  ,-3.03  ,-1.69  ,-1.73  ,-3.90  ,-1.34  ,-0.89   ,2.97   ,0.16   ,1.02  ,-1.40   ,0.72  ,-0.49   ,1.97   ,3.67  ,-1.91   ,0.35   ,1.24   ,3.96   ,6.28
199705  ,19.65  ,14.59  ,14.17  ,13.06  ,13.08  ,20.74  ,15.90  ,15.08  ,13.98  ,12.41  ,18.12  ,16.67  ,15.59  ,11.77  ,14.91  ,18.93  ,13.56  ,13.75  ,11.75  ,12.45  ,14.54  ,15.41  ,10.08  ,11.36  ,13.55
199706   ,3.27   ,3.49   ,3.92   ,4.07   ,4.73   ,0.66   ,3.42   ,3.20   ,2.42   ,3.49   ,2.05   ,3.67   ,3.98   ,3.15   ,4.61   ,2.27   ,3.13   ,3.63   ,3.29   ,3.22  ,14.48  ,10.83   ,5.99   ,5.02   ,3.93
