Date,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
199105  ,-1.68  ,-3.29  ,-3.29  ,-2.09  ,-4.51  ,-2.65  ,-4.07  ,-0.75  ,-1.63  ,-0.94  ,-2.10  ,-1.28  ,-1.92  ,-3.14  ,-2.89  ,-3.38  ,-0.30  ,-2.32   ,0.16  ,-2.80  ,-0.58  ,-2.45  ,-1.76  ,-0.22  ,-2.76
199106  ,-7.81  ,-5.70  ,-5.32  ,-9.49  ,-0.52  ,-6.73  ,-3.37  ,-6.65  ,-7.76  ,-2.98  ,-4.77  ,-3.26  ,-5.62  ,-8.03  ,-6.45  ,-7.50  ,-7.82  ,-8.21  ,-6.42  ,-4.93  ,-8.61  ,-8.56  ,-6.86  ,-7.92  ,-4.89
199107  ,-2.41   ,0.27  ,-3.98  ,-3.90  ,-2.88  ,-0.57  ,-0.00   ,0.78  ,-0.48   ,0.00   ,1.89   ,0.26  ,-0.46  ,-1.69  ,-0.50   ,0.55  ,-0.83   ,0.82  ,-0.20   ,0.43   ,2.70   ,3.64   ,2.87   ,1.93   ,4.78
199108 ,-11.75 ,-10.91 ,-11.36 ,-13.45 ,-13.54 ,-12.09 ,-14.27 ,-12.09 ,-10.89 ,-13.07  ,-9.42 ,-10.47 ,-12.50 ,-10.66 ,-11.58 ,-10.70  ,-9.62  ,-8.82 ,-10.19 ,-11.62  ,-5.27  ,-5.10  ,-6.90  ,-4.20  ,-7.03
199109  ,14.76  ,11.19   ,8.30  ,11.45  ,12.66  ,11.55  ,12.78  ,12.51  ,14.45  ,12.46  ,13.42  ,14.05  ,12.41  ,13.30   ,9.46  ,17.10  ,13.30  ,11.50  ,12.81  ,13.28   ,7.92   ,9.44   ,8.06   ,6.94  ,10.65
199110   ,7.10   ,7.48  ,10.55   ,9.48  ,10.48  ,10.16   ,8.68   ,8.31   ,6.04   ,4.60   ,8.57   ,5.31   ,7.46   ,5.61   ,5.32   ,5.28   ,3.73   ,3.21   ,7.52   ,4.64   ,3.20   ,3.89   ,3.98   ,4.75   ,5.22
199111 ,-10.74  ,-9.76  ,-7.42 ,-10.27 ,-11.90 ,-10.20 ,-10.09 ,-13.09 ,-10.80 ,-12.04 ,-10.47 ,-10.90 ,-11.20  ,-9.70  ,-9.44 ,-11.47 ,-10.06  ,-6.89 ,-12.48 ,-10.82  ,-5.70  ,-8.51  ,-7.93  ,-7.21  ,-8.52
199112   ,6.95   ,4.67   ,5.09   ,6.13   ,5.85   ,4.40   ,6.46   ,5.33   ,5.21   ,2.38   ,2.04   ,4.17   ,5.74   ,5.00   ,2.10   ,3.74   ,5.87   ,3.18   ,3.18   ,3.89   ,3.15   ,4.00   ,3.27   ,3.17   ,2.58
199201  ,-7.51  ,-7.14 ,-11.27  ,-6.69  ,-6.88  ,-4.98  ,-5.35  ,-5.52  ,-7.43  ,-7.18  ,-3.64  ,-3.87  ,-6.78  ,-5.66  ,-5.47  ,-3.39  ,-3.29  ,-2.01  ,-4.48  ,-5.36  ,-5.50  ,-5.09  ,-5.84  ,-6.17  ,-5.19
199202  ,-3.41  ,-5.26  ,-6.72  ,-2.64  ,-2.21  ,-2.90  ,-4.86  ,-5.42  ,-4.53  ,-4.56  ,-3.54  ,-4.67  ,-5.41  ,-6.47  ,-4.37  ,-3.03  ,-5.24  ,-4.89  ,-4.42  ,-5.05  ,-4.91  ,-6.70  ,-8.67  ,-9.39  ,-8.62
199203 ,-13.58 ,-12.75 ,-13.11 ,-10.81 ,-16.21 ,-11.07 ,-15.68 ,-13.39 ,-12.96 ,-11.34 ,-15.47 ,-13.17 ,-10.82 ,-11.13 ,-10.28 ,-11.61 ,-10.88  ,-7.58  ,-9.42 ,-12.42 ,-10.86 ,-11.01 ,-11.08 ,-10.06 ,-12.38
199204 ,-11.69 ,-10.03 ,-11.49 ,-12.48 ,-10.36 ,-11.29 ,-11.69 ,-10.75 ,-12.25  ,-9.77 ,-12.94  ,-5.70 ,-11.90 ,-11.29  ,-7.47 ,-10.55  ,-7.46  ,-7.45 ,-11.44  ,-7.69  ,-4.85  ,-4.49  ,-7.43  ,-7.06  ,-7.83
199205  ,14.22  ,15.19  ,17.70  ,17.87  ,17.41  ,14.37  ,14.48  ,15.55  ,16.52  ,16.34  ,16.14  ,11.27  ,13.71  ,15.27  ,13.87  ,14.54  ,10.58  ,10.23  ,11.93  ,10.56   ,7.62   ,6.97   ,7.72   ,7.87   ,8.89
199206  ,-8.67  ,-5.73 ,-13.86 ,-11.34 ,-11.42  ,-9.79 ,-12.28  ,-8.52  ,-7.32  ,-9.26 ,-10.58  ,-8.54 ,-10.12 ,-11.45  ,-7.27 ,-11.66  ,-6.88  ,-5.73  ,-9.35  ,-9.13  ,-6.62  ,-9.23  ,-9.19  ,-7.85 ,-11.97
199207  ,-7.85  ,-6.18  ,-8.65  ,-6.42  ,-9.59  ,-6.88  ,-7.62  ,-5.46  ,-6.55  ,-8.73  ,-6.55  ,-4.94  ,-8.82  ,-7.41  ,-9.68  ,-6.01  ,-4.27  ,-6.12  ,-7.35 ,-10.63   ,3.86  ,-3.07  ,-3.67  ,-4.21  ,-3.51
199208  ,10.77  ,11.42   ,9.34   ,9.05   ,9.94  ,11.33  ,12.21   ,8.83  ,12.05  ,10.72  ,12.68  ,12.65  ,13.87  ,14.19  ,16.59  ,15.43  ,15.76  ,15.11  ,15.76  ,16.75  ,23.70  ,13.77  ,11.97  ,13.29  ,21.01
199209   ,1.56   ,2.84   ,3.31   ,3.24   ,3.32   ,2.74  ,-0.78  ,-0.64   ,2.02   ,0.18   ,0.93  ,-1.57  ,-0.05  ,-2.62  ,-0.48  ,-0.59  ,-2.36  ,-1.84  ,-0.72  ,-4.29  ,-2.75  ,-2.33  ,-3.17  ,-2.61  ,-4.84
199210  ,-8.84  ,-7.46  ,-5.69  ,-8.21  ,-7.32  ,-7.64  ,-6.16  ,-5.82  ,-6.13  ,-7.91  ,-8.20  ,-6.01  ,-4.70  ,-3.44  ,-5.83  ,-6.78  ,-6.94  ,-4.96  ,-6.80  ,-4.48  ,-4.88  ,-6.18  ,-3.86  ,-4.22  ,-5.48
199211  ,-0.00  ,-0.92  ,-2.51  ,-1.63  ,-1.94  ,-2.38  ,-0.21   ,0.97  ,-1.47  ,-0.88   ,0.39   ,1.63   ,1.90   ,1.67  ,-0.44   ,0.92   ,3.14   ,0.42   ,2.44   ,3.61   ,3.21   ,2.83   ,1.55   ,2.22   ,2.34
199212   ,2.15   ,3.33   ,3.06   ,5.24   ,0.91   ,0.85   ,0.18   ,1.23  ,-1.97   ,1.20  ,-1.43  ,-1.40   ,1.50   ,0.34   ,1.30  ,-2.49  ,-2.94  ,-0.35  ,-2.79  ,-1.36  ,-0.65  ,-1.77  ,-0.24  ,-1.46  ,-1.10
199301  ,-3.27  ,-3.64  ,-4.04  ,-3.21  ,-3.06  ,-1.08  ,-2.73  ,-1.41  ,-2.75  ,-2.50  ,-1.44  ,-1.49  ,-1.78  ,-1.99  ,-2.92  ,-2.07  ,-0.45  ,-1.58  ,-0.81  ,-1.15  ,-0.78  ,-0.08  ,-1.10   ,0.76  ,-0.68
199302   ,7.73   ,9.83   ,8.04   ,8.80   ,8.81   ,4.65   ,6.18   ,4.39   ,4.34   ,7.81   ,4.65   ,5.48   ,4.63   ,5.03   ,6.14   ,4.21   ,5.01   ,5.25   ,4.62   ,5.14   ,5.34   ,4.19   ,3.47   ,3.28   ,4.39
199303  ,19.09  ,13.65  ,13.93  ,20.22  ,15.78  ,16.99  ,16.49  ,18.37  ,15.94  ,18.20  ,19.68  ,13.88  ,16.54  ,16.21  ,17.43  ,15.33  ,12.98  ,13.48  ,15.17  ,16.67  ,16.70  ,17.00  ,16.26  ,14.60  ,19.83
199304  ,21.09  ,18.29  ,18.48  ,18.75  ,17.93  ,19.68  ,19.85  ,15.44  ,19.07  ,17.60  ,21.15  ,17.12  ,17.63  ,16.66  ,18.12  ,20.02  ,15.72  ,14.98  ,15.90  ,16.87  ,16.20  ,17.88  ,17.23  ,17.19  ,16.58
199305  ,20.79  ,20.91  ,21.15  ,23.58  ,23.23  ,17.59  ,16.41  ,12.14  ,17.77  ,14.29  ,11.92  ,11.25   ,9.38  ,10.81  ,11.78   ,6.90   ,8.13   ,8.72   ,6.80   ,8.94   ,6.92   ,0.86   ,0.52   ,0.49   ,3.07
199306  ,-7.22  ,-6.08  ,-6.13  ,-7.13  ,-5.97  ,-6.42  ,-6.01  ,-4.48  ,-5.65  ,-6.48  ,-6.21  ,-6.24  ,-6.31  ,-6.62  ,-6.61  ,-4.10  ,-4.55  ,-5.32  ,-5.51  ,-5.72  ,-1.34  ,-4.04  ,-5.02  ,-4.64  ,-4.67
199307  ,-0.06  ,-0.05   ,2.58   ,0.83   ,2.88   ,3.41   ,2.42   ,3.44   ,4.53   ,3.19   ,4.10   ,4.41   ,3.30   ,5.43   ,3.36   ,5.12   ,5.46   ,6.15   ,5.30   ,5.76   ,8.53   ,7.73   ,7.08   ,8.05   ,6.66
199308   ,1.26   ,0.44   ,1.71   ,0.08   ,3.19   ,0.71   ,1.85   ,4.13   ,3.03   ,3.60  ,-0.02   ,1.95   ,3.70   ,1.86   ,3.35   ,1.36   ,2.14   ,1.88   ,2.78   ,2.00   ,2.65   ,3.37   ,1.43   ,2.63   ,2.31
199309  ,-7.16  ,-4.23  ,-5.04  ,-2.69  ,-4.34  ,-6.59  ,-2.65  ,-4.59  ,-2.83  ,-1.63  ,-6.16  ,-3.39  ,-3.64  ,-1.66  ,-2.69  ,-6.18  ,-3.73  ,-3.72  ,-2.92  ,-2.50  ,-7.32  ,-8.37  ,-4.85  ,-3.02  ,-2.09
199310 ,-10.38  ,-9.84  ,-9.83  ,-9.14  ,-8.56  ,-9.79  ,-9.57 ,-10.28  ,-9.55  ,-8.59  ,-7.80  ,-7.65  ,-8.39  ,-7.84  ,-7.48  ,-6.66  ,-5.35  ,-5.12  ,-7.42  ,-7.42   ,1.03  ,-1.41  ,-0.98  ,-0.22  ,-3.75
199311 ,-16.56 ,-14.03 ,-12.95 ,-14.35 ,-15.71 ,-20.13 ,-16.97 ,-19.54 ,-17.50 ,-16.85 ,-20.75 ,-19.49 ,-20.13 ,-16.54 ,-15.96 ,-19.60 ,-16.10 ,-13.87 ,-16.67 ,-15.89 ,-20.70 ,-15.65 ,-13.05 ,-12.49 ,-12.42
199312   ,1.56   ,1.05  ,-1.99   ,0.36  ,-0.07   ,4.34   ,0.48   ,3.43   ,3.14   ,1.19   ,3.38   ,5.87   ,4.96  ,-0.60   ,0.75   ,3.35   ,3.09   ,1.09   ,0.61   ,0.34   ,3.04   ,2.51   ,2.54   ,2.04   ,1.43
199401  ,20.33  ,16.01  ,17.27  ,13.87  ,17.98  ,20.80  ,18.77  ,20.90  ,16.38  ,17.45  ,22.53  ,17.94  ,18.85  ,16.19  ,16.88  ,20.29  ,14.46  ,13.27  ,16.04  ,17.73  ,19.10  ,20.17  ,15.12  ,15.15  ,14.95
199402   ,4.54   ,5.44   ,4.13   ,5.17   ,7.52   ,7.18   ,3.86   ,3.50   ,2.54   ,5.81   ,3.92   ,5.69   ,4.61   ,5.90   ,4.94   ,6.13   ,4.83   ,3.17   ,4.79   ,4.91   ,3.79   ,3.80   ,4.52   ,3.53   ,3.40
199403   ,4.35   ,2.80   ,3.21   ,4.67   ,5.32   ,3.97   ,3.14   ,3.81   ,2.71   ,1.99   ,3.37   ,2.08   ,3.42   ,1.45   ,0.19   ,1.31   ,1.61   ,0.04   ,0.03   ,0.63  ,-4.25  ,-3.13  ,-2.41  ,-2.82  ,-2.77
199404  ,10.89   ,8.25   ,6.45   ,8.80   ,5.33   ,4.88   ,5.87   ,4.56   ,5.90   ,4.58   ,4.50   ,2.35   ,2.93   ,2.78   ,3.44   ,3.25   ,3.05   ,3.54   ,4.45   ,3.00   ,4.84   ,2.65   ,3.65   ,2.24   ,2.77
199405   ,1.88   ,0.66  ,-0.07   ,1.24   ,1.57   ,1.10  ,-0.34  ,-0.00  ,-0.37  ,-1.19   ,1.48  ,-0.31   ,0.58  ,-0.23  ,-1.54   ,2.10   ,1.09   ,0.72   ,0.54  ,-0.46   ,3.51   ,0.45   ,3.56   ,1.50  ,-1.08
199406  ,15.18  ,14.20  ,13.94  ,13.20  ,10.15  ,11.20  ,10.41   ,9.70   ,9.50   ,8.59  ,10.71   ,9.29   ,9.23   ,7.14   ,8.36   ,9.09   ,7.26   ,6.70   ,6.65   ,7.35   ,4.59   ,6.34   ,4.50   ,5.79   ,7.53
199407  ,-4.51  ,-2.76  ,-2.84  ,-3.74  ,-2.08  ,-3.53  ,-2.99  ,-1.92  ,-3.36  ,-2.94  ,-5.05  ,-3.33  ,-3.11  ,-3.31  ,-2.47  ,-4.77  ,-3.17  ,-2.61  ,-2.40  ,-2.26  ,-4.76  ,-4.73  ,-3.81  ,-3.71  ,-2.93
199408  ,-1.14  ,-2.10  ,-2.82  ,-2.97  ,-2.74  ,-3.17  ,-0.97  ,-1.25  ,-2.28  ,-1.86  ,-1.09  ,-0.75  ,-0.56  ,-0.99  ,-2.01  ,-0.20  ,-0.81  ,-1.03  ,-0.76  ,-1.39  ,-0.82   ,0.34   ,1.16   ,2.99   ,0.18
199409  ,-5.44  ,-4.44  ,-3.69  ,-2.89  ,-4.00  ,-4.55  ,-4.69  ,-3.67  ,-4.42  ,-4.32  ,-4.35  ,-4.91  ,-4.05  ,-4.93  ,-4.13  ,-3.46  ,-2.05  ,-2.66  ,-3.38  ,-4.32  ,-2.95  ,-2.25  ,-0.97  ,-2.03  ,-4.54
199410   ,4.98   ,3.86   ,4.26   ,2.53   ,2.29   ,3.00   ,4.04   ,3.58   ,1.88   ,1.27   ,2.22   ,3.19   ,1.39   ,0.17  ,-1.01   ,2.96   ,2.50   ,2.32   ,0.07  ,-0.71   ,3.18   ,4.70   ,2.65   ,2.54   ,0.74
199411  ,-6.32  ,-7.22  ,-6.46  ,-7.34  ,-7.39  ,-9.00  ,-8.07  ,-8.04  ,-8.53  ,-7.54  ,-8.86  ,-8.93  ,-6.64  ,-7.86  ,-7.91  ,-8.23  ,-6.46  ,-6.68  ,-5.49  ,-7.80  ,-5.96  ,-6.06  ,-4.92  ,-6.21  ,-5.22
199412   ,3.63   ,1.16   ,0.85   ,1.52   ,1.37   ,3.08   ,2.71   ,2.25   ,2.66   ,2.01   ,4.25   ,4.05   ,1.72   ,3.47   ,1.55   ,3.64   ,2.66   ,2.48   ,1.63   ,3.12   ,3.57   ,1.18   ,0.42   ,1.66   ,0.97
199501  ,-9.12  ,-6.85  ,-3.05  ,-6.19  ,-0.78  ,-6.49  ,-5.42  ,-5.01  ,-1.12  ,-3.71  ,-8.65  ,-6.15  ,-4.24   ,0.59  ,-2.60  ,-6.74  ,-6.19  ,-5.83  ,-5.85  ,-0.77  ,-4.87  ,-9.13  ,-7.95  ,-7.90  ,-5.88
199502  ,-3.85  ,-2.67  ,-4.04  ,-4.77  ,-6.36  ,-5.98  ,-6.74  ,-6.87  ,-7.36  ,-7.00  ,-6.03  ,-6.97  ,-5.61  ,-7.15  ,-8.59  ,-7.68  ,-6.02  ,-5.23  ,-5.03  ,-8.05  ,-5.57  ,-4.10  ,-4.47  ,-5.08  ,-4.21
199503   ,6.11   ,7.14   ,5.43   ,5.86   ,4.64   ,6.82   ,6.58   ,5.94   ,7.82   ,6.74   ,7.57   ,5.30   ,7.24   ,3.99   ,4.31   ,7.05   ,7.40   ,7.19   ,8.34   ,5.99   ,7.00  ,11.02   ,9.54  ,13.54   ,9.79
199504   ,1.22   ,1.66   ,1.42   ,0.94   ,0.60   ,1.21   ,2.04   ,2.44   ,2.19   ,1.85   ,1.84   ,3.00   ,3.26   ,2.99   ,1.99   ,3.11   ,4.64   ,3.90   ,2.35   ,3.47   ,7.59   ,2.90   ,3.33   ,2.65   ,4.89
199505  ,-9.45  ,-6.91  ,-7.27  ,-5.50  ,-7.65 ,-10.18  ,-9.63  ,-8.60  ,-8.75 ,-10.28 ,-11.11 ,-11.14  ,-9.60  ,-7.75  ,-8.96  ,-9.30  ,-8.77  ,-6.85  ,-7.04  ,-8.55  ,-5.37  ,-6.50  ,-5.99  ,-5.25  ,-5.86
199506  ,-4.86  ,-5.85  ,-5.79  ,-6.55  ,-7.49  ,-6.27  ,-5.87  ,-4.51  ,-3.91  ,-5.68  ,-5.25  ,-4.76  ,-4.30  ,-4.48  ,-4.38  ,-6.10  ,-4.55  ,-3.77  ,-3.54  ,-4.55  ,-7.87  ,-2.12  ,-2.80  ,-1.91  ,-1.50
199507   ,4.52   ,5.09   ,3.23   ,2.54   ,4.86   ,8.49  ,10.00   ,5.60   ,7.01   ,2.89   ,9.88   ,7.44   ,5.99   ,5.37   ,6.43   ,8.13   ,7.29   ,4.22   ,4.88   ,6.10   ,8.48   ,9.55   ,6.32   ,3.34   ,5.81
199508   ,2.83  ,-0.37  ,-1.02  ,-1.30  ,-0.75   ,1.77   ,2.01   ,1.60  ,-0.33  ,-0.66   ,0.67   ,0.22  ,-0.50  ,-0.45  ,-1.80   ,3.40  ,-0.94  ,-2.85  ,-3.37  ,-0.74  ,-2.37  ,-6.14  ,-2.75  ,-1.71  ,-2.94
199509  ,-4.62  ,-3.72  ,-4.44  ,-4.41  ,-3.60  ,-5.29  ,-3.80  ,-4.38  ,-4.02  ,-2.47  ,-4.06  ,-3.30  ,-3.69  ,-2.81  ,-1.76  ,-4.12  ,-2.49  ,-4.49  ,-3.02  ,-0.95  ,-1.14  ,-0.07   ,0.49  ,-1.36   ,0.21
199510  ,-1.73  ,-0.77  ,-2.64  ,-2.85  ,-2.10  ,-4.50  ,-0.36  ,-0.78  ,-4.07  ,-3.54  ,-3.56  ,-2.74  ,-3.04  ,-3.79  ,-3.61  ,-3.22  ,-2.00  ,-3.74  ,-4.05  ,-2.17  ,-3.65  ,-5.75  ,-4.36  ,-3.59  ,-3.00
199511   ,8.63   ,5.72   ,4.73   ,3.56   ,2.68   ,6.56   ,7.95   ,6.10   ,5.61   ,2.53   ,5.00   ,5.36   ,3.60   ,3.88   ,3.12   ,4.03   ,4.60   ,4.11   ,3.86   ,2.47   ,6.64   ,7.51   ,4.37   ,2.37   ,2.10
199512   ,8.93  ,10.49   ,6.68   ,8.33   ,8.17   ,7.79   ,5.85   ,7.87   ,8.78   ,5.64   ,5.04   ,7.54   ,4.79   ,6.30   ,5.14   ,6.63   ,5.21   ,4.81   ,4.51   ,3.92   ,5.45   ,5.50   ,4.33   ,4.15   ,2.60
199601   ,3.04   ,1.48   ,3.09   ,1.58   ,3.72   ,5.35   ,2.94   ,0.31   ,1.86  ,-0.15   ,2.41   ,1.33   ,1.74   ,2.23   ,1.20   ,3.15   ,1.48  ,-0.55  ,-1.24   ,0.10  ,-1.57  ,-2.72  ,-2.30  ,-1.91  ,-1.11
199602  ,-3.64  ,-3.40  ,-1.12  ,-1.71  ,-1.52  ,-3.49  ,-2.65  ,-1.29  ,-3.51  ,-0.32  ,-0.19  ,-2.52  ,-0.76   ,0.21  ,-1.37  ,-1.78  ,-0.95  ,-1.14  ,-0.48  ,-1.22  ,-2.47  ,-2.68  ,-1.26  ,-0.28  ,-1.13
199603   ,5.01   ,2.60   ,6.41   ,0.59   ,0.53   ,3.56   ,1.24   ,0.66   ,2.54   ,1.70   ,2.65   ,3.31   ,1.23   ,3.51   ,1.55   ,3.76   ,3.18   ,3.08   ,2.91   ,3.25   ,4.04   ,4.63   ,3.12   ,0.99   ,2.84
199604  ,16.38  ,15.75  ,24.50  ,15.10  ,12.63   ,9.15   ,8.77   ,9.71  ,12.07   ,8.44   ,8.95  ,10.83  ,10.49   ,9.75  ,10.93   ,7.61   ,8.65   ,8.42   ,9.05   ,7.75   ,6.49   ,5.43   ,4.34   ,6.38   ,6.12
199605  ,-2.26  ,-1.96  ,-8.51  ,-4.64  ,-2.67  ,-3.38  ,-4.31  ,-1.04  ,-4.18  ,-2.70  ,-4.11  ,-3.59  ,-4.32  ,-3.93  ,-3.74  ,-4.81  ,-4.07  ,-3.99  ,-4.71  ,-4.24  ,-4.42  ,-4.85  ,-4.45  ,-4.55  ,-4.70
199606  ,-2.80  ,-1.16  ,-1.93  ,-1.81  ,-1.49  ,-2.74  ,-1.42  ,-2.14  ,-0.42   ,0.41  ,-0.32   ,0.94   ,0.01  ,-0.10   ,0.29   ,0.83   ,0.81  ,-0.20  ,-0.15   ,0.03  ,-0.10   ,0.14   ,0.46   ,1.29   ,0.79
199607  ,-5.39  ,-5.69  ,-3.80  ,-4.87  ,-2.68  ,-8.39  ,-5.72  ,-4.81  ,-5.94  ,-5.21  ,-9.17  ,-6.91  ,-6.95  ,-5.00  ,-4.84  ,-5.84  ,-5.58  ,-5.07  ,-4.27  ,-4.15  ,-6.62  ,-4.14  ,-5.13  ,-3.12  ,-3.43
199608  ,-2.96  ,-2.98  ,-3.66  ,-4.16  ,-5.18  ,-3.63  ,-3.81  ,-4.01  ,-2.25  ,-3.66  ,-3.24  ,-5.00  ,-4.72  ,-3.78  ,-3.48  ,-5.04  ,-4.56  ,-5.23  ,-5.43  ,-3.43  ,-4.74  ,-4.27  ,-4.29  ,-3.78  ,-4.63
199609  ,-2.00  ,-2.64  ,-3.95  ,-2.39  ,-1.36  ,-0.99   ,0.13  ,-0.86  ,-1.52  ,-3.13   ,1.23   ,1.35   ,1.57   ,0.35  ,-0.94   ,2.13   ,2.01   ,1.88   ,1.19   ,0.99   ,4.32   ,2.13   ,5.08   ,3.53   ,3.45
199610  ,-4.24  ,-3.67  ,-4.65  ,-4.59  ,-5.56  ,-7.08  ,-6.97  ,-5.64  ,-6.44  ,-6.15  ,-8.33  ,-6.83  ,-7.10  ,-7.35  ,-7.62  ,-7.18  ,-6.62  ,-6.42  ,-5.68  ,-7.38  ,-7.05  ,-7.01  ,-7.00  ,-6.66  ,-6.98
199611  ,-5.16  ,-5.41  ,-2.68  ,-4.15  ,-4.23  ,-4.58  ,-1.14  ,-3.04  ,-3.36  ,-3.47  ,-3.17  ,-2.83  ,-2.79  ,-1.14  ,-3.56  ,-1.87  ,-2.07  ,-1.62  ,-1.53  ,-0.58  ,-0.48   ,0.74   ,2.40   ,3.83   ,0.73
199612 ,-11.91 ,-10.12  ,-9.33 ,-11.13 ,-10.27 ,-12.43 ,-10.62 ,-10.24 ,-10.05 ,-10.23 ,-14.17 ,-11.61 ,-10.06 ,-10.00  ,-8.25  ,-9.23  ,-9.40  ,-8.24  ,-8.94  ,-7.10 ,-12.28  ,-7.91  ,-6.06  ,-1.46  ,-4.81
199701 ,-10.13  ,-9.27  ,-8.65 ,-12.57 ,-10.26 ,-10.50 ,-10.72  ,-8.55 ,-10.71 ,-11.68 ,-10.35  ,-9.41  ,-8.54  ,-8.46  ,-8.28 ,-10.90  ,-9.94  ,-9.04 ,-11.07  ,-8.35 ,-16.12 ,-12.89  ,-9.88  ,-8.47  ,-7.57
199702  ,-1.77   ,0.17  ,-1.09  ,-1.48  ,-0.95  ,-0.94   ,0.76   ,0.59   ,0.09  ,-1.93  ,-0.87   ,0.58   ,0.86  ,-1.77  ,-0.62  ,-0.04   ,0.37   ,0.40  ,-0.01   ,0.99   ,2.92   ,3.07   ,3.40   ,0.84   ,2.73
199703  ,-7.84  ,-7.77  ,-8.02  ,-6.28  ,-6.23  ,-8.24  ,-7.10  ,-4.68  ,-6.79  ,-7.93  ,-8.83  ,-6.08  ,-6.49  ,-7.80  ,-6.61  ,-5.72  ,-6.08  ,-5.23  ,-5.77  ,-5.82  ,-4.89  ,-3.19  ,-2.21  ,-2.51  ,-1.89
