Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199205   ,6.43   ,6.22   ,8.53   ,7.10   ,7.07   ,4.35   ,4.92   ,5.29   ,5.84   ,7.42   ,3.43   ,4.25   ,4.12   ,4.17   ,6.88   ,2.94   ,4.11   ,4.66   ,6.42   ,4.78   ,5.42   ,4.38   ,6.08   ,5.78   ,5.92
199206   ,0.78   ,0.05   ,0.95   ,0.18   ,0.09  ,-0.57  ,-0.31  ,-1.14  ,-1.19  ,-2.10   ,1.49  ,-2.32  ,-0.03  ,-1.25  ,-0.86   ,0.17  ,-1.66  ,-0.49  ,-2.23  ,-1.15  ,-1.86   ,0.45  ,-1.17  ,-0.82  ,-1.96
199207  ,-4.67  ,-6.04  ,-3.34  ,-5.92  ,-6.37  ,-5.11  ,-5.96  ,-2.75  ,-4.92  ,-5.19  ,-2.50  ,-5.73  ,-6.11  ,-5.01  ,-8.24  ,-3.96  ,-3.46  ,-5.29  ,-6.05  ,-6.73  ,-3.33  ,-2.84  ,-3.19  ,-3.45  ,-4.90
199208  ,-3.21  ,-1.62  ,-1.24  ,-1.84  ,-1.80  ,-1.74  ,-1.18  ,-0.82  ,-1.23  ,-2.39  ,-2.09  ,-2.89  ,-2.93  ,-3.34  ,-2.46  ,-1.96  ,-0.95  ,-1.22  ,-0.70  ,-1.02  ,-0.26   ,0.16   ,0.37  ,-0.15  ,-1.61
199209  ,-5.41  ,-6.42  ,-6.77  ,-8.61  ,-7.19  ,-5.90  ,-4.72  ,-8.15  ,-7.07  ,-8.06  ,-3.38  ,-4.89  ,-5.35  ,-4.69  ,-8.17  ,-4.40  ,-2.35  ,-4.49  ,-8.35  ,-5.20  ,-0.56  ,-3.29  ,-0.57  ,-0.15  ,-4.28
199210 ,-11.43 ,-12.86 ,-10.16 ,-11.65 ,-10.15  ,-9.14 ,-10.16  ,-9.43  ,-7.91  ,-6.09  ,-8.61  ,-9.98  ,-9.95  ,-7.54  ,-5.99  ,-6.19  ,-9.29  ,-9.23  ,-5.05  ,-7.89  ,-6.54  ,-7.75  ,-9.00  ,-6.60  ,-4.95
199211  ,-4.19  ,-1.72  ,-3.85  ,-1.91  ,-3.60  ,-1.08  ,-3.56  ,-4.16  ,-4.69  ,-0.96  ,-1.59  ,-2.26  ,-1.68  ,-3.44  ,-2.07  ,-2.92  ,-0.14  ,-0.33  ,-1.14  ,-1.50  ,-0.16   ,0.55   ,0.80  ,-0.75   ,0.00
199212   ,2.04   ,2.61   ,2.13   ,0.67  ,-0.85   ,4.45   ,4.24  ,-0.15   ,0.21  ,-0.76   ,1.71   ,4.42   ,1.20   ,1.48  ,-0.50  ,-1.32   ,0.93   ,2.15  ,-0.66   ,2.24   ,0.74   ,1.33   ,1.71   ,2.83   ,1.91
199301   ,2.55   ,3.69   ,3.52   ,3.92   ,5.05   ,5.25   ,5.51   ,4.52   ,5.04   ,4.57   ,2.52   ,3.89   ,4.74   ,2.05   ,2.75   ,1.54   ,2.38   ,2.84   ,3.45   ,6.03  ,-3.13  ,-0.91  ,-0.38   ,1.45   ,5.27
199302   ,0.85   ,2.06   ,0.92  ,-0.25   ,0.83  ,-0.03  ,-0.00  ,-0.35  ,-0.16   ,1.51   ,0.11   ,0.49   ,1.35   ,0.73   ,2.25  ,-0.35   ,1.51   ,1.75   ,0.48   ,1.20  ,-0.03  ,-0.42   ,2.89   ,3.48   ,2.58
199303   ,5.66   ,8.95   ,6.90   ,6.22   ,8.24   ,7.21   ,6.95   ,6.02   ,6.47   ,7.75   ,6.53   ,7.08   ,5.36   ,5.73   ,8.22   ,7.39   ,6.77   ,6.26   ,4.60   ,8.54   ,4.70   ,5.71   ,6.49   ,4.27   ,5.58
199304   ,5.49   ,6.22   ,5.41   ,5.60   ,7.02   ,4.11   ,3.77   ,4.14   ,4.76   ,8.82   ,2.43   ,4.57   ,4.49   ,5.49   ,8.87   ,2.00   ,2.75   ,3.02   ,4.91   ,4.10   ,0.99   ,0.35   ,1.83   ,0.70   ,4.17
199305   ,1.64   ,1.47   ,1.19   ,2.36   ,4.21   ,0.03   ,0.76   ,1.91   ,1.99   ,2.87   ,0.34   ,1.07  ,-0.51  ,-0.31   ,1.07   ,0.15   ,0.00   ,0.80   ,0.34   ,1.55   ,0.46   ,0.25   ,2.88   ,0.43   ,1.91
199306  ,-4.96  ,-3.54  ,-4.86  ,-4.55  ,-4.08  ,-3.96  ,-5.56  ,-4.04  ,-3.64  ,-4.34  ,-4.68  ,-3.82  ,-4.13  ,-3.22  ,-3.86  ,-5.28  ,-3.73  ,-4.81  ,-5.72  ,-3.39  ,-4.36  ,-2.63  ,-1.95  ,-1.91  ,-0.41
199307  ,-1.54  ,-0.01  ,-0.02   ,1.53   ,3.05  ,-1.44  ,-1.73   ,0.38   ,1.40   ,2.16   ,0.35   ,1.69   ,0.65   ,0.68   ,0.95   ,0.57   ,2.47   ,1.66   ,2.36   ,3.39   ,0.28  ,-0.50   ,1.96   ,2.93   ,2.86
199308   ,8.82   ,8.23   ,8.17   ,8.50  ,11.52   ,8.90   ,7.49   ,9.18  ,11.23  ,10.96   ,8.32   ,6.50  ,10.15  ,10.39  ,11.91   ,6.35   ,8.63   ,8.94   ,8.82  ,14.73   ,9.05   ,7.79   ,8.57   ,7.84  ,10.28
199309   ,0.45   ,1.47   ,0.03   ,1.47   ,1.09  ,-1.05   ,0.61   ,1.04  ,-0.72   ,0.09  ,-1.74  ,-0.15   ,0.69   ,1.00  ,-1.84  ,-2.22   ,0.47  ,-0.56  ,-0.42  ,-2.79  ,-0.98  ,-0.75   ,0.38   ,0.19  ,-1.01
199310  ,-0.13  ,-0.34   ,0.69   ,1.38   ,1.21  ,-0.58  ,-0.95   ,1.82   ,1.04   ,1.40  ,-0.39   ,2.09   ,2.28   ,1.14   ,1.66   ,2.09   ,2.56   ,2.65   ,1.68   ,2.36   ,2.94   ,2.78   ,3.85   ,3.64   ,1.04
199311  ,-0.67  ,-1.08  ,-1.15  ,-0.60  ,-1.37  ,-0.85  ,-0.42  ,-1.71  ,-1.73  ,-2.12  ,-2.54  ,-3.74  ,-0.78  ,-2.11  ,-2.09   ,0.97  ,-1.43  ,-1.54  ,-1.01  ,-3.54  ,-1.52  ,-1.30  ,-2.94  ,-1.34  ,-4.85
199312   ,3.14   ,4.27   ,5.05   ,6.52   ,6.50   ,5.37   ,4.22   ,3.85   ,5.76   ,6.40   ,3.34   ,6.55   ,3.83   ,6.81   ,8.81   ,6.14   ,6.68   ,8.40   ,7.82  ,10.81   ,6.20   ,6.48   ,9.40   ,7.85   ,8.72
199401  ,10.98  ,11.81   ,9.50  ,11.21  ,15.53   ,8.77   ,9.53   ,9.77  ,12.48  ,15.19  ,10.11   ,9.79  ,10.77   ,9.72  ,14.74   ,7.09   ,7.85   ,8.12   ,7.03  ,13.88   ,1.47   ,6.57   ,4.06   ,3.64   ,9.81
199402   ,1.45   ,0.15   ,1.87   ,1.58   ,1.71  ,-1.91   ,0.77  ,-0.86   ,0.81   ,0.54  ,-0.33  ,-0.18  ,-0.52   ,0.62  ,-0.40  ,-1.99  ,-0.92  ,-2.48  ,-1.87  ,-3.05  ,-4.19  ,-4.52  ,-3.72  ,-4.68  ,-3.13
199403  ,-2.81  ,-2.32  ,-1.59  ,-0.12  ,-0.73  ,-1.03  ,-2.02  ,-1.77  ,-0.26  ,-0.42  ,-2.48  ,-1.80  ,-1.96  ,-0.47   ,0.10  ,-1.78  ,-1.16  ,-1.22  ,-0.13  ,-1.00  ,-3.90  ,-3.23  ,-3.91  ,-2.62   ,0.00
199404   ,4.06   ,1.76   ,3.36   ,2.76   ,4.59   ,2.52   ,2.45   ,2.69   ,3.97   ,6.61   ,2.02   ,3.85   ,3.56   ,3.81   ,4.30   ,2.16   ,4.21   ,2.81   ,3.48   ,5.30   ,4.71   ,3.26   ,4.24   ,4.13   ,5.49
199405  ,-1.18  ,-2.05  ,-2.95  ,-1.79  ,-0.91  ,-2.49  ,-0.68  ,-2.96  ,-1.89  ,-2.27  ,-2.25  ,-3.67  ,-1.96  ,-2.95  ,-2.56  ,-4.07  ,-4.31  ,-2.84  ,-3.71  ,-3.87  ,-5.05  ,-3.28  ,-4.17  ,-3.63  ,-4.00
199406  ,-2.30   ,0.64  ,-0.18  ,-1.70  ,-1.02  ,-0.21  ,-0.81  ,-1.77  ,-0.92  ,-1.98  ,-1.83  ,-2.58  ,-1.71  ,-1.21  ,-2.21   ,0.72  ,-1.11  ,-1.56  ,-1.16  ,-2.29   ,0.67  ,-0.90  ,-1.06  ,-0.43  ,-2.09
199407   ,0.17   ,1.13   ,1.52   ,1.89   ,1.54  ,-0.14   ,2.78   ,2.77   ,2.47   ,2.47   ,3.38   ,3.89   ,2.67   ,3.65   ,2.73   ,4.07   ,5.36   ,4.62   ,4.98   ,3.09   ,5.43   ,3.76   ,6.56   ,6.73   ,5.16
199408   ,2.85   ,1.09   ,1.57   ,0.85   ,1.14   ,4.05   ,0.49   ,2.04   ,1.63   ,0.13   ,2.86   ,1.72   ,3.16   ,0.21  ,-0.42   ,1.69   ,1.45   ,2.80  ,-0.67   ,0.38   ,3.50   ,4.25   ,3.04   ,1.01  ,-0.47
199409   ,0.08  ,-1.73  ,-0.44   ,0.36   ,0.45  ,-0.50  ,-1.15  ,-0.90  ,-1.10   ,0.63  ,-1.60  ,-2.69  ,-1.53  ,-1.88  ,-1.37  ,-2.99  ,-2.31  ,-3.64  ,-2.58  ,-1.49  ,-3.65  ,-3.64  ,-3.88  ,-4.25  ,-2.82
199410   ,1.35   ,0.21   ,1.28   ,1.33   ,0.92   ,1.27   ,0.64   ,1.85   ,0.23   ,0.85   ,1.81   ,1.57   ,1.94   ,1.98   ,2.46   ,2.70   ,2.58   ,2.96   ,3.90   ,0.82   ,5.40   ,4.71   ,5.61   ,3.87   ,2.85
199411  ,-4.35  ,-5.89  ,-4.22  ,-5.11  ,-4.91  ,-5.12  ,-5.03  ,-4.98  ,-3.99  ,-4.08  ,-4.78  ,-4.93  ,-5.42  ,-3.74  ,-4.72  ,-3.64  ,-5.13  ,-4.31  ,-4.18  ,-5.22  ,-4.43  ,-4.43  ,-4.15  ,-3.80  ,-3.17
199412  ,-0.32   ,1.80   ,0.74   ,0.60   ,1.19   ,0.39   ,0.87   ,0.41   ,1.22  ,-0.01   ,0.31   ,0.24   ,1.29   ,0.69   ,0.53   ,0.76   ,0.72   ,1.30   ,1.07   ,0.40   ,0.77   ,0.50   ,0.76  ,-0.38  ,-0.55
199501   ,1.94  ,-0.30  ,-0.30   ,0.94   ,0.99  ,-2.24   ,0.49   ,0.72   ,5.00   ,2.00  ,-0.25  ,-2.21  ,-2.33  ,-0.83  ,-0.99  ,-2.46  ,-2.18  ,-1.59  ,-1.88  ,-0.18  ,-2.96  ,-0.53  ,-0.66  ,-1.81  ,-0.30
199502   ,0.16   ,1.86   ,2.16   ,1.61   ,1.90   ,1.20   ,1.66   ,2.21   ,0.65   ,1.92   ,1.61   ,2.29   ,1.79   ,1.62   ,2.46   ,2.45   ,3.04   ,1.24   ,2.12   ,0.09   ,3.62   ,3.48   ,1.76   ,1.89   ,2.02
199503   ,1.49   ,2.38   ,2.66   ,2.77   ,3.07   ,3.16   ,3.19   ,2.96   ,1.32   ,0.48   ,4.70   ,2.96   ,2.43   ,0.77   ,1.34   ,5.05   ,5.34   ,0.63   ,0.45  ,-1.43   ,6.09   ,4.93   ,4.52   ,3.12   ,2.85
199504   ,1.02  ,-0.31   ,0.62   ,0.61   ,0.27   ,1.33   ,1.93   ,2.05   ,2.01   ,1.44   ,2.39   ,1.03   ,2.17   ,2.65   ,2.53   ,1.52   ,1.96   ,2.88   ,4.67   ,4.62   ,2.29   ,3.80   ,2.57   ,3.23   ,4.99
199505   ,3.66   ,1.88   ,1.45   ,2.28   ,1.61   ,1.50   ,2.58   ,1.84   ,1.59   ,1.51   ,1.59   ,2.52   ,2.62   ,1.63   ,3.56   ,2.61   ,1.94   ,2.11   ,2.79   ,1.77   ,1.93   ,2.15   ,1.54   ,3.12   ,3.77
199506  ,-0.56   ,1.26   ,2.46   ,1.76   ,3.11   ,0.94   ,2.45   ,2.76   ,1.46   ,1.56   ,1.73   ,1.12   ,0.48   ,0.84   ,1.25   ,3.18   ,2.26   ,1.58   ,1.76   ,1.21   ,3.68   ,1.21   ,0.62   ,0.60   ,1.20
199507   ,4.35   ,3.32   ,2.95   ,2.47   ,1.92   ,4.24   ,4.05   ,2.04   ,2.85   ,2.46   ,4.41   ,3.33   ,4.27   ,2.92   ,2.26   ,3.56   ,1.82   ,3.46   ,4.17   ,3.54   ,4.41   ,5.40   ,4.75   ,5.42   ,3.52
199508  ,-0.92  ,-2.14  ,-3.27  ,-2.52  ,-2.89  ,-0.87  ,-3.02  ,-1.77  ,-2.17  ,-3.17  ,-1.59  ,-2.64  ,-4.12  ,-3.93  ,-4.26  ,-3.70  ,-3.22  ,-4.73  ,-5.59  ,-4.72  ,-1.71  ,-2.93  ,-3.63  ,-4.64  ,-6.29
199509   ,3.36   ,4.47   ,2.95   ,1.32   ,2.10   ,2.58   ,0.64   ,1.22   ,1.80   ,0.67   ,4.63   ,2.92   ,2.94   ,1.64   ,2.27   ,2.87   ,1.65   ,1.18   ,0.40   ,0.47   ,4.07   ,3.20   ,2.30   ,2.81   ,2.48
199510   ,1.36   ,1.19  ,-0.37  ,-0.67  ,-1.02  ,-1.50  ,-1.79  ,-2.48  ,-1.64  ,-1.26  ,-1.17  ,-3.02  ,-2.61  ,-2.44  ,-1.87  ,-1.72  ,-1.41  ,-1.54  ,-2.09  ,-3.33  ,-0.08  ,-0.41   ,0.32  ,-0.87   ,1.37
199511  ,-2.31  ,-3.31  ,-2.69  ,-1.94  ,-1.97  ,-3.51  ,-2.97  ,-4.01  ,-3.99  ,-2.64  ,-1.69  ,-1.11  ,-3.99  ,-2.71  ,-2.32  ,-1.44  ,-1.98  ,-2.08  ,-0.58  ,-1.33   ,0.10   ,0.66   ,1.33   ,0.21   ,1.56
199512   ,1.84  ,-0.13   ,1.91   ,0.61   ,1.26   ,1.21   ,0.25   ,0.97   ,3.83   ,1.76   ,1.34   ,3.16   ,1.72   ,1.48   ,0.70   ,2.16   ,2.68   ,1.99   ,2.63   ,3.35   ,1.12   ,1.49   ,3.17   ,3.32   ,3.19
199601  ,-0.27  ,-0.17  ,-0.07   ,1.84   ,0.30  ,-0.69   ,1.89  ,-0.31   ,1.69   ,1.00   ,0.21   ,3.36   ,0.11   ,2.48   ,0.44  ,-0.37   ,0.63   ,1.83   ,1.11   ,1.48   ,0.06   ,2.28   ,0.99   ,1.07  ,-0.27
199602   ,3.49   ,3.10   ,3.48   ,2.55   ,2.49   ,3.76   ,4.17   ,4.09   ,3.39   ,5.82   ,5.36   ,2.15   ,2.81   ,4.08   ,4.28   ,3.88   ,3.76   ,4.13   ,3.10   ,4.28   ,1.78   ,1.86   ,1.76   ,2.15   ,1.49
199603   ,0.65   ,0.78   ,3.07   ,1.55   ,2.01  ,-0.52   ,0.61   ,3.00   ,1.06   ,2.04   ,2.12   ,3.83   ,0.27   ,1.17   ,1.96   ,4.24   ,1.70   ,2.25   ,0.90   ,1.51   ,1.27  ,-0.15   ,0.94   ,2.76  ,-0.07
199604   ,0.46   ,0.64   ,2.06   ,1.21   ,1.86   ,1.57   ,1.67   ,1.69   ,1.20   ,1.05   ,2.33   ,1.88   ,2.43   ,2.62   ,1.32   ,1.60   ,0.59   ,1.41   ,2.86   ,1.91  ,-0.94   ,1.69   ,1.45   ,1.05   ,1.65
199605   ,5.71   ,4.40   ,3.90   ,2.27   ,4.62   ,4.29   ,3.41   ,4.37   ,3.15   ,5.04   ,2.92   ,2.59   ,2.95   ,2.06   ,1.48   ,3.35   ,1.91   ,2.02   ,1.38   ,2.56   ,1.57   ,2.01   ,1.75   ,1.58   ,1.15
199606  ,-1.39  ,-0.88  ,-0.08   ,0.44   ,0.79  ,-0.15   ,0.79   ,0.50   ,0.19  ,-0.87  ,-1.36  ,-0.66  ,-0.16  ,-0.63   ,0.38  ,-1.81   ,0.94   ,0.39   ,0.22   ,0.59   ,0.99  ,-0.10   ,0.69   ,1.82   ,0.12
199607  ,-2.64  ,-2.59  ,-1.44   ,0.99   ,0.56  ,-3.51  ,-2.01  ,-1.86  ,-0.73  ,-1.61  ,-3.82  ,-2.35  ,-1.02  ,-1.36  ,-2.47  ,-0.85  ,-0.06  ,-3.12  ,-0.57  ,-1.23  ,-1.62  ,-0.33  ,-1.85  ,-1.19  ,-1.79
199608   ,1.14   ,1.58   ,1.91   ,1.23   ,1.18   ,2.94   ,1.51   ,2.08   ,1.56   ,0.67   ,2.44   ,3.26   ,1.90   ,1.99   ,1.20   ,3.05   ,2.33   ,1.70   ,1.76   ,1.45   ,4.43   ,2.21   ,2.58   ,1.87   ,2.39
199609  ,-2.14  ,-0.98  ,-1.91   ,0.46  ,-0.78  ,-2.72  ,-0.57  ,-1.27   ,0.38  ,-1.29  ,-1.31  ,-0.53   ,1.67  ,-0.99  ,-0.95   ,0.11   ,0.59  ,-0.66  ,-0.59  ,-0.25   ,1.95   ,1.12   ,3.68   ,2.49   ,1.94
199610   ,1.83   ,2.50   ,1.67   ,2.58   ,1.52   ,2.67   ,2.99   ,2.94   ,2.45   ,1.17   ,3.67   ,3.29   ,3.49   ,3.27   ,2.43   ,3.59   ,3.09   ,0.33   ,0.06   ,1.30   ,1.94   ,2.91   ,2.42   ,1.14   ,0.47
199611   ,1.25   ,2.07   ,2.21   ,2.08   ,2.76   ,2.09   ,2.13   ,1.96   ,2.25   ,2.51   ,2.55   ,2.27   ,2.19   ,2.08   ,3.60   ,4.42   ,1.36   ,2.40   ,2.58   ,4.62   ,4.43   ,5.16   ,4.85   ,6.53   ,6.30
199612   ,0.84   ,1.91   ,1.92   ,2.33   ,2.01   ,3.69   ,0.89   ,1.66   ,2.17   ,2.21   ,0.86   ,2.14   ,2.73   ,2.85   ,4.26   ,3.16   ,1.20   ,1.96   ,3.16   ,4.26   ,2.46   ,2.78   ,2.42   ,1.56   ,3.20
199701  ,-0.00   ,0.89   ,1.79   ,0.48   ,0.74   ,0.30  ,-0.45   ,0.52  ,-0.28   ,3.20  ,-1.26   ,0.81   ,2.92   ,1.87   ,3.09  ,-0.13  ,-2.65  ,-0.88   ,0.79   ,3.38  ,-0.34  ,-2.61   ,0.53   ,2.32   ,0.32
199702   ,3.81   ,2.76   ,3.41   ,2.18   ,1.56   ,0.88   ,1.51   ,0.48   ,2.73   ,1.62   ,0.58   ,0.10   ,1.34   ,0.92   ,1.89   ,2.40   ,0.04   ,0.11   ,0.52   ,1.97   ,1.12   ,1.07   ,0.43   ,2.18   ,0.17
199703   ,1.99   ,0.66   ,2.20   ,2.19   ,1.95  ,-0.32   ,0.96   ,1.62   ,1.93   ,2.06  ,-0.45   ,1.28   ,2.23   ,2.32   ,1.89  ,-0.50   ,2.30   ,1.16   ,2.48   ,2.76   ,2.90   ,2.57   ,2.15   ,3.34   ,3.22
199704  ,-2.05  ,-2.56  ,-1.63  ,-1.21  ,-0.87  ,-2.96  ,-2.06  ,-2.24  ,-2.79  ,-1.90  ,-2.86  ,-2.80  ,-2.03  ,-0.43  ,-1.12  ,-3.17  ,-2.65  ,-2.43  ,-1.72  ,-1.58   ,0.34   ,0.22   ,0.74  ,-0.41   ,0.06
199705   ,1.73   ,3.09   ,3.63   ,4.98   ,3.52   ,2.53   ,2.61   ,4.26   ,4.13   ,4.43   ,1.87   ,4.81   ,3.08   ,4.64   ,2.83   ,3.84   ,3.26   ,3.53   ,5.50   ,3.82   ,4.64   ,4.07   ,5.29   ,5.15   ,5.60
