Date,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
199212  ,-0.64   ,1.41   ,2.80  ,-1.33  ,-1.26  ,-0.12
199301  ,-2.55  ,-2.38  ,-1.68  ,-0.56  ,-0.17  ,-0.88
199302   ,6.24   ,5.38   ,7.49   ,4.63   ,5.15   ,3.06
199303  ,16.47  ,16.05  ,17.44  ,12.39  ,17.99  ,18.81
199304  ,17.48  ,17.20  ,19.88  ,14.17  ,17.77  ,19.39
199305  ,15.42  ,16.31  ,16.49   ,6.38   ,3.42   ,1.65
199306  ,-5.47  ,-6.84  ,-7.06  ,-1.52  ,-4.67  ,-5.27
199307   ,1.98   ,2.81   ,3.11   ,8.08   ,6.55   ,7.65
199308   ,2.38   ,2.24   ,1.51   ,1.82   ,2.54   ,3.32
199309  ,-4.04  ,-3.48  ,-5.24  ,-4.72  ,-5.83  ,-4.83
199310  ,-9.36  ,-9.32  ,-8.94  ,-1.33  ,-1.91  ,-1.38
199311 ,-16.93 ,-17.30 ,-18.20 ,-17.11 ,-14.13 ,-16.58
199312   ,0.35   ,1.98   ,2.72   ,1.32   ,1.91   ,4.57
199401  ,18.27  ,17.33  ,20.20  ,14.89  ,17.18  ,20.13
199402   ,4.02   ,4.79   ,6.21   ,2.76   ,3.97   ,5.50
199403   ,2.57   ,2.96   ,3.98  ,-3.77  ,-2.16  ,-1.16
199404   ,5.53   ,4.84   ,6.27   ,3.83   ,3.10   ,3.09
199405  ,-0.93  ,-0.25   ,1.08   ,0.60   ,1.23   ,4.14
199406   ,8.60   ,9.70  ,13.11   ,4.00   ,6.54   ,7.18
199407  ,-3.30  ,-2.86  ,-3.15  ,-3.57  ,-3.73  ,-4.91
199408  ,-2.37  ,-1.07  ,-2.01   ,0.30  ,-0.18   ,1.15
199409  ,-4.52  ,-4.56  ,-4.09  ,-3.27  ,-2.14  ,-2.51
199410   ,2.72   ,1.76   ,2.32   ,1.85   ,2.84   ,4.15
199411  ,-8.06  ,-7.56  ,-8.08  ,-5.78  ,-6.15  ,-5.95
199412   ,2.37   ,2.41   ,2.48   ,2.45   ,1.68   ,1.52
199501  ,-4.64  ,-3.89  ,-6.05  ,-5.34  ,-6.93  ,-8.34
199502  ,-5.84  ,-6.53  ,-5.66  ,-4.98  ,-5.34  ,-5.01
199503   ,5.54   ,5.40   ,7.20   ,9.33   ,9.02  ,10.14
199504   ,2.36   ,1.94   ,1.74   ,5.34   ,4.54   ,2.30
199505  ,-9.31  ,-8.81  ,-8.64  ,-5.33  ,-6.25  ,-7.34
199506  ,-6.17  ,-5.23  ,-4.81  ,-5.03  ,-3.65  ,-2.53
199507   ,7.79   ,6.71   ,4.61   ,7.19   ,6.13   ,5.47
199508   ,0.84   ,1.75  ,-1.62  ,-3.75  ,-2.23  ,-2.33
199509  ,-2.88  ,-2.69  ,-3.86  ,-0.44  ,-0.24  ,-3.34
199510  ,-1.73  ,-2.13  ,-2.83  ,-4.08  ,-3.89  ,-4.29
199511   ,4.69   ,4.71   ,6.11   ,4.83   ,4.15   ,4.32
199512   ,5.50   ,6.46   ,8.25   ,4.01   ,4.44   ,6.41
199601   ,1.13   ,2.97   ,1.75  ,-3.32  ,-0.34   ,0.12
199602  ,-1.14  ,-2.14  ,-1.93  ,-1.54  ,-1.30  ,-1.35
199603   ,3.08   ,1.66   ,1.74   ,3.31   ,3.10   ,2.73
199604  ,11.23  ,11.75  ,11.57   ,5.46   ,6.48   ,7.62
199605  ,-3.68  ,-3.96  ,-3.01  ,-4.31  ,-5.35  ,-3.72
199606  ,-1.02  ,-0.83  ,-0.86  ,-0.15   ,0.42   ,2.07
199607  ,-6.90  ,-5.77  ,-4.91  ,-4.80  ,-4.32  ,-4.73
199608  ,-3.42  ,-3.58  ,-4.08  ,-3.90  ,-5.08  ,-4.11
199609  ,-1.72  ,-1.40  ,-1.06   ,3.14   ,3.65   ,3.34
199610  ,-6.55  ,-6.38  ,-6.11  ,-7.10  ,-6.80  ,-6.64
199611  ,-4.06  ,-3.78  ,-3.19   ,0.35   ,1.46   ,2.22
199612 ,-11.36 ,-11.22 ,-10.27  ,-7.86  ,-6.19  ,-4.91
199701  ,-9.17  ,-9.61 ,-10.48 ,-12.71  ,-9.37  ,-9.23
199702  ,-2.30   ,0.18  ,-0.13   ,3.45   ,1.49   ,0.29
199703  ,-8.12  ,-7.92  ,-6.43  ,-4.06  ,-2.90  ,-2.41
199704  ,-1.94  ,-2.57  ,-3.58   ,1.97   ,2.35   ,3.25
199705  ,18.27  ,17.23  ,15.33  ,15.95  ,11.80  ,10.13
199706   ,2.49   ,2.38   ,3.33   ,7.04   ,5.54   ,4.86
199707 ,-11.11 ,-10.79 ,-11.53  ,-1.47  ,-4.25  ,-5.57
199708 ,-10.08 ,-10.54 ,-10.53  ,-9.40  ,-9.65  ,-8.40
199709 ,-13.81 ,-13.57 ,-13.21   ,0.67  ,-3.11  ,-3.85
199710   ,0.52  ,-0.09  ,-1.07  ,-9.49  ,-5.75  ,-9.62
199711 ,-17.56 ,-16.88 ,-17.88  ,-4.55  ,-8.72 ,-10.64
199712 ,-14.53 ,-15.68 ,-13.48  ,-5.10  ,-8.78  ,-9.73
199801  ,24.70  ,24.27  ,23.65   ,7.95  ,11.72  ,12.90
199802   ,5.70   ,5.04   ,6.23   ,0.41   ,0.91   ,1.89
199803  ,-9.93  ,-9.22  ,-8.23  ,-6.73  ,-5.84  ,-5.98
199804  ,-4.25  ,-3.36  ,-5.59  ,-1.15  ,-1.34  ,-3.48
199805  ,-5.04  ,-3.67  ,-3.97  ,-5.03  ,-3.51  ,-4.95
199806   ,1.16   ,0.84   ,0.91   ,0.38   ,0.98   ,1.30
199807  ,-1.46  ,-0.63  ,-1.55   ,0.05  ,-2.76  ,-3.15
199808  ,-6.89  ,-6.85  ,-8.85  ,-9.36  ,-7.27 ,-10.56
199809  ,-6.14  ,-4.65  ,-6.53  ,-2.74  ,-2.17  ,-7.16
199810  ,15.48  ,10.22  ,13.87  ,15.64  ,17.40  ,20.55
199811   ,3.79   ,5.30   ,6.81   ,3.81   ,2.98   ,4.98
199812   ,4.36   ,3.74   ,1.35   ,3.06   ,4.01   ,2.12
199901   ,2.29   ,0.82  ,-0.11   ,1.34   ,0.17   ,2.91
199902   ,5.91  ,-0.93  ,-1.42  ,-1.58  ,-3.84  ,-3.39
199903  ,16.65  ,11.06  ,15.06  ,13.60  ,12.61  ,18.39
199904   ,8.91   ,8.81  ,11.56   ,3.79   ,3.38   ,8.92
199905  ,-4.89  ,-5.35  ,-5.67  ,-4.69  ,-4.34  ,-6.30
199906  ,27.96  ,16.93  ,14.37  ,11.55   ,5.71  ,13.10
199907   ,4.26   ,6.82   ,7.83  ,11.93   ,9.57   ,9.44
199908   ,7.08   ,6.74   ,2.78   ,3.70   ,0.03   ,8.07
199909   ,9.29   ,4.03   ,2.27   ,9.49   ,4.34   ,8.73
199910   ,4.31   ,0.82  ,-2.17  ,10.85   ,2.55   ,5.92
199911   ,2.94  ,-1.29  ,-3.92  ,16.60   ,1.91  ,-5.03
199912  ,-3.18  ,-5.34  ,-7.30   ,4.62  ,11.00  ,-7.72
200001  ,-4.44  ,-1.48  ,-0.27  ,-7.70  ,-4.17   ,0.75
200002   ,4.20  ,-4.63  ,-2.35  ,-0.27  ,-1.26  ,-9.44
200003   ,8.47   ,9.50  ,10.34   ,2.62  ,10.30  ,12.81
200004 ,-12.42  ,-9.25 ,-11.25 ,-10.59  ,-5.94  ,-6.89
200005  ,-5.40   ,1.32   ,3.01 ,-11.71  ,-3.82  ,-0.02
200006   ,5.33   ,8.78  ,12.69   ,4.53   ,6.89   ,9.40
200007 ,-16.45 ,-11.32  ,-9.40 ,-12.92 ,-10.50 ,-10.99
200008   ,9.49   ,7.41   ,6.37   ,9.24   ,4.25   ,5.34
200009  ,-8.22  ,-5.73  ,-3.51  ,-6.73  ,-1.99   ,0.65
200010 ,-16.07 ,-10.99  ,-7.42 ,-10.23  ,-2.63  ,-2.95
200011  ,-4.72   ,0.39   ,2.07  ,-3.91  ,-2.62   ,0.90
200012 ,-11.87  ,-9.08  ,-6.59 ,-14.84  ,-4.02  ,-4.56
200101   ,3.54  ,-1.42  ,-1.30   ,3.60  ,-3.87  ,-3.12
200102  ,-1.00   ,0.69   ,1.73  ,-9.94  ,-2.57  ,-0.15
200103  ,-3.89  ,-3.57  ,-2.46  ,-3.39  ,-4.47  ,-3.80
200104   ,7.38   ,9.56  ,12.54   ,7.89   ,8.95  ,12.16
200105   ,5.26   ,2.87   ,1.40  ,-0.95   ,0.56   ,1.32
200106  ,-6.21  ,-3.39  ,-0.33  ,-8.74  ,-2.71  ,-1.67
200107 ,-12.20  ,-8.48  ,-6.13 ,-11.23  ,-6.75  ,-4.47
200108  ,-4.18   ,0.46   ,3.79  ,-5.40  ,-2.85   ,3.10
200109  ,-8.77  ,-8.24  ,-8.02  ,-5.90  ,-8.81  ,-7.30
200110   ,7.44   ,2.67   ,1.83   ,3.19  ,-0.02  ,-0.27
200111  ,-7.47  ,-3.63  ,-5.82   ,1.33  ,-1.17  ,-6.71
200112 ,-13.09 ,-10.41 ,-10.43  ,-8.39  ,-6.61  ,-7.78
200201  ,-5.05  ,-5.95  ,-5.13  ,-9.47  ,-6.16  ,-6.31
200202   ,3.07   ,7.26   ,7.34   ,5.18   ,4.14   ,7.06
200203   ,8.03   ,4.82   ,2.96   ,7.66   ,5.31   ,1.55
200204   ,7.24   ,6.54   ,5.21   ,4.83   ,5.97   ,4.35
200205   ,9.08   ,9.27   ,9.64   ,5.80   ,6.80  ,10.72
200206  ,-2.58  ,-2.69  ,-2.38  ,-5.59  ,-4.23  ,-2.57
200207  ,-4.01  ,-1.44  ,-1.42  ,-7.71  ,-6.11  ,-3.92
200208  ,-5.37  ,-1.87  ,-0.89  ,-1.10  ,-1.07  ,-1.97
200209  ,-8.03  ,-3.73  ,-3.40  ,-7.93  ,-2.42  ,-4.62
200210 ,-10.42  ,-8.90  ,-6.71  ,-4.19  ,-8.33  ,-5.37
200211  ,-4.00  ,-1.98  ,-1.60   ,5.78   ,3.12   ,1.58
200212  ,-0.08  ,-0.72   ,0.10  ,-4.38  ,-0.87  ,-2.12
200301  ,-0.81   ,0.35   ,0.72  ,-5.07  ,-2.96  ,-3.24
200302  ,-0.32   ,4.42   ,7.18  ,-0.16   ,1.27   ,3.99
200303  ,-1.20   ,1.04   ,0.91  ,-3.28  ,-3.62  ,-1.76
200304   ,5.30   ,3.70   ,4.36   ,0.63   ,0.39   ,1.86
200305   ,7.14   ,5.47   ,5.80   ,5.56   ,4.07   ,2.53
200306   ,9.05   ,5.76   ,8.69   ,5.89   ,6.94  ,10.12
200307   ,3.40   ,2.37   ,1.84   ,3.63   ,3.07   ,4.09
200308   ,9.18   ,7.66   ,9.65   ,8.68   ,9.32  ,13.08
200309  ,13.88   ,8.47   ,7.89   ,5.53   ,7.46   ,8.17
200310  ,15.29   ,6.41   ,4.63   ,1.50   ,4.96   ,6.49
200311  ,-8.40  ,-5.69  ,-6.75  ,-2.79  ,-3.55  ,-4.83
200312   ,3.88   ,4.88   ,6.16   ,5.55   ,6.36   ,8.86
200401   ,6.71   ,5.52   ,7.21   ,1.26   ,2.53   ,1.23
200402  ,-2.75  ,-0.03   ,0.72  ,-0.32   ,0.07   ,0.80
200403  ,23.00  ,21.84  ,21.78  ,10.69  ,14.78  ,18.95
200404   ,6.21   ,2.25  ,-0.67  ,-4.56  ,-6.22  ,-5.28
200405  ,-6.27  ,-7.39  ,-5.06  ,-3.10  ,-1.68  ,-3.82
200406  ,13.22   ,9.67   ,9.81   ,4.45   ,4.93   ,5.57
200407 ,-11.10  ,-6.80  ,-4.92  ,-8.26  ,-5.49  ,-5.14
200408   ,2.37   ,0.74   ,1.45   ,2.47  ,-0.03   ,1.16
200409  ,-6.54  ,-3.23  ,-2.44  ,-3.73  ,-2.70  ,-1.47
200410   ,1.41   ,2.41   ,2.93   ,3.16   ,2.02   ,2.45
200411   ,4.75   ,2.27   ,3.02   ,3.45   ,4.36   ,4.39
200412   ,3.52   ,4.08   ,5.19   ,5.68   ,4.68   ,5.84
200501   ,5.91   ,4.82   ,4.51  ,-2.45  ,-1.77   ,0.01
200502   ,1.86   ,3.02   ,5.12   ,0.96   ,1.99   ,2.26
200503  ,-1.72   ,0.58   ,1.98  ,-2.45  ,-1.53   ,0.71
200504   ,1.33   ,0.15   ,0.12  ,-3.25  ,-1.81  ,-1.10
200505  ,-4.64  ,-3.76  ,-4.06  ,-1.90  ,-2.30  ,-2.00
200506   ,3.76   ,3.15   ,1.82   ,0.50   ,0.70   ,1.72
200507   ,3.58   ,1.94   ,1.67   ,0.92   ,0.77   ,0.75
200508   ,2.11   ,3.68   ,3.79   ,8.38   ,7.16   ,5.30
200509  ,-2.12   ,3.73   ,4.24   ,7.44  ,10.36   ,7.36
200510   ,2.72   ,2.51   ,1.65  ,-1.10  ,-0.85   ,2.26
200511   ,1.71   ,3.87   ,2.57   ,4.79   ,3.66  ,-0.37
200512  ,16.92  ,11.98  ,11.10  ,11.69   ,8.99   ,5.23
200601   ,1.20   ,5.29   ,4.70   ,2.97   ,4.60   ,4.36
200602  ,-8.80  ,-5.87  ,-5.42  ,-4.36  ,-0.36  ,-0.26
200603   ,4.02   ,2.77   ,2.82   ,2.96   ,3.58   ,1.97
200604  ,-0.07   ,2.53   ,1.52   ,1.58   ,3.34   ,2.76
200605 ,-12.13  ,-7.88  ,-7.40  ,-6.02  ,-7.52  ,-5.35
200606  ,-2.40  ,-2.65  ,-3.72  ,-1.65  ,-1.12  ,-1.27
200607 ,-11.56  ,-6.55  ,-4.39  ,-3.80  ,-0.34  ,-0.47
200608   ,3.41   ,2.40   ,1.06   ,1.85   ,2.21   ,0.65
200609  ,-3.89  ,-2.39  ,-2.21  ,-1.34  ,-1.02  ,-1.96
200610  ,-0.59  ,-0.65  ,-0.79   ,2.13   ,2.72   ,0.13
200611  ,-3.74  ,-1.09  ,-1.01  ,-1.21   ,0.90   ,0.35
200612  ,-1.95   ,0.61   ,0.37   ,0.36   ,4.15   ,0.48
200701   ,1.39   ,1.33   ,1.19   ,0.51   ,0.81   ,1.15
200702  ,-0.29   ,3.76   ,3.91   ,2.57   ,4.56   ,3.85
200703  ,-3.57  ,-0.38   ,0.31  ,-2.18  ,-1.15  ,-0.73
200704  ,-6.48  ,-2.58  ,-1.87  ,-2.35  ,-1.99  ,-2.01
200705  ,-4.02  ,-2.20  ,-1.96   ,1.60   ,1.30  ,-0.12
200706   ,2.73   ,2.56   ,2.25  ,-0.63   ,0.79  ,-1.48
200707  ,-1.30   ,0.80   ,1.30   ,0.48  ,-0.20  ,-1.26
200708  ,-8.50  ,-5.61  ,-4.83  ,-2.09  ,-3.99  ,-2.82
200709  ,-1.38  ,-0.53  ,-0.53   ,2.13   ,2.22   ,1.41
200710   ,9.77   ,1.14  ,-0.57  ,-0.45   ,0.87  ,-0.68
200711  ,-3.73  ,-4.63  ,-2.34  ,-2.01  ,-1.24  ,-2.92
200712  ,-6.58  ,-6.07  ,-3.99  ,-4.51  ,-2.96  ,-2.78
200801  ,-6.89  ,-4.05  ,-3.64  ,-5.97  ,-4.51  ,-1.51
200802   ,3.78   ,2.02   ,2.46   ,0.10   ,1.85   ,0.12
200803  ,-1.77  ,-0.07   ,0.10  ,-4.36  ,-3.87  ,-2.84
200804  ,-0.23   ,0.78   ,0.44   ,8.59   ,6.32   ,5.33
200805   ,2.26   ,3.64   ,4.12   ,2.00   ,1.82   ,2.50
200806  ,-7.24  ,-5.10  ,-2.96  ,-7.80  ,-6.32  ,-4.73
200807  ,-5.26  ,-4.34  ,-2.79  ,-3.80  ,-2.56  ,-1.65
200808  ,-7.38  ,-6.20  ,-6.06  ,-3.83  ,-4.28  ,-2.90
200809 ,-10.62  ,-9.08  ,-7.30 ,-13.87  ,-9.74  ,-6.75
200810 ,-13.97  ,-9.77  ,-5.36 ,-13.27 ,-14.84 ,-12.81
200811   ,5.73   ,4.49   ,3.27   ,0.92  ,-2.61   ,3.32
200812  ,10.47   ,7.85   ,9.70   ,7.96   ,8.46   ,9.25
200901  ,-1.81  ,-5.16  ,-3.77  ,-9.34  ,-4.88  ,-7.57
200902 ,-15.54 ,-12.54 ,-12.47 ,-11.96 ,-11.36 ,-13.82
200903   ,1.78   ,2.09   ,2.44   ,2.61   ,0.05   ,3.39
200904   ,4.74   ,4.73   ,2.46   ,6.52  ,10.85   ,6.02
200905  ,15.29  ,12.54  ,11.33  ,13.09   ,9.34  ,10.16
200906   ,7.57   ,6.79   ,7.55   ,3.55   ,1.14   ,3.67
200907   ,3.41   ,2.89   ,2.19   ,2.31   ,5.59   ,4.77
200908   ,5.49   ,5.87   ,6.55   ,3.93   ,3.05   ,2.09
200909   ,2.61   ,1.26  ,-1.08   ,2.39  ,-2.39  ,-3.54
200910  ,-2.08  ,-2.85  ,-2.96  ,-4.22  ,-1.06  ,-0.87
200911  ,-5.21  ,-3.53  ,-6.65   ,1.29  ,-2.20  ,-5.27
200912  ,-4.20  ,-3.06   ,0.11  ,-2.19   ,0.53   ,5.89
201001   ,2.72   ,2.37   ,3.28   ,3.04   ,1.21   ,3.03
201002   ,1.69   ,1.50   ,1.40   ,1.84   ,0.26  ,-0.53
201003   ,1.02   ,3.00   ,7.64   ,2.63   ,5.23   ,8.27
201004   ,5.07   ,3.42   ,6.05   ,0.38  ,-0.81   ,1.53
201005  ,-5.20  ,-6.09  ,-8.29  ,-6.62  ,-8.15 ,-10.53
201006   ,0.12   ,2.35  ,-0.18   ,2.59  ,-2.41  ,-3.45
201007   ,3.00   ,0.93   ,1.31   ,3.74   ,2.92   ,2.70
201008  ,-3.99  ,-2.49  ,-3.39  ,-3.32  ,-1.64  ,-2.50
201009   ,4.10   ,4.12   ,3.88   ,6.28   ,4.14   ,3.33
201010  ,-0.81  ,-1.90  ,-2.83   ,1.12   ,2.19   ,1.43
201011   ,2.23   ,2.01   ,3.45   ,2.15   ,1.83   ,1.48
201012  ,10.18   ,9.65  ,11.17   ,6.95   ,6.92   ,8.61
201101   ,1.85   ,0.86   ,3.25  ,-0.63   ,1.12  ,-0.09
201102   ,4.04   ,4.38   ,5.21   ,3.91   ,5.37   ,4.93
201103  ,-9.49  ,-6.23  ,-4.33  ,-6.72 ,-10.54  ,-9.22
201104   ,0.90   ,0.43  ,-1.58   ,1.95   ,0.18   ,0.61
201105  ,-2.69  ,-0.71  ,-2.28  ,-1.75  ,-1.01  ,-2.39
201106   ,2.57   ,3.99   ,5.24   ,1.89   ,2.18   ,3.79
201107   ,4.53   ,4.57   ,4.38   ,4.42   ,3.69   ,3.72
201108  ,-3.45  ,-3.57  ,-2.76  ,-7.12  ,-8.94  ,-7.29
201109  ,-2.08  ,-1.40   ,0.39  ,-1.60  ,-0.87   ,2.63
201110  ,-2.52  ,-3.22  ,-3.98   ,0.89  ,-1.60  ,-2.50
201111  ,-2.51  ,-2.53  ,-1.20  ,-3.77  ,-4.16  ,-4.20
201112   ,2.31   ,1.41   ,2.84   ,0.10   ,1.36   ,2.41
201201   ,5.25   ,5.49   ,8.00   ,2.85   ,4.40   ,5.03
201202  ,-0.55   ,0.76   ,1.11   ,3.60   ,4.49   ,2.83
201203   ,2.11   ,2.86   ,2.66   ,1.71   ,1.64  ,-0.18
201204   ,2.52   ,1.15   ,0.32  ,-1.00  ,-2.36  ,-3.36
201205  ,-8.68  ,-8.08  ,-7.94  ,-7.26  ,-8.89  ,-9.42
201206   ,4.61   ,3.46   ,4.33   ,4.61   ,3.88   ,7.19
201207  ,-1.22  ,-0.62  ,-2.63   ,0.22  ,-1.72  ,-5.18
201208   ,0.44  ,-0.81  ,-1.42   ,0.54  ,-0.42  ,-2.90
201209   ,2.85   ,1.43   ,1.99   ,1.21   ,2.25   ,4.29
201210   ,1.09  ,-1.34  ,-2.92  ,-2.81  ,-1.03  ,-2.09
201211   ,0.91   ,0.53   ,1.77   ,0.86   ,2.71   ,1.69
201212  ,-1.17   ,1.38   ,5.35   ,1.33   ,3.44   ,8.95
201301   ,8.21   ,4.57   ,4.27   ,3.04   ,3.49   ,4.78
201302   ,4.67   ,3.10   ,2.38   ,2.39   ,3.11   ,3.20
201303  ,12.68   ,9.71   ,7.29   ,5.99   ,5.01   ,4.11
201304  ,19.30   ,9.76   ,6.69   ,7.99   ,7.73  ,11.99
201305  ,-1.58  ,-6.41  ,-7.40  ,-5.94  ,-3.90  ,-6.56
201306  ,-8.55  ,-3.72  ,-3.20   ,1.09   ,1.08   ,2.86
201307   ,4.94   ,4.14   ,3.58   ,1.17   ,0.85   ,1.57
201308  ,-3.08  ,-1.96  ,-2.06  ,-2.50  ,-2.65  ,-2.30
201309  ,12.21  ,10.00  ,11.30   ,9.76   ,7.20   ,9.25
201310  ,-0.93   ,0.13   ,0.08  ,-0.88   ,0.78  ,-1.37
201311  ,-2.20  ,-0.78  ,-0.74   ,1.44   ,1.48   ,0.99
201312   ,2.11   ,0.64   ,1.18   ,0.64   ,0.52   ,1.44
201401   ,3.01   ,2.49   ,1.96  ,-3.54  ,-2.56  ,-4.13
201402  ,-4.16  ,-2.11  ,-2.16  ,-0.18  ,-0.22  ,-0.60
201403  ,-1.96   ,1.35   ,0.74  ,-0.36  ,-2.11  ,-1.16
201404  ,-2.49  ,-1.60  ,-2.12  ,-2.47  ,-2.36  ,-2.30
201405   ,4.98   ,2.33   ,1.76   ,3.59   ,4.09   ,4.24
201406  ,10.05   ,7.36   ,7.84   ,4.50   ,5.58   ,6.60
201407   ,0.66   ,1.16   ,1.10   ,1.04   ,0.77   ,0.10
201408  ,-0.45   ,0.92   ,0.86  ,-2.41  ,-2.26  ,-2.01
201409  ,-3.42  ,-2.53  ,-1.97   ,0.01  ,-0.95  ,-2.05
201410  ,-6.29  ,-4.42  ,-3.89  ,-0.43  ,-2.22  ,-3.03
201411  ,-0.16  ,-1.88  ,-1.81  ,-0.75   ,0.86  ,-0.00
201412  ,-0.89   ,1.35   ,1.67  ,-1.92  ,-0.46  ,-0.76
201501   ,3.11   ,2.17   ,2.56   ,2.51   ,3.22   ,2.61
201502   ,1.37   ,2.22   ,2.03   ,5.68   ,4.34   ,8.93
201503   ,2.98   ,2.52   ,0.93   ,3.54   ,1.98  ,-0.65
201504   ,2.37   ,2.52   ,3.26   ,1.62   ,3.24   ,7.18
201505  ,-0.37   ,0.39  ,-0.61  ,-0.03   ,1.09   ,2.66
201506   ,5.26   ,1.41   ,1.82  ,-0.49  ,-1.10  ,-1.52
201507   ,2.13   ,0.13  ,-0.87   ,0.84   ,1.31   ,0.77
201508  ,-6.71  ,-1.35  ,-2.65  ,-5.10  ,-5.66  ,-5.88
201509  ,-4.38  ,-3.85  ,-2.90  ,-8.02  ,-5.02  ,-6.82
201510   ,2.36   ,6.56   ,5.18  ,10.62   ,9.11   ,9.57
201511   ,2.87   ,2.02   ,1.31   ,1.32  ,-0.79  ,-2.07
201512   ,2.12   ,1.17   ,0.42  ,-0.09   ,0.69   ,0.46
201601  ,-7.19  ,-6.99  ,-7.13  ,-7.40  ,-6.35 ,-10.00
201602   ,1.99  ,-0.08  ,-1.82   ,0.85  ,-2.73  ,-5.23
201603  ,11.98   ,7.60   ,6.19   ,5.07   ,4.32   ,4.91
201604   ,4.99   ,4.46   ,4.27   ,5.89   ,4.07   ,6.17
201605   ,0.27  ,-0.50  ,-0.70  ,-0.87  ,-1.03  ,-1.51
201606   ,0.78  ,-1.32  ,-0.91  ,-0.45  ,-2.82  ,-5.86
201607   ,1.26   ,6.53   ,8.42   ,3.80   ,7.58   ,9.52
201608  ,-3.81  ,-3.29  ,-2.20  ,-4.14  ,-1.16   ,3.44
201609   ,8.16   ,6.42   ,5.07   ,3.97   ,2.52   ,0.04
201610   ,0.18   ,1.85   ,3.52   ,0.10   ,1.18   ,3.93
201611  ,-7.58  ,-5.22  ,-2.93  ,-7.06  ,-4.20   ,0.90
201612   ,1.05   ,1.46   ,2.47   ,0.80   ,1.15   ,2.06
201701   ,6.61   ,5.61   ,5.17   ,3.91   ,3.05   ,4.28
201702   ,3.52   ,2.85   ,4.11   ,0.62   ,0.57   ,1.62
201703   ,3.81   ,1.69   ,1.09   ,1.66   ,1.46  ,-1.15
201704  ,-1.28   ,0.54   ,0.39   ,1.56   ,1.93   ,0.55
201705   ,8.28   ,5.19   ,2.78   ,5.95   ,2.98  ,-0.92
201706   ,3.41   ,2.54   ,2.35  ,-0.41   ,0.87   ,3.12
201707   ,2.69   ,4.38   ,4.57   ,2.08   ,2.93   ,1.23
201708   ,1.50   ,1.79   ,3.49   ,0.87   ,0.24  ,-0.94
201709  ,-0.07   ,1.83   ,3.07   ,1.25   ,1.55   ,2.87
201710   ,3.26   ,2.82   ,3.07   ,4.47   ,4.72   ,3.48
201711   ,4.72   ,2.53   ,1.70   ,3.43   ,2.56   ,1.89
201712   ,3.46   ,3.14   ,3.24  ,-0.44   ,0.93   ,3.68
201801   ,8.54   ,6.11   ,4.65   ,4.95   ,4.59   ,3.11
201802   ,0.42  ,-0.40  ,-1.70  ,-0.25  ,-2.05  ,-1.75
