Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199303  ,13.28   ,5.98   ,4.56  ,10.12   ,7.75   ,4.54   ,9.25   ,4.15   ,9.46   ,4.90  ,18.81  ,-0.44   ,8.35   ,3.80   ,4.60   ,5.13   ,2.25   ,8.10   ,5.77   ,1.64   ,3.21   ,1.36   ,2.93   ,0.47   ,0.94
199304  ,17.65   ,7.94   ,6.60  ,10.31   ,8.43  ,12.84   ,8.69   ,9.04  ,16.36   ,7.85   ,2.79   ,2.83  ,10.69  ,12.81   ,7.32   ,8.29   ,7.83   ,4.42   ,7.02  ,10.09   ,3.21   ,4.79   ,4.76   ,8.20   ,6.40
199305   ,6.11   ,9.58   ,8.52   ,9.03  ,11.22  ,10.62   ,9.85   ,6.75   ,4.97   ,3.34   ,4.06   ,3.76   ,6.63   ,6.34   ,9.02   ,7.12   ,0.40   ,8.11   ,7.19   ,7.66   ,4.25   ,3.96   ,3.16   ,6.62   ,6.38
199306  ,-6.25  ,-0.94  ,-4.07   ,5.15   ,3.85  ,-4.32   ,3.17  ,-4.02  ,-1.92   ,6.91  ,-3.30  ,-1.62  ,-0.71  ,-3.64  ,-3.10  ,-3.40  ,-2.26  ,-2.99  ,-2.52  ,-2.37  ,-2.18  ,-3.56  ,-3.37  ,-3.73  ,-2.84
199307  ,11.24   ,6.56   ,4.49  ,14.31   ,8.44   ,2.75   ,2.41   ,6.74  ,-3.44  ,-2.72   ,1.47   ,3.40   ,3.52  ,-0.38  ,-5.76   ,5.04   ,0.39   ,2.51   ,5.27  ,-4.30   ,2.94   ,0.48   ,2.73   ,5.20   ,1.29
199308   ,3.13   ,3.21   ,4.49   ,4.28   ,7.95   ,6.30   ,4.65   ,4.72  ,-0.05   ,9.16   ,6.24   ,1.09   ,7.45   ,7.59   ,2.98   ,3.09   ,7.60   ,3.90   ,8.48   ,7.42   ,7.20   ,7.45   ,5.04   ,7.49   ,7.54
199309  ,-8.82  ,-7.05  ,-6.23  ,-3.00  ,-1.26  ,-0.28   ,4.01  ,-1.74  ,-2.30  ,-3.25  ,-1.01  ,-2.52   ,2.10  ,-3.72  ,-2.81  ,-2.57  ,-3.49  ,-0.99  ,-0.90  ,-0.34   ,0.20   ,1.07  ,-0.47   ,2.51   ,2.10
199310  ,11.11   ,9.90  ,11.71   ,8.40  ,11.74  ,10.85   ,9.79   ,7.55   ,8.93  ,14.70  ,19.12   ,7.94  ,14.29  ,10.68  ,12.90  ,11.83  ,11.70  ,15.75  ,11.50  ,17.16  ,16.75  ,14.77  ,17.01  ,16.38  ,22.74
199311  ,-5.99  ,-1.20   ,0.30   ,0.69   ,1.59  ,-0.00  ,-1.50  ,-2.35   ,3.21   ,1.07  ,-0.62  ,-1.67   ,0.16  ,-1.88   ,1.78  ,-2.41  ,-4.05  ,-2.03   ,1.60   ,0.24  ,-3.76  ,-3.53   ,0.08  ,-3.75  ,-1.47
199312  ,11.68  ,16.92  ,15.50  ,19.15  ,14.78  ,13.02  ,15.89  ,12.70  ,14.63  ,16.20  ,17.30  ,17.76  ,16.89  ,19.47  ,19.53   ,7.90   ,9.02  ,12.71  ,16.08  ,23.58  ,17.65  ,24.80  ,23.89  ,18.20  ,34.81
199401  ,18.37   ,9.37  ,11.80  ,10.52  ,15.67  ,-1.99   ,2.49   ,1.98  ,-1.04   ,5.14  ,-4.67   ,4.54   ,3.71   ,0.08   ,4.64   ,0.69   ,0.83  ,-0.04   ,2.95   ,2.79  ,-1.07  ,-0.49   ,4.07   ,1.42  ,-0.00
199402   ,3.66  ,-1.69  ,-2.37  ,-0.36   ,1.39  ,-4.81   ,0.25  ,-1.22  ,-1.70   ,1.40  ,-5.19  ,-3.16  ,-2.22  ,-2.27  ,-3.58  ,-3.29  ,-2.54  ,-5.03  ,-5.00  ,-3.33  ,-8.00  ,-6.29  ,-7.96  ,-6.75  ,-8.06
199403 ,-13.19  ,-8.14  ,-8.15  ,-9.10  ,-9.89  ,-8.49 ,-10.33  ,-5.22  ,-8.83 ,-13.36 ,-12.21  ,-7.52 ,-10.40 ,-10.12  ,-8.56  ,-6.23  ,-8.51  ,-9.61  ,-8.51 ,-11.82 ,-11.44  ,-9.21  ,-7.39  ,-9.14 ,-11.17
199404  ,-3.99  ,-2.12  ,-2.48   ,1.92   ,1.51   ,1.09   ,4.49  ,-0.01   ,0.34   ,4.40   ,0.72   ,1.99   ,4.76   ,4.85   ,0.27  ,-1.45   ,3.63   ,0.80   ,3.85   ,2.43   ,5.33   ,2.83  ,-0.52   ,3.11   ,1.48
199405  ,-0.93  ,-0.58  ,-1.18   ,4.01   ,1.48  ,-0.59   ,0.43   ,1.34   ,3.12   ,0.95  ,-1.69   ,1.97   ,1.41   ,0.13   ,3.26   ,2.13   ,1.55   ,0.94   ,3.75   ,3.49   ,6.40   ,4.63   ,6.76   ,3.38   ,5.63
199406   ,2.34  ,-3.86  ,-3.47  ,-4.15  ,-3.65  ,-2.66  ,-5.76  ,-3.20  ,-6.27  ,-4.02  ,-7.23  ,-5.35  ,-4.98  ,-4.61  ,-3.00  ,-2.78  ,-2.80  ,-3.02  ,-6.43  ,-6.62  ,-5.05  ,-5.81  ,-6.95  ,-7.03  ,-9.26
199407   ,1.82   ,0.48   ,0.92   ,1.05   ,2.55  ,-1.18   ,1.85   ,2.65   ,2.44   ,1.57  ,-0.24   ,3.85  ,-0.30   ,0.84   ,3.21   ,3.19   ,3.77   ,3.73   ,3.55   ,4.11   ,4.56   ,7.29   ,4.69   ,7.40   ,5.14
199408  ,-1.02  ,-0.81   ,0.41   ,5.73   ,0.94   ,3.34  ,-0.23   ,0.67   ,0.99   ,1.86   ,0.71   ,2.88   ,3.65   ,2.87   ,3.63   ,4.32   ,2.04   ,4.16   ,2.23   ,0.39   ,3.96   ,7.47   ,4.29   ,3.32   ,2.04
199409  ,-1.19  ,-2.42  ,-2.86  ,-3.13  ,-0.85   ,1.49  ,-1.46  ,-2.06   ,0.45  ,-1.21   ,2.13  ,-2.76  ,-1.48  ,-1.30  ,-0.80  ,-0.81   ,0.76  ,-0.84  ,-1.27   ,1.28  ,-2.70  ,-2.46  ,-2.76  ,-3.75  ,-1.54
199410  ,-1.23  ,-5.17  ,-3.68  ,-2.28  ,-0.45  ,-4.11  ,-1.04   ,0.61  ,-0.64  ,-0.95  ,-0.27  ,-2.60  ,-1.73   ,1.89   ,2.06   ,0.07  ,-0.79   ,1.07   ,4.37   ,1.80   ,2.44   ,1.00   ,3.18   ,0.98   ,0.16
199411  ,-8.62  ,-7.42  ,-5.95  ,-4.85  ,-5.64  ,-9.70  ,-8.23  ,-8.51  ,-4.65  ,-6.83  ,-7.32  ,-8.42  ,-8.46  ,-6.65  ,-6.07 ,-10.61  ,-5.95  ,-5.15  ,-5.45 ,-12.76  ,-7.74  ,-9.91  ,-7.13  ,-7.23  ,-8.89
199412  ,-2.15  ,-0.84  ,-2.97  ,-3.84  ,-2.60  ,-5.03  ,-5.43  ,-5.29  ,-2.44  ,-1.70   ,0.20  ,-5.59  ,-0.60  ,-0.11   ,0.59  ,-1.54  ,-1.76   ,0.84   ,0.80  ,-1.71  ,-2.43   ,0.16   ,0.78  ,-2.41  ,-0.02
199501  ,-9.99 ,-10.78  ,-7.29  ,-7.38  ,-6.24  ,-9.24  ,-9.27  ,-8.92  ,-7.49  ,-8.02  ,-8.77  ,-9.61  ,-9.82  ,-6.19  ,-7.72  ,-7.97 ,-10.56  ,-7.50  ,-6.45  ,-8.54  ,-5.11  ,-9.12  ,-9.41  ,-6.08  ,-4.18
199502  ,-3.06   ,0.09  ,-4.53   ,0.55  ,-1.88  ,-1.00   ,1.15   ,3.85  ,-0.05   ,2.97   ,1.63   ,5.56   ,0.34   ,0.83   ,2.06   ,0.83   ,3.62   ,1.73   ,2.86   ,5.67   ,5.30  ,11.03   ,3.86  ,10.45   ,6.98
199503  ,-1.26  ,-3.52  ,-1.97  ,-1.98  ,-1.10  ,-3.23  ,-1.24  ,-0.05  ,-0.21  ,-1.42   ,0.21   ,0.27   ,0.65  ,-1.59  ,-1.29  ,-0.47  ,-0.43  ,-0.42  ,-0.83   ,0.66   ,3.84  ,-0.12  ,-0.05   ,1.33   ,1.48
199504   ,1.46  ,-0.23  ,-0.27   ,3.06   ,0.49   ,2.79  ,-0.82  ,-0.57   ,0.12   ,1.25  ,-2.99   ,2.43   ,1.37   ,1.67   ,2.12   ,1.70   ,2.63   ,6.09   ,3.88   ,1.01   ,0.45   ,0.49   ,4.90   ,2.54  ,-2.14
199505   ,3.15  ,-0.75  ,-2.12  ,-1.94  ,-0.81   ,2.35   ,0.93   ,2.52   ,2.58   ,2.74   ,2.83   ,4.68   ,1.67   ,3.49   ,1.58   ,3.37   ,7.65  ,-0.72   ,1.04   ,5.15   ,7.36   ,7.34   ,1.81   ,4.18   ,3.51
199506   ,1.19  ,-1.66  ,-1.96   ,0.30  ,-1.40  ,-0.06  ,-0.22   ,0.28   ,0.21   ,0.83  ,-0.69   ,1.28  ,-0.73  ,-2.25  ,-4.35   ,0.28  ,-0.46  ,-0.49  ,-1.18  ,-1.36  ,-3.87  ,-1.95  ,-1.99   ,0.10  ,-2.89
199507  ,10.85   ,9.99  ,12.40   ,9.12   ,5.87   ,9.87   ,6.24   ,8.93   ,5.25   ,8.44   ,9.14   ,9.42   ,6.30   ,8.89   ,5.22   ,4.36   ,7.62   ,4.59   ,5.55   ,4.21   ,4.60   ,7.11   ,6.28   ,3.04   ,2.15
199508  ,14.07  ,12.29  ,12.86   ,7.16  ,-0.80   ,4.79   ,3.24   ,9.23   ,3.37  ,-2.73   ,5.56   ,1.75   ,1.91   ,0.46  ,-1.72   ,1.76   ,1.30  ,-2.11  ,-0.71  ,-2.62  ,-1.45  ,-2.16   ,0.97  ,-2.68  ,-4.30
199509   ,1.36   ,2.79  ,-0.56  ,-1.26   ,1.68  ,-0.83   ,0.36   ,4.34   ,3.70   ,3.35  ,-0.20   ,0.79   ,0.49  ,-0.13   ,3.99   ,1.07  ,-0.07   ,2.58   ,2.55   ,0.70   ,0.45   ,3.29   ,2.54   ,3.32   ,4.62
199510  ,-4.79  ,-2.61  ,-4.71  ,-1.73  ,-1.85  ,-1.58  ,-2.37  ,-3.28  ,-1.12  ,-2.66  ,-5.43  ,-3.45  ,-1.33  ,-1.63  ,-0.45  ,-3.23  ,-0.25  ,-2.50  ,-2.35  ,-0.79   ,0.99   ,0.39   ,0.48  ,-2.34   ,2.97
199511  ,10.79   ,8.14   ,5.44   ,0.50   ,0.43  ,-0.94  ,-1.82   ,1.30   ,0.68   ,1.52   ,2.96  ,-2.61  ,-0.42   ,0.64   ,0.48   ,0.35   ,1.61   ,1.96   ,0.71   ,2.03   ,0.83   ,2.45  ,-0.02   ,1.82   ,1.16
199512  ,-0.13  ,-3.82   ,1.30   ,0.41  ,-1.25   ,1.35   ,6.08   ,2.58   ,2.19   ,1.48   ,5.46   ,2.03   ,1.72   ,4.01   ,2.56   ,0.94   ,4.80   ,4.68   ,2.66   ,2.35   ,3.80   ,3.02   ,4.89   ,2.86   ,3.82
199601  ,12.54   ,5.39   ,6.35   ,4.63   ,9.10   ,8.89   ,5.97   ,3.21   ,7.99  ,10.13   ,3.76   ,9.52   ,6.05   ,6.05   ,8.57  ,11.72   ,4.99   ,8.57   ,6.28  ,11.08   ,6.80   ,7.71  ,11.62   ,7.51  ,18.13
199602   ,4.80   ,2.04   ,2.46   ,4.63   ,3.56   ,3.57   ,0.78   ,2.59   ,1.40   ,1.63   ,2.93  ,-0.15   ,1.80   ,2.82   ,2.68  ,-0.75   ,2.70   ,2.92   ,3.67   ,3.09   ,1.37   ,0.90  ,-1.50   ,0.30  ,-2.82
199603   ,0.12  ,-1.54   ,0.63  ,-0.28   ,0.18   ,0.69  ,-1.74  ,-1.00   ,0.92  ,-1.77  ,-3.82   ,0.01   ,2.31   ,1.50  ,-2.38  ,-0.79   ,1.12   ,1.94  ,-0.94  ,-0.30  ,-0.48  ,-0.97  ,-1.41  ,-0.97  ,-0.31
199604   ,2.06   ,1.31   ,3.30   ,6.18   ,1.64   ,2.49   ,5.31   ,3.78   ,3.23   ,3.97   ,5.76   ,0.57   ,3.89   ,3.83   ,1.09   ,1.94   ,2.52   ,3.71   ,1.02   ,1.73   ,1.25   ,2.42   ,2.15   ,3.07  ,-0.66
199605   ,4.38   ,0.32   ,1.80   ,4.11   ,3.83   ,3.00   ,6.41   ,0.85   ,1.80  ,-1.09   ,1.07  ,-0.36  ,-1.40   ,1.24   ,0.72  ,-2.06   ,1.34  ,-1.96  ,-2.52   ,0.10   ,2.36   ,1.19   ,1.57  ,-0.14   ,2.15
199606  ,-4.09  ,-2.24  ,-3.81  ,-2.74  ,-0.95  ,-0.50  ,-3.80   ,0.03  ,-2.03  ,-0.79  ,-5.04  ,-0.99  ,-0.95  ,-0.23   ,0.13  ,-2.46  ,-2.98   ,1.15   ,0.07   ,1.62  ,-3.63  ,-1.72  ,-0.97  ,-0.86  ,-1.47
199607  ,-8.88  ,-6.58  ,-6.29  ,-4.98  ,-2.25  ,-9.09  ,-6.75  ,-2.68  ,-4.37  ,-2.22  ,-7.00  ,-6.49  ,-4.49  ,-5.77  ,-3.66  ,-5.50  ,-7.52  ,-3.77  ,-4.57  ,-1.31  ,-5.55  ,-4.67  ,-4.70  ,-5.03  ,-4.28
199608   ,7.47   ,5.10   ,5.36   ,3.04   ,2.57   ,6.87   ,6.09   ,3.57   ,6.09   ,0.16   ,7.64   ,8.28   ,3.67   ,1.55   ,1.64   ,3.97   ,4.52   ,6.74   ,5.01  ,-1.06   ,2.79   ,3.75   ,6.16   ,4.42   ,6.94
199609   ,4.90   ,2.65   ,3.17   ,1.21   ,3.74  ,-1.64   ,1.67   ,2.64   ,2.18   ,3.47   ,3.98   ,3.39   ,2.32   ,0.53   ,2.76  ,-2.32   ,1.89   ,2.90   ,4.33   ,1.54   ,1.66   ,3.36   ,4.66   ,1.46   ,4.57
199610   ,4.43   ,3.71   ,7.04   ,4.48   ,7.20   ,1.89   ,4.67   ,3.01   ,5.65   ,5.66   ,3.64   ,1.61   ,2.97   ,0.25   ,1.15   ,1.03   ,0.49   ,4.04   ,0.93   ,2.95   ,1.82   ,3.41   ,3.83   ,2.07   ,1.88
199611  ,13.92   ,8.44   ,5.52   ,7.34   ,9.97   ,3.92   ,4.67   ,4.65   ,5.58   ,8.17   ,7.06   ,6.76   ,6.70   ,7.88   ,9.52   ,5.51   ,6.15   ,4.49   ,7.94  ,12.67   ,2.04   ,6.88   ,8.96   ,4.86  ,16.09
199612  ,-3.61  ,-0.23   ,1.74  ,-0.61   ,0.74  ,-2.15   ,0.29  ,-3.11  ,-1.17   ,2.67   ,1.66  ,-3.94   ,0.64   ,0.10  ,-0.27  ,-0.00   ,1.74  ,-0.53   ,1.21  ,-0.69  ,-0.84   ,0.80   ,0.13   ,0.94  ,-1.46
199701  ,-0.52  ,-0.64  ,-3.17   ,0.05   ,2.03   ,0.69  ,-1.02   ,0.25  ,-2.64   ,3.09   ,3.45   ,1.17  ,-2.58  ,-0.53  ,-0.60  ,-4.94  ,-0.97  ,-1.46  ,-0.83  ,-2.60   ,1.36  ,-3.40  ,-3.15  ,-2.53  ,-2.10
199702   ,8.92   ,8.90   ,4.68   ,4.46   ,6.13   ,2.77   ,6.49   ,3.70   ,4.88   ,2.17   ,3.25   ,2.40   ,5.30   ,2.97   ,2.47   ,5.81   ,1.16   ,3.32   ,0.23   ,4.41  ,-0.31   ,0.00   ,3.03   ,0.02  ,-0.21
199703  ,-5.53  ,-3.97  ,-1.97  ,-1.67   ,0.83  ,-6.51  ,-2.52  ,-2.50  ,-1.27  ,-1.11  ,-6.28  ,-2.90  ,-1.98  ,-2.03  ,-4.51  ,-5.90  ,-4.98  ,-3.50  ,-1.51  ,-4.30  ,-5.71  ,-3.07  ,-2.24  ,-5.97  ,-8.63
199704  ,-3.32  ,-3.54  ,-1.14  ,-1.30   ,6.93  ,-1.41  ,-2.43  ,-0.66  ,-1.21   ,1.32  ,-1.84   ,0.18   ,2.35  ,-0.35   ,1.94  ,-1.12   ,2.69  ,-1.01   ,1.57   ,1.40  ,-2.78   ,2.26   ,1.52   ,0.34   ,0.08
199705   ,5.12   ,3.60   ,3.30   ,6.18   ,6.18   ,1.91   ,4.05   ,3.07   ,5.49   ,7.21   ,5.11   ,3.39   ,3.10   ,9.25   ,7.35   ,4.16   ,3.99   ,2.49   ,4.40   ,6.07  ,10.36   ,8.32   ,6.63   ,4.66  ,10.57
