Date,SMALL LoBM LoOP,ME1 BM1 OP2,ME1 BM1 OP3,ME1 BM1 HiOP,ME1 BM2 LoOP,ME1 BM2 OP2,ME1 BM2 OP3,ME1 BM2 HiOP,ME1 BM3 LoOP,ME1 BM3 OP2,ME1 BM3 OP3,ME1 BM3 HiOP,ME1 BM4 LoOP,ME1 BM4 OP2,ME1 BM4 OP3,SMALL HiBM HiOP,BIG LoBM LoOP,ME2 BM1 OP2,ME2 BM1 OP3,ME2 BM1 HiOP,ME2 BM2 LoOP,ME2 BM2 OP2,ME2 BM2 OP3,ME2 BM2 HiOP,ME2 BM3 LoOP,ME2 BM3 OP2,ME2 BM3 OP3,ME2 BM3 HiOP,ME2 BM4 LoOP,ME2 BM4 OP2,ME2 BM4 OP3,BIG HiBM HiOP
199105     ,7.08     ,3.84     ,5.40     ,5.26     ,3.00     ,5.08     ,5.60     ,5.60     ,4.29     ,4.21     ,3.41     ,2.92     ,2.68     ,4.10     ,1.77     ,2.92     ,3.29     ,4.10     ,6.14     ,3.70     ,5.73     ,5.39     ,3.68    ,-0.33     ,2.40     ,6.33     ,2.46     ,8.31     ,5.80     ,8.94     ,5.86    ,12.16
199106    ,-6.85    ,-7.61    ,-4.72    ,-3.26    ,-2.78    ,-2.63    ,-2.76    ,-4.05    ,-6.09    ,-2.52    ,-2.81    ,-0.63    ,-6.05    ,-2.16    ,-1.85     ,0.45    ,-6.84    ,-4.67    ,-6.92    ,-3.78    ,-5.38    ,-6.42    ,-3.21    ,-3.37    ,-5.29    ,-6.01    ,-2.00    ,-4.84    ,-5.13    ,-5.50    ,-3.16    ,-0.95
199107     ,4.03     ,6.18     ,2.97     ,4.94     ,2.84     ,4.19     ,2.78     ,1.43     ,1.61     ,2.42     ,1.24     ,3.86     ,4.74     ,3.37     ,2.90     ,4.18    ,11.28    ,-2.10     ,7.12     ,6.73     ,1.29     ,5.20     ,2.27     ,3.60     ,3.22     ,3.38     ,4.95     ,4.90     ,3.78     ,2.48     ,2.77     ,6.19
199108     ,3.82     ,5.34     ,4.44     ,5.00    ,-1.92     ,4.00     ,2.45     ,2.27     ,5.88     ,2.10     ,3.09     ,1.45     ,3.02     ,5.33     ,1.68    ,-1.34     ,3.01     ,1.93     ,4.60     ,4.05    ,-1.32     ,2.87     ,1.94     ,2.17     ,3.52     ,1.72     ,0.77     ,2.06     ,1.39     ,0.66     ,4.94     ,3.43
199109     ,8.58    ,-0.16    ,-0.62    ,-0.59     ,0.64    ,-0.23     ,0.82     ,1.44    ,-1.07     ,0.65     ,0.01     ,0.30    ,-6.00    ,-2.35     ,1.36    ,-0.34     ,4.18    ,-1.26    ,-2.42    ,-2.58    ,-1.77    ,-1.37    ,-2.44    ,-0.46    ,-1.14    ,-0.96     ,1.67     ,0.59    ,-2.63    ,-1.23    ,-4.56    ,-3.47
199110     ,7.77     ,4.10     ,1.96     ,1.46     ,4.58     ,4.46     ,1.94     ,2.71     ,5.80     ,1.77     ,2.24     ,0.35     ,5.51     ,1.75     ,3.51     ,3.60    ,10.11     ,4.67     ,3.12     ,1.61     ,0.49     ,3.84     ,1.48     ,0.19    ,-2.10     ,2.34     ,1.02     ,2.47     ,3.59     ,1.79     ,2.32     ,0.47
199111    ,-7.18    ,-8.17    ,-2.09    ,-4.82    ,-8.55    ,-3.67    ,-2.58    ,-3.41    ,-7.64    ,-4.37    ,-3.38    ,-8.96    ,-5.52    ,-5.83    ,-8.02    ,-7.86    ,-4.06    ,-2.31    ,-2.65    ,-0.76    ,-6.27    ,-4.57    ,-4.71    ,-5.62    ,-1.95    ,-5.38    ,-3.39    ,-6.31    ,-4.53    ,-5.31   ,-10.59   ,-11.87
199112     ,8.55    ,11.85     ,9.74     ,9.09     ,0.20     ,6.04     ,4.08     ,7.27     ,4.22     ,5.57     ,6.18     ,4.81     ,4.45    ,10.15     ,6.99     ,8.57    ,18.98    ,11.74    ,14.17    ,14.84     ,8.55    ,11.36     ,9.22     ,9.26     ,7.28    ,10.56     ,4.58     ,7.65     ,7.72     ,9.30    ,11.41    ,12.24
199201    ,14.70     ,5.21     ,3.84     ,6.58     ,9.64     ,6.94     ,5.14     ,7.97     ,9.08     ,9.43     ,8.19    ,13.69    ,20.02     ,8.73     ,8.99     ,8.79    ,-4.50    ,-0.08    ,-1.96    ,-3.09    ,-2.37    ,-4.32     ,0.10    ,-1.80    ,-0.66    ,-0.60    ,-1.52    ,-2.14     ,2.77     ,4.93     ,3.28    ,13.42
199202    ,-1.78     ,0.16    ,-0.10     ,2.85    ,-0.48     ,3.22     ,2.19     ,3.38     ,4.88     ,5.06     ,4.13     ,5.70    ,11.30     ,6.76    ,10.16     ,6.25    ,-5.16     ,0.83    ,-0.14     ,0.17     ,0.30     ,2.07     ,0.71    ,-1.39     ,0.85     ,3.35     ,0.45     ,0.10     ,5.04     ,6.31     ,4.78     ,6.96
199203    ,-6.53    ,-9.93    ,-4.97    ,-5.65    ,-3.49    ,-1.85    ,-0.76    ,-2.25    ,-2.49    ,-0.74    ,-1.15     ,0.56    ,-2.86     ,0.45    ,-0.39    ,-2.38    ,-8.07    ,-3.40    ,-4.18    ,-2.68    ,-2.77    ,-3.08    ,-3.78    ,-0.36    ,-0.09     ,0.12    ,-1.09    ,-2.07    ,-2.18    ,-2.34    ,-0.54    ,-0.31
199204   ,-12.33    ,-3.63    ,-3.94    ,-3.40    ,-6.00    ,-4.16    ,-1.78    ,-2.22    ,-5.18    ,-2.78    ,-2.41    ,-3.28    ,-0.35     ,1.44     ,2.49    ,-1.34    ,-8.55     ,0.05    ,-0.30    ,-0.07     ,0.56    ,-0.11     ,4.37     ,6.64     ,0.68     ,0.54     ,4.81     ,5.27     ,1.56     ,6.43     ,2.76     ,3.91
199205    ,-2.72    ,-0.73     ,0.38    ,-0.73     ,1.93     ,1.97     ,2.29    ,-1.87     ,1.09     ,0.58     ,0.00     ,0.48     ,5.54     ,2.23     ,4.52     ,1.06     ,4.90    ,-5.65     ,0.51     ,0.99     ,0.81     ,2.06     ,0.54    ,-0.19     ,2.25     ,0.66     ,0.57     ,0.43     ,0.20    ,-0.00    ,-1.25    ,-0.42
199206    ,-8.97    ,-7.18    ,-5.95    ,-4.77    ,-2.36    ,-5.03    ,-2.28    ,-1.67    ,-2.71    ,-2.95    ,-3.01    ,-6.70    ,-3.01    ,-1.45    ,-2.52    ,-7.33    ,-0.75     ,1.43    ,-1.78    ,-3.28    ,-1.64    ,-2.15    ,-0.76    ,-1.53    ,-2.15    ,-2.25    ,-0.15     ,0.61    ,-0.27     ,0.13     ,0.01    ,-3.58
199207     ,4.64    ,-0.92     ,1.40     ,1.87    ,-0.11     ,3.45     ,3.67     ,2.48     ,2.76     ,3.93     ,3.51     ,3.49     ,4.19     ,3.15     ,0.31     ,7.79     ,6.71     ,4.85     ,5.34     ,4.76     ,4.66     ,4.11     ,3.16     ,5.33     ,2.32     ,4.53     ,5.76     ,4.68     ,0.56     ,3.03     ,3.57     ,3.24
199208   ,-10.18    ,-7.58    ,-3.05    ,-1.56    ,-4.67    ,-1.57    ,-1.75    ,-0.85    ,-3.20    ,-1.25    ,-1.03    ,-1.04    ,-4.31    ,-2.68    ,-1.88    ,-1.48    ,-3.96    ,-1.75    ,-0.05    ,-0.70    ,-5.25    ,-3.74    ,-2.05    ,-0.42    ,-3.59    ,-1.44    ,-0.79    ,-1.69    ,-6.06    ,-2.96    ,-3.30    ,-4.25
199209     ,0.02    ,-0.99     ,2.19     ,2.04    ,-0.80     ,0.96     ,1.39     ,2.34     ,2.96    ,-0.43     ,2.83     ,0.45    ,-0.83    ,-0.49     ,1.60     ,3.60     ,0.42     ,0.81     ,1.79     ,0.38     ,2.02     ,2.74     ,1.20     ,2.78    ,-2.97     ,1.86    ,-0.35     ,0.78     ,0.40     ,1.48    ,-0.70     ,1.25
199210     ,3.36     ,7.20     ,4.64     ,5.30     ,0.84     ,2.21     ,2.25     ,3.29     ,2.90     ,1.11     ,1.49     ,2.25    ,-1.40     ,1.05     ,2.90     ,2.95     ,1.28     ,4.86     ,1.83     ,2.21     ,1.97     ,0.76     ,0.35    ,-0.08    ,-5.64     ,0.78     ,1.52    ,-0.67     ,0.78     ,0.99     ,0.09     ,1.90
199211    ,14.99    ,11.97     ,7.20     ,8.50     ,6.88     ,6.46     ,6.86     ,4.07     ,3.37     ,4.67     ,5.69     ,5.08     ,1.17     ,5.44     ,7.28    ,15.10     ,8.26     ,5.83     ,3.37     ,3.81     ,4.49     ,5.69     ,2.73     ,3.03     ,2.38     ,1.63    ,-0.04     ,2.61     ,5.34     ,2.85     ,4.40     ,7.55
199212     ,0.24     ,1.99     ,1.27     ,2.99     ,0.77     ,2.45     ,3.68     ,4.17     ,5.62     ,4.45     ,5.46     ,3.57     ,4.87     ,6.10     ,3.29     ,5.43     ,4.11    ,-1.91     ,0.61    ,-0.56     ,2.96     ,2.00     ,3.15     ,4.69    ,-4.34     ,1.01     ,3.06     ,3.84     ,4.04     ,2.59     ,1.19     ,3.85
199301    ,-1.03     ,0.23     ,1.66     ,2.54     ,3.09     ,0.93     ,3.63     ,3.31     ,4.43     ,5.21     ,5.84     ,5.64     ,8.20     ,8.98     ,7.33    ,16.22    ,-2.40    ,-1.92    ,-0.84    ,-2.28     ,0.16     ,2.48     ,0.24     ,1.69     ,2.66     ,1.22     ,2.04     ,0.94     ,5.43     ,2.10     ,5.45     ,1.71
199302   ,-11.42    ,-6.33    ,-5.70    ,-5.48    ,-1.19    ,-2.27    ,-0.17     ,0.83     ,2.76     ,2.04     ,1.46     ,0.99     ,3.76     ,2.04     ,2.01     ,1.09    ,-7.09    ,-8.81    ,-2.51    ,-2.76     ,2.41     ,2.62     ,1.54     ,3.69     ,3.52     ,3.74     ,5.92     ,4.90     ,2.01     ,2.15     ,2.61     ,4.01
199303     ,3.34    ,-1.84     ,0.87     ,3.11     ,4.30     ,1.72     ,3.63     ,4.05     ,4.69     ,3.69     ,3.68     ,3.25     ,4.60     ,4.95     ,3.05     ,9.53     ,2.93     ,5.31     ,2.70     ,0.57     ,5.29     ,3.68     ,2.69     ,2.24     ,2.17     ,2.76     ,2.65     ,1.76     ,4.81     ,2.70     ,1.26     ,1.28
199304    ,-2.16    ,-1.40    ,-4.20    ,-4.32    ,-0.34    ,-3.29    ,-2.08    ,-1.76     ,1.20    ,-0.72    ,-1.71    ,-3.67    ,-1.28    ,-2.95    ,-2.92    ,-2.42    ,-0.03    ,-1.45    ,-3.48    ,-6.02    ,-0.37    ,-4.13    ,-0.81    ,-2.23    ,-0.64     ,0.79     ,0.90    ,-0.44     ,0.32    ,-4.42    ,-1.79    ,-2.12
199305     ,7.26     ,7.91     ,5.96     ,5.63     ,3.88     ,6.63     ,3.45     ,3.50     ,5.81     ,3.34     ,3.02     ,2.26     ,4.03     ,3.67     ,2.14     ,1.39     ,4.12     ,7.38     ,3.35     ,3.77     ,3.47     ,2.30     ,2.84     ,3.47     ,5.80     ,2.28     ,0.84     ,1.32     ,1.15     ,0.77     ,0.90     ,2.03
199306     ,0.82     ,3.45    ,-0.18     ,0.73     ,0.04     ,2.04     ,0.76     ,1.52     ,3.46     ,0.33     ,1.16     ,2.71     ,2.13     ,2.09     ,1.85    ,-0.34     ,2.55    ,-2.68    ,-1.72    ,-2.26    ,-1.56     ,0.94    ,-0.62     ,2.41     ,0.36     ,0.33     ,3.64     ,0.12     ,3.33     ,0.97     ,3.19     ,2.32
199307    ,-1.46     ,1.09     ,0.66    ,-0.09    ,-1.58    ,-0.60     ,1.74     ,0.06    ,-0.22     ,1.50     ,2.78    ,-0.09     ,2.16     ,3.39     ,2.16     ,2.71     ,1.15     ,0.91    ,-2.94    ,-3.17     ,1.62    ,-1.07     ,0.36    ,-0.05     ,4.00    ,-0.09     ,1.82     ,2.93    ,-0.29     ,0.84     ,0.04     ,1.94
199308     ,5.27     ,4.57     ,4.68     ,4.26     ,5.18     ,4.29     ,3.61     ,4.79     ,4.69     ,4.15     ,5.00     ,3.38     ,3.27     ,4.10     ,4.12     ,2.25     ,6.78     ,0.42     ,4.10     ,3.12     ,5.93     ,4.98     ,3.56     ,4.97     ,3.52     ,3.22     ,3.69     ,3.37     ,4.22     ,3.83     ,1.41     ,4.22
199309     ,2.27     ,2.96     ,1.92     ,3.18     ,1.23     ,0.71     ,1.20     ,2.73     ,3.38     ,1.59     ,2.24     ,2.85     ,2.71     ,2.24     ,2.80     ,1.60     ,1.37    ,-1.41    ,-1.07    ,-1.40    ,-0.24    ,-0.24    ,-0.66    ,-1.00    ,-0.90     ,0.41     ,1.69    ,-0.21    ,-1.25     ,0.21     ,1.82     ,2.44
199310     ,8.92     ,2.80     ,2.78     ,4.15     ,6.58     ,3.16     ,0.36     ,2.89     ,4.46     ,2.42     ,1.75     ,2.20     ,7.32     ,2.35     ,4.31     ,5.14     ,7.24     ,4.89     ,2.98     ,4.60     ,2.25     ,2.22     ,0.82     ,1.73    ,-0.67    ,-1.73    ,-0.54     ,0.41     ,2.00    ,-2.17     ,1.56     ,4.55
199311    ,-4.85    ,-2.97    ,-3.05    ,-2.58    ,-0.97    ,-3.33    ,-2.63    ,-2.20    ,-3.81    ,-2.89    ,-3.14    ,-0.56    ,-3.60    ,-1.10    ,-3.46    ,-4.27    ,-1.97     ,0.43     ,1.62     ,0.43    ,-2.25    ,-1.91    ,-1.73    ,-2.59    ,-2.55    ,-1.47    ,-3.87    ,-4.04    ,-0.72    ,-1.64    ,-2.13    ,-2.58
199312    ,-2.37     ,4.30     ,4.55     ,3.19    ,-0.71     ,3.78     ,3.60     ,4.74     ,2.73     ,2.51     ,3.22     ,2.19     ,5.40     ,2.04     ,2.37     ,3.86     ,3.42     ,3.05    ,-1.69     ,1.43     ,2.32     ,1.42     ,3.13     ,0.75     ,1.57     ,2.19     ,2.82     ,0.86     ,2.65     ,2.65     ,2.43     ,3.45
199401     ,4.72     ,0.77     ,1.62     ,1.50     ,4.38     ,2.95     ,2.42     ,2.73     ,5.08     ,4.19     ,2.62     ,1.70     ,6.26     ,6.84     ,5.50     ,5.17     ,3.05     ,0.61     ,1.36     ,2.28     ,6.11     ,4.40     ,4.39     ,3.20     ,4.85     ,3.72     ,1.10     ,2.29     ,5.30     ,2.98     ,3.72     ,5.64
199402    ,-5.89    ,-2.20     ,0.69     ,0.43    ,-2.41    ,-0.63     ,1.13     ,0.32    ,-2.23    ,-1.39    ,-0.17    ,-1.77    ,-0.57    ,-1.27    ,-0.37    ,-0.34    ,-5.25    ,-0.45    ,-1.16    ,-2.81    ,-0.73    ,-0.23    ,-0.88    ,-1.89    ,-5.21    ,-2.05    ,-2.52    ,-5.86    ,-3.75    ,-3.88    ,-3.47    ,-5.02
199403    ,-7.83    ,-7.92    ,-5.91    ,-5.34    ,-6.09    ,-4.25    ,-4.89    ,-4.29    ,-4.89    ,-4.05    ,-3.77    ,-3.01    ,-5.06    ,-2.99    ,-3.84    ,-5.45    ,-9.47    ,-3.60    ,-4.87    ,-4.94    ,-1.57    ,-4.19    ,-3.82    ,-4.39    ,-4.84    ,-4.17    ,-4.58    ,-3.27    ,-3.92    ,-3.08    ,-4.61    ,-4.39
199404    ,-5.96     ,0.93     ,0.61    ,-0.45    ,-1.46     ,0.39     ,0.41     ,0.48     ,1.48     ,0.68     ,0.55     ,1.55     ,0.63     ,2.45     ,2.89     ,1.01    ,-2.04    ,-0.97    ,-0.94     ,1.74     ,1.00    ,-0.57    ,-0.14     ,1.51     ,1.77     ,2.59     ,2.73     ,2.34    ,-0.24     ,3.53     ,0.97    ,-0.44
199405    ,-1.39    ,-2.55    ,-1.34    ,-2.69    ,-3.14    ,-0.87    ,-1.24    ,-0.65    ,-0.97     ,0.75     ,0.64     ,0.28     ,0.08     ,1.17    ,-0.19     ,1.84    ,-0.75     ,1.35     ,0.68     ,1.33    ,-0.03     ,1.25     ,2.03     ,0.49     ,3.93     ,1.92    ,-0.87    ,-2.42     ,2.31     ,1.73    ,-1.24     ,0.75
199406    ,-8.53    ,-7.03    ,-5.85    ,-4.12    ,-6.83    ,-2.88    ,-1.99    ,-2.76    ,-2.77    ,-2.36    ,-1.58    ,-0.88    ,-2.25    ,-1.40    ,-1.48    ,-0.93    ,-5.84    ,-5.47    ,-2.37    ,-3.09    ,-4.44    ,-1.48    ,-3.85    ,-0.80    ,-2.38    ,-2.64    ,-2.05    ,-1.63    ,-3.00    ,-3.45    ,-1.80    ,-2.32
199407     ,0.04     ,0.64     ,2.39     ,2.23    ,-2.05     ,2.40     ,1.23     ,1.68     ,2.32     ,0.87     ,1.84     ,1.17     ,4.11     ,1.99     ,1.57     ,0.46     ,3.61     ,1.86     ,2.25     ,2.78     ,4.19     ,2.74     ,3.78     ,2.53     ,5.97     ,3.49     ,3.42     ,3.37     ,3.35     ,3.43     ,3.73     ,4.03
199408     ,6.76     ,5.93     ,7.71     ,6.26     ,5.71     ,6.04     ,3.66     ,4.87     ,3.01     ,2.49     ,2.87     ,5.44     ,2.39     ,2.63     ,4.58     ,3.96     ,7.93     ,8.03     ,5.99     ,6.29     ,7.25     ,5.58     ,3.01     ,3.60     ,3.32     ,4.15     ,1.43     ,0.86     ,5.10     ,3.10     ,4.28     ,5.01
199409    ,-2.21     ,2.07     ,3.09    ,-0.13    ,-0.41     ,1.60     ,1.11     ,0.85     ,1.88     ,0.97     ,1.30     ,1.35     ,1.51    ,-0.31    ,-1.11    ,-0.94     ,0.45    ,-1.17    ,-0.37    ,-0.12    ,-2.93    ,-1.76    ,-3.35    ,-3.20    ,-1.12    ,-1.00    ,-2.60    ,-5.76    ,-2.48    ,-3.17    ,-4.92    ,-3.26
199410    ,-3.26     ,1.31     ,2.97     ,1.49    ,-2.19     ,0.43     ,0.13     ,0.28    ,-0.82    ,-0.43    ,-0.27    ,-1.09    ,-0.63    ,-1.75    ,-1.87    ,-3.45     ,0.93     ,2.16     ,0.76     ,2.50    ,-1.88     ,2.46     ,3.67     ,0.84     ,3.33     ,0.64     ,2.81     ,2.73    ,-0.28     ,0.40     ,1.88    ,-0.14
199411    ,-4.07    ,-4.91    ,-3.45    ,-3.13    ,-6.63    ,-4.10    ,-2.44    ,-5.72    ,-4.52    ,-3.44    ,-3.47    ,-2.82    ,-5.26    ,-5.07    ,-4.05    ,-3.48    ,-6.26    ,-3.27    ,-1.94    ,-2.13    ,-4.14    ,-4.56    ,-5.29    ,-3.59    ,-4.11    ,-4.48    ,-1.32    ,-3.54    ,-4.40    ,-4.54    ,-6.46    ,-5.34
199412    ,-4.01     ,1.27     ,3.01     ,1.74    ,-1.69     ,1.72     ,1.53     ,2.83     ,0.75     ,1.70     ,1.72    ,-0.58    ,-0.00     ,0.26    ,-0.46    ,-1.30     ,0.85     ,0.26    ,-0.56     ,2.03     ,0.05     ,0.81     ,3.17     ,0.96     ,2.82     ,1.95    ,-0.44     ,1.13     ,1.85    ,-0.59    ,-0.00     ,2.75
199501    ,-1.31    ,-1.56    ,-0.94    ,-0.66     ,2.38     ,0.01    ,-1.18     ,0.41     ,1.40    ,-0.96     ,0.57     ,1.70    ,-0.18     ,1.76     ,1.29     ,2.83    ,-4.35    ,-2.70     ,3.74     ,1.97     ,2.37     ,0.18     ,0.90     ,3.22     ,2.06     ,0.52     ,3.23     ,1.77     ,1.92     ,3.51     ,6.07     ,3.00
199502     ,1.44     ,5.58     ,4.93     ,3.06     ,1.85     ,2.70     ,3.81     ,3.90     ,4.57     ,2.71     ,3.51     ,3.28     ,7.88     ,3.75     ,3.78     ,2.19     ,3.00     ,2.72     ,4.35     ,3.13     ,1.10     ,6.03     ,5.92     ,4.30     ,1.66     ,4.35     ,2.70     ,3.44     ,5.46     ,5.22     ,6.11     ,3.38
199503     ,3.17     ,3.45     ,3.66     ,2.67     ,6.74     ,3.57     ,1.96     ,0.43     ,2.04     ,2.81     ,1.68     ,0.94     ,0.06     ,2.51    ,-0.98     ,1.28     ,2.76     ,1.79     ,3.97     ,3.16     ,5.85     ,3.19     ,2.93     ,3.29     ,3.29     ,3.90     ,2.51     ,1.37     ,2.35     ,1.45    ,-1.54     ,3.49
199504     ,3.09     ,1.00    ,-0.66     ,1.34     ,4.42     ,2.47     ,3.54     ,3.19     ,2.15     ,3.59     ,2.55     ,2.52     ,3.07     ,4.50     ,3.54     ,3.30     ,0.50    ,-1.94    ,-1.90     ,3.44     ,1.27     ,0.76     ,3.35     ,4.50     ,2.68     ,1.78     ,2.24     ,3.32     ,3.90     ,2.38     ,3.29     ,3.81
199505     ,3.28     ,1.26     ,1.00     ,1.57     ,2.12     ,1.63     ,1.52     ,2.25     ,3.66     ,2.37     ,2.48     ,2.47     ,2.38     ,2.24     ,2.68     ,0.88    ,-0.33     ,0.71     ,4.78     ,3.67     ,1.19     ,3.67     ,2.81     ,2.71     ,2.52     ,3.39     ,5.68     ,3.31     ,3.84     ,5.70     ,7.87     ,2.40
199506     ,9.74     ,8.33     ,8.25     ,7.32     ,8.97     ,3.63     ,5.36     ,3.91     ,7.10     ,4.09     ,4.24     ,2.76     ,6.50     ,4.80     ,3.13     ,1.13     ,7.30     ,5.25     ,5.35     ,3.38     ,2.56     ,3.46     ,1.27     ,3.89     ,1.94     ,2.05    ,-1.12     ,2.68     ,2.25     ,1.37     ,1.02     ,4.96
199507     ,8.50     ,5.63     ,8.57     ,9.07     ,6.23     ,3.87     ,4.20     ,3.99     ,4.47     ,3.92     ,4.60     ,4.83     ,7.22     ,4.24     ,3.85     ,4.11     ,8.55     ,8.64     ,4.88     ,3.03     ,4.87     ,4.40     ,3.84     ,3.57     ,4.31     ,2.91     ,2.28     ,7.87     ,3.75     ,3.45     ,4.26    ,-0.26
199508     ,3.61     ,2.92    ,-0.94     ,1.82     ,6.57     ,0.19     ,2.23     ,1.70     ,5.83     ,3.45     ,2.74     ,3.21     ,5.92     ,4.41     ,2.35    ,-1.55     ,3.95    ,-2.73    ,-1.92     ,0.82     ,1.86    ,-0.25    ,-0.85    ,-0.18     ,1.81    ,-0.91     ,0.81     ,1.16     ,3.21     ,3.46     ,3.00     ,1.87
199509     ,4.35     ,2.42     ,3.00     ,2.61     ,0.88     ,3.23     ,1.79     ,0.54     ,4.27     ,2.49     ,1.79    ,-0.48     ,1.39     ,5.24     ,1.20     ,0.48     ,1.26     ,0.61     ,2.66     ,6.47     ,1.41     ,2.52     ,1.93     ,3.86     ,3.39     ,3.00     ,3.96     ,0.55     ,1.90     ,4.51     ,5.66     ,3.78
