Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199105  ,-4.69  ,-1.68  ,-5.04  ,-0.38   ,1.01  ,-3.47  ,-2.49  ,-0.81  ,-0.94  ,-3.87  ,-2.78  ,-1.23  ,-1.65  ,-1.34  ,-3.49  ,-3.18  ,-1.04  ,-1.77  ,-1.40  ,-1.17  ,-2.65  ,-0.40  ,-0.65  ,-1.20  ,-3.03
199106  ,-8.20  ,-6.56  ,-3.97  ,-0.69  ,-4.09  ,-6.05  ,-6.77  ,-5.97  ,-5.00  ,-4.29  ,-7.86  ,-2.89  ,-6.41  ,-4.31  ,-3.32  ,-9.55  ,-7.02  ,-6.26  ,-6.31  ,-5.48  ,-8.68  ,-7.66  ,-7.25  ,-9.64  ,-2.82
199107  ,-0.24  ,-2.90  ,-3.24  ,-2.55  ,-3.94  ,-1.97   ,0.24   ,0.62  ,-0.67  ,-1.52   ,0.31   ,0.25  ,-2.47  ,-0.04  ,-0.38  ,-2.67   ,0.33   ,0.68  ,-0.04   ,1.34   ,2.14   ,2.04   ,4.11   ,3.83   ,3.91
199108 ,-11.54  ,-9.60 ,-11.45  ,-9.45 ,-11.55 ,-11.03 ,-13.11 ,-12.16 ,-12.77 ,-11.13 ,-10.53  ,-9.67 ,-11.29 ,-10.97 ,-10.01 ,-11.20 ,-10.18 ,-10.23  ,-9.67 ,-11.60  ,-6.38  ,-3.64  ,-5.36  ,-6.76  ,-6.66
199109   ,7.84   ,9.93  ,10.58   ,7.17  ,10.72  ,10.13  ,13.54  ,12.92  ,12.11  ,11.16  ,12.01  ,13.24  ,11.44  ,11.02  ,10.40  ,14.66  ,11.67  ,13.59  ,13.50  ,12.64   ,9.46   ,7.15   ,9.07  ,10.07   ,7.24
199110   ,9.89   ,7.98   ,5.34   ,5.74   ,3.71   ,9.48   ,7.04   ,7.88   ,5.30   ,4.82   ,7.74   ,8.49   ,5.36   ,2.91   ,5.17   ,5.61   ,5.79   ,4.43   ,3.26   ,4.22   ,6.58   ,5.77   ,3.91   ,2.00   ,3.07
199111  ,-8.10  ,-9.06  ,-9.94  ,-9.23 ,-10.65  ,-9.55 ,-12.01 ,-10.55 ,-10.93 ,-10.56 ,-12.18  ,-7.34 ,-11.04  ,-9.28  ,-9.92 ,-12.06 ,-11.47 ,-10.16  ,-8.78  ,-9.05  ,-9.03  ,-6.11  ,-6.01  ,-7.86  ,-9.29
199112   ,5.78   ,3.49   ,4.17   ,2.86   ,3.99   ,5.25   ,5.74   ,3.35   ,3.14   ,4.41   ,4.83   ,1.25   ,3.65   ,3.00   ,3.71   ,3.90   ,3.30   ,4.16   ,3.82   ,2.75   ,3.51   ,1.95   ,2.58   ,4.11   ,4.18
199201  ,-7.62  ,-7.43  ,-8.98  ,-8.90  ,-6.64  ,-4.37  ,-7.61  ,-7.41  ,-6.40  ,-4.31  ,-6.11  ,-3.89  ,-4.33  ,-4.95  ,-5.78  ,-3.10  ,-4.55  ,-4.43  ,-3.33  ,-2.81  ,-6.22  ,-7.92  ,-5.29  ,-3.59  ,-2.71
199202  ,-4.31  ,-3.58  ,-5.16  ,-2.93  ,-2.42  ,-4.18  ,-3.43  ,-3.09  ,-5.57  ,-5.02  ,-3.99  ,-5.62  ,-4.81  ,-3.89  ,-4.88  ,-2.54  ,-4.65  ,-4.02  ,-4.71  ,-6.22  ,-8.36  ,-6.98  ,-8.25  ,-6.75  ,-8.81
199203 ,-14.27  ,-8.54 ,-11.12 ,-12.46 ,-11.42 ,-14.21 ,-13.56 ,-10.14 ,-11.60 ,-12.38 ,-14.58 ,-13.28 ,-11.43 ,-11.77 ,-10.94 ,-10.02 ,-11.61  ,-9.84 ,-10.54 ,-10.65 ,-13.00 ,-11.38 ,-10.52  ,-8.93 ,-10.10
199204 ,-12.53 ,-11.90 ,-10.01  ,-9.86  ,-6.58 ,-11.06 ,-10.01 ,-12.46 ,-11.61  ,-9.07 ,-13.34 ,-11.66 ,-10.13  ,-7.42  ,-7.62 ,-10.95 ,-11.26  ,-6.84  ,-9.21  ,-6.34  ,-9.37 ,-10.16  ,-7.61  ,-3.39   ,0.67
199205  ,13.93  ,12.03  ,14.13  ,13.00  ,12.79  ,15.65  ,14.43  ,15.91  ,15.18  ,11.81  ,17.85  ,16.47  ,15.25   ,9.64  ,10.33  ,12.79  ,13.11  ,11.20  ,10.22  ,11.66  ,10.15   ,7.90   ,8.25   ,8.18   ,6.16
199206  ,-8.18  ,-8.22  ,-8.29  ,-7.14  ,-8.19 ,-11.09 ,-11.21  ,-8.21  ,-7.56  ,-8.82 ,-12.85 ,-10.66  ,-7.78  ,-8.88  ,-6.25  ,-9.82  ,-9.00  ,-8.27  ,-8.17  ,-7.36  ,-9.71  ,-9.84  ,-8.90  ,-5.98  ,-7.97
199207  ,-8.65  ,-8.44  ,-6.59  ,-7.60  ,-7.55  ,-9.41  ,-8.51  ,-8.45  ,-6.58  ,-5.85  ,-7.70  ,-8.29  ,-7.99  ,-6.35  ,-8.18  ,-7.88  ,-8.95  ,-5.57  ,-5.17  ,-6.90   ,1.98  ,-0.83  ,-3.93  ,-2.92  ,-3.58
199208  ,11.62   ,8.52   ,7.81   ,8.99   ,7.26  ,11.34  ,10.58  ,11.48  ,10.23   ,9.77  ,16.56  ,14.01  ,13.35  ,11.88  ,12.00  ,17.55  ,17.39  ,14.13  ,14.15  ,15.84  ,24.26  ,17.68  ,16.53  ,13.98  ,11.81
199209   ,4.00   ,2.86   ,4.52   ,0.61   ,2.31   ,0.46  ,-0.42   ,3.26   ,1.03  ,-0.53   ,0.36  ,-1.26  ,-0.14  ,-0.99  ,-2.20  ,-3.37  ,-2.59  ,-0.62  ,-1.10  ,-2.81  ,-3.21  ,-3.79  ,-2.15  ,-3.13  ,-2.50
199210  ,-8.87  ,-6.44  ,-5.99  ,-5.88  ,-8.06  ,-8.94  ,-7.64  ,-6.51  ,-5.80  ,-6.38  ,-6.85  ,-7.57  ,-4.97  ,-5.45  ,-4.59  ,-7.31  ,-8.28  ,-6.15  ,-4.81  ,-4.48  ,-4.49  ,-5.20  ,-5.75  ,-5.05  ,-3.50
199211  ,-1.77  ,-0.63  ,-3.36  ,-2.87  ,-1.63  ,-0.30  ,-1.89  ,-1.25  ,-0.68  ,-1.10   ,1.59   ,1.03   ,1.02   ,0.14  ,-0.40   ,3.65   ,3.76   ,1.75   ,0.76   ,1.32   ,4.15   ,2.30   ,1.90   ,1.45   ,2.02
199212   ,0.25   ,1.18   ,3.01   ,3.83   ,4.59   ,1.25   ,0.54  ,-0.26   ,2.08   ,1.63  ,-1.60  ,-1.73   ,1.13   ,1.96   ,2.00  ,-3.47  ,-3.14  ,-3.02  ,-0.99   ,0.26  ,-1.57  ,-0.70  ,-1.17  ,-1.80   ,0.60
199301  ,-3.40  ,-3.58  ,-2.50  ,-4.18  ,-2.26  ,-3.52  ,-2.10  ,-2.45  ,-0.49  ,-1.25  ,-0.56  ,-1.46  ,-3.07  ,-1.77  ,-2.00  ,-1.13  ,-0.77  ,-0.42  ,-0.93  ,-2.38   ,0.38  ,-1.02  ,-0.35  ,-0.24  ,-0.58
199302   ,5.62   ,8.16   ,7.19   ,9.56  ,10.92   ,6.71   ,5.04   ,5.67   ,4.46   ,5.51   ,3.83   ,7.46   ,4.79   ,5.56   ,4.75   ,6.04   ,5.96   ,3.98   ,4.05   ,4.85   ,4.14   ,6.42   ,3.63   ,3.95   ,2.15
199303  ,16.22  ,16.64  ,15.31  ,16.71  ,15.87  ,18.01  ,17.98  ,15.86  ,16.18  ,17.57  ,14.38  ,14.41  ,16.45  ,18.08  ,19.54  ,14.87  ,15.67  ,13.33  ,12.96  ,17.41  ,10.71  ,19.16  ,14.36  ,17.66  ,20.10
199304  ,17.83  ,19.28  ,18.08  ,18.02  ,19.89  ,17.26  ,16.82  ,18.53  ,16.79  ,20.78  ,15.79  ,15.95  ,16.95  ,18.09  ,21.11  ,13.65  ,14.46  ,16.58  ,17.00  ,19.83  ,13.08  ,16.33  ,19.48  ,18.88  ,19.34
199305  ,22.06  ,22.53  ,21.39  ,23.66  ,21.76  ,13.17  ,17.73  ,15.60  ,15.91  ,14.41   ,8.58  ,11.43  ,10.24  ,12.95  ,11.85   ,6.87   ,8.22   ,8.35   ,7.83   ,7.98   ,6.77   ,3.63   ,2.88   ,2.07  ,-0.75
199306  ,-6.44  ,-7.30  ,-7.03  ,-5.62  ,-6.57  ,-3.70  ,-5.07  ,-6.30  ,-5.58  ,-7.77  ,-6.68  ,-6.48  ,-8.26  ,-6.21  ,-5.91  ,-7.05  ,-5.65  ,-5.03  ,-4.44  ,-3.65  ,-0.85  ,-2.86  ,-4.53  ,-5.29  ,-5.46
199307   ,1.03   ,0.58   ,2.04   ,1.12   ,0.80   ,3.83   ,2.07   ,4.22   ,3.02   ,3.74   ,2.50   ,3.82   ,4.40   ,3.61   ,5.68   ,5.70   ,5.02   ,6.18   ,5.73   ,4.81   ,8.98   ,7.16   ,7.29   ,7.49   ,8.39
199308   ,0.51   ,1.26   ,1.80   ,2.56   ,1.16   ,4.90   ,3.78   ,1.36   ,2.71   ,0.91   ,2.41   ,1.21   ,2.67   ,1.87   ,2.23   ,2.43   ,2.43   ,3.33   ,1.30   ,0.67   ,2.53   ,1.93   ,1.63   ,3.83   ,3.90
199309  ,-5.71  ,-6.67  ,-1.54  ,-4.58  ,-5.81  ,-3.45  ,-3.33  ,-3.21  ,-4.56  ,-4.37  ,-2.66  ,-2.61  ,-2.86  ,-3.25  ,-5.35  ,-2.69  ,-2.64  ,-4.72  ,-4.34  ,-4.33  ,-4.28  ,-6.20  ,-6.55  ,-4.63  ,-4.73
199310  ,-8.97  ,-9.65  ,-9.33  ,-9.78  ,-9.52  ,-8.97 ,-10.14 ,-10.72 ,-10.33  ,-8.02  ,-8.87  ,-7.03  ,-8.73  ,-7.70  ,-7.11  ,-8.65  ,-7.02  ,-5.98  ,-5.52  ,-5.44  ,-2.32   ,0.19  ,-0.47  ,-1.44   ,0.62
199311 ,-16.42 ,-13.70 ,-15.33 ,-16.48 ,-14.06 ,-17.56 ,-18.22 ,-18.56 ,-19.71 ,-18.47 ,-17.25 ,-16.27 ,-18.04 ,-17.79 ,-21.34 ,-17.07 ,-15.76 ,-14.89 ,-16.03 ,-18.39 ,-15.08 ,-17.02 ,-14.08 ,-17.41 ,-14.28
199312   ,0.01  ,-0.47   ,1.28   ,1.61   ,0.57   ,0.94   ,3.05   ,1.56   ,4.57   ,2.70   ,0.82   ,2.67   ,1.90   ,2.72   ,3.87   ,0.17   ,0.10   ,2.17   ,3.33   ,2.03   ,0.49   ,2.16   ,1.40   ,3.38   ,5.70
199401  ,17.76  ,15.32  ,13.59  ,20.67  ,18.62  ,18.56  ,19.10  ,21.21  ,17.86  ,19.41  ,19.31  ,17.33  ,16.17  ,15.89  ,23.08  ,17.78  ,14.14  ,14.86  ,15.97  ,18.78  ,14.67  ,16.91  ,15.92  ,18.54  ,20.56
199402   ,4.55   ,5.06   ,4.65   ,5.02   ,6.26   ,3.89   ,2.80   ,5.24   ,4.36   ,7.50   ,3.90   ,5.43   ,4.23   ,5.33   ,5.28   ,3.37   ,6.30   ,3.38   ,5.19   ,5.75   ,2.57   ,2.68   ,4.02   ,4.48   ,6.33
199403   ,3.66   ,3.01   ,5.81   ,2.54   ,4.96   ,2.51   ,2.38   ,2.45   ,6.07   ,3.27   ,0.95   ,0.35   ,1.84   ,1.30   ,4.22  ,-0.73  ,-0.85   ,1.16   ,1.56   ,2.09  ,-3.51  ,-4.41  ,-2.55  ,-1.46  ,-1.95
199404   ,7.41  ,12.18   ,4.07   ,7.43   ,9.17   ,5.35   ,5.36   ,3.89   ,5.81   ,5.21   ,2.77   ,3.18   ,3.54   ,4.35   ,2.84   ,2.60   ,3.03   ,2.23   ,4.02   ,4.43   ,3.55   ,3.28   ,4.32   ,3.06   ,2.67
199405   ,0.89  ,-1.74   ,0.76   ,0.31   ,2.52  ,-2.14  ,-0.77   ,0.92   ,0.11   ,0.40   ,0.16  ,-1.97   ,0.25  ,-0.09   ,0.87   ,0.02   ,0.30   ,0.91   ,0.68   ,1.88   ,0.42  ,-0.34   ,3.19   ,4.77   ,4.53
199406  ,12.51  ,12.21  ,11.72  ,10.91  ,16.18   ,7.56   ,9.75   ,7.52  ,12.03  ,11.72   ,5.16   ,8.24   ,8.17  ,10.29  ,11.62   ,6.36   ,4.67   ,6.76   ,8.19  ,10.17   ,4.23   ,4.67   ,6.23   ,6.20   ,6.81
199407  ,-2.52  ,-3.08  ,-3.97  ,-2.19  ,-4.19  ,-3.11  ,-4.84  ,-2.48  ,-3.29  ,-2.40  ,-2.19  ,-4.16  ,-3.06  ,-4.15  ,-3.71  ,-2.77  ,-3.36  ,-2.49  ,-2.53  ,-4.09  ,-3.24  ,-4.06  ,-3.95  ,-4.17  ,-6.64
199408  ,-3.32  ,-2.57  ,-1.59  ,-2.60  ,-1.22  ,-1.70  ,-2.59   ,0.08  ,-1.32  ,-3.27  ,-2.08  ,-1.62  ,-0.02  ,-1.45  ,-0.32  ,-1.85  ,-1.46  ,-0.57  ,-0.22  ,-0.56   ,0.00   ,1.24   ,1.10  ,-1.36   ,2.17
199409  ,-5.40  ,-4.91  ,-4.84  ,-2.77  ,-4.14  ,-4.79  ,-4.16  ,-6.14  ,-4.43  ,-3.87  ,-5.32  ,-5.10  ,-2.78  ,-5.00  ,-3.87  ,-3.34  ,-5.63  ,-2.53  ,-2.62  ,-2.65  ,-3.49  ,-2.44  ,-2.04  ,-1.86  ,-2.55
199410   ,4.56   ,3.44   ,2.64   ,4.40   ,3.91   ,3.39   ,2.18   ,3.29   ,1.66   ,3.08   ,0.67   ,0.93   ,0.51   ,1.39   ,1.84   ,0.34   ,0.66   ,1.40   ,1.82   ,2.08   ,2.28   ,1.91   ,3.45   ,4.08   ,4.93
199411  ,-7.75  ,-7.13  ,-6.88  ,-6.69  ,-6.19  ,-7.60  ,-9.17  ,-7.49  ,-8.26  ,-8.65  ,-8.48  ,-7.45  ,-7.98  ,-8.05  ,-8.21  ,-7.32  ,-8.91  ,-5.95  ,-5.73  ,-7.59  ,-5.99  ,-4.85  ,-6.02  ,-6.73  ,-5.18
199412   ,2.37   ,4.72   ,3.24   ,0.21   ,0.93   ,1.95   ,3.81   ,1.39   ,2.42   ,3.01   ,2.50   ,2.66   ,1.19   ,4.12   ,3.71   ,2.31   ,2.76   ,3.21   ,2.37   ,2.60   ,2.57   ,1.72   ,1.69   ,1.11   ,1.56
199501  ,-4.63  ,-4.44  ,-6.91  ,-5.78  ,-6.22  ,-4.19  ,-5.65  ,-4.27  ,-2.11  ,-6.21  ,-3.00  ,-3.17  ,-2.86  ,-4.05  ,-7.45  ,-3.80  ,-3.61  ,-5.55  ,-5.13  ,-5.44  ,-5.42  ,-6.71  ,-7.04  ,-7.84 ,-10.06
199502  ,-4.88  ,-4.88  ,-5.23  ,-3.33  ,-4.34  ,-5.47  ,-6.95  ,-6.62  ,-7.55  ,-6.23  ,-8.45  ,-6.28  ,-6.38  ,-6.96  ,-6.15  ,-8.85  ,-6.70  ,-6.36  ,-4.96  ,-6.54  ,-4.33  ,-4.27  ,-6.01  ,-5.31  ,-4.14
199503   ,4.21   ,4.63   ,5.11   ,6.86   ,6.80   ,7.84   ,4.43   ,6.61   ,6.43   ,7.07   ,3.89   ,4.67   ,4.83   ,6.60   ,7.62   ,6.69   ,6.40   ,6.57   ,8.53   ,7.33   ,7.67  ,12.06   ,8.90  ,10.70  ,10.72
199504   ,3.01   ,1.37   ,1.22   ,0.13   ,1.07   ,0.72   ,2.46   ,2.61   ,1.72   ,2.00   ,2.95   ,1.59   ,2.61   ,2.37   ,3.06   ,3.42   ,4.67   ,3.82   ,3.24   ,3.13   ,6.49   ,4.20   ,4.82   ,3.27   ,1.80
199505  ,-8.08  ,-8.18  ,-9.19  ,-7.35  ,-6.86  ,-8.92 ,-10.74 ,-10.60  ,-9.51  ,-9.22 ,-10.03  ,-9.79  ,-9.20  ,-9.19 ,-10.06 ,-11.51  ,-8.14  ,-7.80  ,-5.15  ,-8.89  ,-4.19  ,-5.36  ,-6.55  ,-6.08  ,-8.11
199506  ,-8.16  ,-5.52  ,-5.44  ,-6.34  ,-4.40  ,-6.68  ,-4.28  ,-5.69  ,-3.71  ,-5.86  ,-4.67  ,-5.03  ,-4.46  ,-3.97  ,-5.16  ,-3.61  ,-6.05  ,-3.43  ,-4.07  ,-5.14  ,-5.17  ,-4.34  ,-3.70  ,-1.98  ,-2.89
199507   ,7.18   ,6.55   ,4.40   ,3.52   ,2.84   ,9.75   ,5.12   ,7.74   ,6.59   ,4.20   ,7.83   ,8.54   ,7.67   ,6.62   ,4.67   ,8.46   ,7.05   ,7.36   ,3.40   ,5.17   ,6.40   ,7.19   ,6.41   ,5.68   ,6.51
199508   ,0.95   ,1.27   ,0.49   ,0.17  ,-1.54   ,2.24  ,-1.79   ,3.13   ,2.31  ,-1.07   ,0.02   ,0.99  ,-0.48  ,-0.94  ,-2.11   ,0.91   ,1.21  ,-0.66  ,-1.38  ,-2.80  ,-3.31  ,-4.88  ,-2.60  ,-2.65  ,-1.20
199509  ,-5.01  ,-3.97  ,-3.78  ,-2.40  ,-4.15  ,-3.05  ,-4.47  ,-3.16  ,-3.59  ,-3.97  ,-1.75  ,-1.23  ,-3.50  ,-0.88  ,-5.39  ,-1.86  ,-2.64  ,-4.28  ,-3.48  ,-3.06  ,-0.42   ,0.19   ,0.52  ,-1.22  ,-3.66
199510  ,-1.45  ,-0.42  ,-0.11  ,-3.16  ,-2.48  ,-1.40  ,-1.87  ,-1.30  ,-2.26  ,-3.29  ,-2.44  ,-3.79  ,-4.01  ,-3.64  ,-3.08  ,-4.16  ,-3.05  ,-3.50  ,-0.73  ,-3.85  ,-3.66  ,-4.93  ,-4.72  ,-3.10  ,-4.85
199511   ,6.27   ,6.93   ,3.81   ,6.81   ,5.43   ,5.08   ,4.08   ,4.27   ,5.28   ,6.84   ,3.16   ,3.00   ,5.57   ,3.20   ,5.35   ,5.47   ,3.17   ,3.31   ,2.30   ,4.44   ,4.36   ,5.36   ,4.62   ,4.67   ,3.00
199512   ,7.00   ,7.01   ,8.61   ,9.06  ,11.42   ,6.38   ,3.85   ,5.57   ,5.08   ,8.90   ,3.78   ,5.01   ,6.95   ,7.13   ,5.88   ,3.95   ,5.12   ,6.02   ,4.61   ,5.42   ,3.07   ,5.49   ,3.77   ,5.34   ,7.05
199601   ,1.65   ,2.84   ,2.63   ,2.24   ,2.83   ,1.18   ,1.92   ,3.53   ,1.09   ,1.70   ,0.43   ,0.98   ,2.67   ,1.10   ,1.59   ,0.80   ,1.69   ,0.15   ,0.57   ,0.18  ,-3.20  ,-3.26  ,-0.79   ,0.54  ,-0.74
199602  ,-2.05  ,-4.28  ,-3.12  ,-2.93  ,-1.61  ,-1.60  ,-1.21  ,-1.75  ,-1.89  ,-2.86  ,-0.45  ,-1.30  ,-1.70  ,-1.35  ,-0.64  ,-0.35  ,-1.09  ,-1.11  ,-1.22  ,-1.57  ,-1.79  ,-1.28  ,-1.45  ,-0.90  ,-1.99
199603   ,5.54   ,2.31   ,0.51   ,4.34   ,1.04   ,2.26   ,1.87   ,1.04   ,2.99   ,1.28   ,2.02   ,1.78   ,3.29   ,2.74   ,1.76   ,3.07   ,2.63   ,4.02   ,2.90   ,3.40   ,3.10   ,4.10   ,3.17   ,1.82   ,2.52
199604  ,15.44  ,13.04  ,18.66  ,14.51  ,16.31  ,10.06   ,9.07   ,9.90   ,9.53   ,9.24   ,9.28  ,10.10  ,11.45   ,9.58  ,11.09   ,7.30   ,8.05   ,8.64   ,8.35   ,8.73   ,5.33   ,5.26   ,5.58   ,6.74   ,7.83
199605  ,-3.62  ,-2.90  ,-4.34  ,-2.99  ,-2.63  ,-3.30  ,-3.58  ,-3.28  ,-4.41  ,-2.79  ,-5.24  ,-2.04  ,-5.31  ,-4.16  ,-2.97  ,-4.38  ,-4.34  ,-5.25  ,-4.45  ,-3.69  ,-3.98  ,-5.44  ,-5.93  ,-2.89  ,-5.17
199606  ,-2.09  ,-0.29  ,-1.37  ,-2.30  ,-2.04  ,-1.58  ,-1.61  ,-2.45   ,0.60  ,-0.92   ,0.54  ,-0.23   ,0.42   ,0.39  ,-0.26  ,-0.16   ,1.04   ,0.62  ,-0.07   ,0.15   ,0.23  ,-0.50   ,0.04   ,3.15   ,1.13
199607  ,-6.76  ,-4.97  ,-3.23  ,-4.36  ,-2.76  ,-7.55  ,-6.84  ,-6.03  ,-5.83  ,-4.79  ,-7.20  ,-5.97  ,-5.76  ,-6.01  ,-6.39  ,-6.07  ,-5.32  ,-4.24  ,-4.82  ,-5.20  ,-4.96  ,-4.51  ,-3.87  ,-3.39  ,-5.65
199608  ,-3.16  ,-4.08  ,-4.72  ,-4.60  ,-3.70  ,-3.56  ,-4.13  ,-2.49  ,-4.32  ,-3.70  ,-3.08  ,-3.04  ,-4.95  ,-4.41  ,-4.29  ,-4.66  ,-4.79  ,-5.40  ,-4.64  ,-5.02  ,-3.82  ,-4.44  ,-4.87  ,-4.67  ,-3.95
199609  ,-0.59  ,-4.03  ,-3.12  ,-2.75  ,-2.36  ,-2.88  ,-1.18  ,-1.22  ,-0.32  ,-1.68   ,1.32  ,-0.49   ,0.22   ,0.83   ,0.89  ,-0.18   ,1.41   ,1.44   ,2.81   ,2.17   ,3.71   ,3.35   ,3.85   ,4.44   ,3.36
199610  ,-5.47  ,-3.93  ,-5.44  ,-2.89  ,-5.27  ,-6.52  ,-7.07  ,-6.46  ,-7.01  ,-5.91  ,-8.62  ,-7.33  ,-6.99  ,-7.85  ,-7.17  ,-6.72  ,-7.69  ,-6.53  ,-5.91  ,-6.73  ,-7.04  ,-6.71  ,-6.82  ,-7.24  ,-6.76
199611  ,-5.98  ,-4.31  ,-4.84  ,-3.42  ,-4.03  ,-3.79  ,-3.41  ,-4.05  ,-3.13  ,-2.92  ,-1.88  ,-2.51  ,-2.22  ,-2.67  ,-3.41  ,-2.68   ,0.11  ,-1.75  ,-1.46  ,-1.89   ,0.21   ,1.86   ,2.84   ,3.68   ,1.07
199612 ,-11.43 ,-11.94 ,-10.67  ,-9.14  ,-9.40 ,-11.16 ,-11.72 ,-11.04  ,-9.73 ,-10.21 ,-10.31 ,-10.26 ,-10.79 ,-10.59 ,-10.19  ,-9.17  ,-8.94  ,-9.56  ,-8.03  ,-7.75  ,-7.97  ,-6.57  ,-5.07  ,-3.55  ,-5.90
199701 ,-10.44  ,-9.59  ,-9.26 ,-12.87  ,-9.84  ,-9.53 ,-10.30  ,-9.44 ,-11.37 ,-11.21  ,-7.80  ,-8.47  ,-8.24  ,-9.61  ,-9.93 ,-10.06  ,-9.00 ,-10.08  ,-9.21 ,-11.10 ,-13.16 ,-10.82 ,-10.09  ,-9.02  ,-8.00
199702  ,-2.49  ,-1.69  ,-0.43  ,-1.71  ,-0.46  ,-1.59  ,-0.45  ,-0.31   ,0.70  ,-0.35  ,-0.51  ,-0.24  ,-0.99  ,-0.23   ,0.26  ,-0.22  ,-0.40   ,0.76   ,1.05  ,-0.33   ,4.29   ,2.88   ,0.76   ,0.84   ,0.34
199703  ,-8.09  ,-7.72  ,-7.08  ,-6.65  ,-7.12  ,-8.37  ,-7.94  ,-7.77  ,-5.84  ,-5.94  ,-7.64  ,-7.97  ,-7.01  ,-7.63  ,-5.95  ,-7.47  ,-6.46  ,-6.36  ,-4.21  ,-4.86  ,-3.47  ,-3.40  ,-2.34  ,-2.42  ,-0.43
