Date,SMALL LoBM LoOP,ME1 BM1 OP2,ME1 BM1 OP3,ME1 BM1 HiOP,ME1 BM2 LoOP,ME1 BM2 OP2,ME1 BM2 OP3,ME1 BM2 HiOP,ME1 BM3 LoOP,ME1 BM3 OP2,ME1 BM3 OP3,ME1 BM3 HiOP,ME1 BM4 LoOP,ME1 BM4 OP2,ME1 BM4 OP3,SMALL HiBM HiOP,BIG LoBM LoOP,ME2 BM1 OP2,ME2 BM1 OP3,ME2 BM1 HiOP,ME2 BM2 LoOP,ME2 BM2 OP2,ME2 BM2 OP3,ME2 BM2 HiOP,ME2 BM3 LoOP,ME2 BM3 OP2,ME2 BM3 OP3,ME2 BM3 HiOP,ME2 BM4 LoOP,ME2 BM4 OP2,ME2 BM4 OP3,BIG HiBM HiOP
199105    ,-1.64    ,-0.94    ,-2.00    ,-2.42    ,-2.08    ,-2.67    ,-1.96    ,-0.39    ,-1.90    ,-2.06    ,-1.09    ,-2.30    ,-5.18    ,-0.84    ,-2.35    ,10.54     ,1.24     ,1.43     ,2.72     ,1.06     ,0.92     ,3.04    ,-0.04     ,2.40    ,-0.52     ,1.81     ,1.12     ,0.12    ,-0.02     ,2.78     ,4.75     ,3.54
199106    ,-6.61    ,-5.18    ,-5.88    ,-6.13    ,-6.32    ,-6.77    ,-6.12    ,-6.68    ,-7.54    ,-6.77    ,-6.47    ,-4.73    ,-6.44    ,-5.57    ,-6.10   ,-11.76    ,-6.82   ,-10.28    ,-4.89    ,-6.12    ,-7.22    ,-6.78    ,-6.49    ,-8.26    ,-7.95    ,-8.03    ,-5.34    ,-7.07    ,-8.41    ,-8.32    ,-7.80    ,-7.78
199107     ,0.81     ,2.34     ,2.78     ,3.91    ,-1.01     ,2.99     ,3.08     ,3.85     ,2.52     ,3.52     ,3.15     ,3.41     ,1.35     ,2.78     ,3.50     ,5.38    ,-2.46     ,1.32    ,10.64     ,7.82     ,3.37     ,4.79     ,7.39     ,8.06     ,4.07     ,9.41     ,5.66     ,4.59     ,4.33     ,7.18     ,5.02     ,3.23
199108    ,-1.48    ,-0.00     ,0.30     ,2.57    ,-0.25     ,0.29     ,2.69     ,3.84    ,-2.03     ,0.52     ,3.26     ,0.69    ,-1.53     ,1.15    ,-0.51     ,4.33    ,-0.18    ,-1.03     ,0.40     ,3.48     ,0.87     ,0.39     ,3.42     ,1.56     ,1.00     ,0.92     ,2.17     ,4.13     ,2.77     ,1.36     ,2.52     ,4.89
199109     ,1.47     ,3.27     ,5.81     ,6.74     ,1.90     ,4.77     ,5.76     ,6.85     ,1.72     ,3.67     ,6.54     ,7.53     ,2.81     ,5.19     ,4.82     ,6.06     ,0.48     ,1.77     ,2.33     ,4.67     ,2.98     ,4.81     ,3.46     ,3.28     ,1.76     ,5.01     ,2.05     ,3.87     ,3.13     ,2.52     ,6.56     ,1.99
199110    ,-1.47    ,-3.78    ,-2.89    ,-1.28    ,-6.29    ,-1.24    ,-2.83    ,-3.30    ,-4.17    ,-2.43    ,-2.90    ,-3.34    ,-6.04    ,-2.35    ,-2.92    ,-2.29    ,-0.89    ,-3.51    ,-1.54    ,-0.13    ,-3.63    ,-0.92    ,-1.97    ,-1.69    ,-2.15    ,-4.67    ,-2.10    ,-2.72    ,-3.05    ,-4.10     ,2.01    ,-1.36
199111    ,-3.15     ,1.34    ,-1.45    ,-0.67    ,-2.24     ,1.81    ,-0.94    ,-2.18    ,-3.28    ,-2.60    ,-1.30    ,-3.22    ,-3.00    ,-2.29    ,-2.54    ,-3.96    ,-1.06     ,2.85    ,-0.37    ,-1.71    ,-4.40    ,-0.29    ,-4.00    ,-1.38    ,-2.01    ,-2.12    ,-2.24    ,-1.67    ,-3.70    ,-3.31    ,-0.70    ,-3.29
199112     ,3.88     ,2.27     ,3.01     ,4.03     ,5.22     ,5.77     ,2.09    ,-0.08     ,3.68     ,3.79     ,4.07     ,4.00     ,0.97     ,2.38     ,1.78     ,1.02     ,5.07     ,7.24     ,9.43    ,10.29     ,6.30     ,5.51     ,6.81     ,6.34     ,6.51     ,8.79     ,6.61     ,7.32     ,4.67     ,4.63     ,6.60     ,7.79
199201    ,-2.32    ,-0.93    ,-1.33    ,-0.95    ,-0.58    ,-2.33    ,-0.25     ,1.39    ,-2.17    ,-0.89    ,-0.75     ,1.94    ,-1.56    ,-1.39     ,2.38     ,0.92    ,-2.07     ,0.94    ,-0.23    ,-2.06    ,-0.39     ,3.07     ,2.10    ,-2.18    ,-1.60    ,-0.26    ,-1.31     ,4.78     ,0.70     ,1.74    ,-1.70     ,4.79
199202    ,-3.41     ,1.48    ,-0.41     ,0.40    ,-0.51    ,-1.17    ,-0.28    ,-0.64    ,-2.58    ,-0.61    ,-0.63     ,2.43    ,-2.10    ,-1.10     ,1.02     ,5.32    ,-1.48     ,0.59     ,1.93    ,-1.49    ,-4.50    ,-0.23     ,1.26    ,-1.13    ,-1.94     ,0.12    ,-0.71     ,1.60     ,0.33    ,-0.21     ,2.25     ,2.23
199203    ,-3.82    ,-2.04    ,-1.92    ,-3.62    ,-3.12    ,-5.90    ,-1.74    ,-3.80    ,-3.41    ,-1.82    ,-1.80    ,-2.97    ,-5.71    ,-2.17    ,-0.94    ,-0.60    ,-5.05    ,-4.21    ,-3.28    ,-3.47    ,-2.97    ,-4.34    ,-2.31    ,-3.72    ,-2.86    ,-4.33    ,-2.00    ,-2.64    ,-3.98    ,-4.42    ,-2.56    ,-3.10
199204    ,-0.44     ,0.29     ,3.78     ,6.21     ,4.17     ,0.35     ,6.23     ,5.46     ,1.41     ,2.75     ,4.18     ,7.15     ,4.40     ,5.72     ,2.78     ,3.30    ,-1.93     ,1.64     ,7.29     ,6.42     ,1.83     ,5.03     ,7.50     ,6.60     ,2.17     ,7.70     ,6.84     ,4.37     ,6.42     ,6.59     ,3.26     ,2.62
199205     ,0.83     ,2.32     ,4.02     ,5.82     ,2.81     ,5.37     ,5.29     ,6.50     ,4.59     ,7.31     ,7.34     ,6.15     ,4.93     ,8.34     ,9.69     ,6.80     ,4.14     ,4.58     ,5.84     ,4.26     ,4.04     ,4.10     ,5.03     ,5.02     ,6.25     ,4.87     ,7.00     ,7.63     ,5.12     ,5.44     ,6.28     ,5.17
199206    ,-1.07     ,0.65     ,0.48    ,-0.83     ,2.13    ,-1.55    ,-0.26    ,-0.61     ,0.23     ,0.99    ,-0.23    ,-1.88    ,-4.33    ,-1.93    ,-0.60    ,-2.55    ,-0.96    ,-0.13     ,1.27    ,-2.26    ,-2.88    ,-2.70    ,-0.65    ,-1.43    ,-0.37    ,-0.35    ,-0.16    ,-0.67    ,-1.52    ,-2.97    ,-1.60    ,-2.33
199207    ,-9.94    ,-3.55    ,-4.78    ,-4.97    ,-3.33    ,-4.11    ,-5.86    ,-1.69    ,-7.71    ,-6.13    ,-3.37    ,-3.38    ,-9.73    ,-4.17    ,-3.72    ,-4.60    ,-2.64    ,-9.00    ,-3.52    ,-1.65    ,-4.93    ,-4.65    ,-4.38     ,0.02    ,-7.23    ,-5.22    ,-2.05    ,-2.31    ,-6.83    ,-3.36    ,-0.99    ,-7.70
199208    ,-1.41    ,-4.10    ,-1.71    ,-2.11    ,-2.06    ,-1.72    ,-1.13    ,-0.96    ,-3.38    ,-1.11    ,-1.39    ,-0.99    ,-5.51    ,-2.72     ,0.75     ,0.53    ,-3.75    ,-2.30     ,1.74    ,-0.34    ,-2.81    ,-0.18     ,0.39     ,0.97    ,-1.10    ,-2.32     ,0.94     ,1.73    ,-3.49     ,0.92    ,-2.53    ,-0.17
199209    ,-7.33    ,-5.52    ,-3.66    ,-5.13    ,-5.76    ,-7.12    ,-7.18    ,-5.70   ,-10.15    ,-6.41    ,-3.91    ,-7.39    ,-8.18   ,-10.14    ,-5.08    ,-4.15    ,-5.22    ,-1.54    ,-2.39    ,-1.07    ,-4.58    ,-1.86    ,-3.29    ,-1.54    ,-0.98    ,-1.82     ,0.00    ,-7.45    ,-4.23    ,-2.47    ,-1.53    ,-8.21
199210    ,-9.39    ,-9.56   ,-10.31   ,-10.60    ,-8.83    ,-9.56    ,-9.14   ,-10.42    ,-4.62    ,-9.11    ,-9.68   ,-10.49    ,-7.06    ,-6.37    ,-9.22   ,-12.65     ,2.82    ,-2.56    ,-9.12    ,-8.10    ,-5.41    ,-6.75   ,-10.08    ,-7.81    ,-4.38    ,-6.27    ,-8.92    ,-9.68    ,-5.84    ,-4.64    ,-7.12    ,-4.78
199211    ,-3.00    ,-3.04    ,-4.07    ,-2.28    ,-3.16    ,-1.88    ,-4.13    ,-3.46    ,-3.23    ,-1.80    ,-3.87    ,-1.91    ,-0.96    ,-2.09    ,-5.55    ,-2.12    ,-3.18    ,-0.38     ,0.00     ,0.09    ,-2.33    ,-1.33     ,1.63     ,0.19    ,-0.30     ,0.78    ,-0.71     ,0.63    ,-0.67     ,0.13    ,-1.91    ,-1.63
199212     ,0.71     ,1.34     ,3.38     ,4.39    ,-3.57     ,1.56     ,1.98     ,2.54    ,-2.75     ,0.46    ,-1.30    ,-3.19    ,-0.75    ,-0.77    ,-0.49     ,0.30    ,-4.46    ,-0.49     ,1.78     ,0.87    ,-0.65     ,1.94     ,1.72     ,1.90     ,0.77     ,4.45     ,2.01     ,2.37     ,1.30     ,2.63     ,1.16     ,0.05
199301     ,0.12     ,3.46     ,3.37     ,5.36     ,2.70     ,3.75     ,3.96     ,4.38     ,2.61     ,3.75     ,4.91     ,4.48     ,4.63     ,3.49     ,5.59     ,3.85    ,-0.35     ,2.76    ,-4.23    ,-3.07    ,-0.05     ,1.78    ,-0.57    ,-2.06     ,4.00     ,0.53    ,-0.68     ,3.09     ,6.07     ,2.86     ,4.68     ,7.41
199302     ,0.39    ,-1.64     ,1.10     ,0.43     ,0.11     ,1.21    ,-0.23     ,0.34    ,-1.01     ,1.79    ,-0.08     ,3.77     ,1.41     ,1.48     ,1.23     ,4.58     ,0.90     ,7.25    ,-0.83    ,-2.82     ,4.55    ,-0.52     ,1.96     ,1.82     ,1.19     ,2.43     ,4.03     ,0.26     ,2.75     ,2.47     ,3.18     ,3.03
199303     ,6.81     ,5.03     ,5.65     ,8.00     ,5.25     ,6.26     ,4.76     ,7.53     ,7.45     ,7.14     ,6.92     ,4.60    ,10.92     ,7.29     ,9.61     ,4.25     ,1.98     ,1.74     ,7.91     ,4.69     ,5.61     ,5.89     ,5.46     ,7.39     ,4.03     ,6.28     ,7.12     ,2.24     ,6.78     ,6.82     ,3.86     ,2.20
199304     ,0.79     ,3.87     ,3.80     ,5.74     ,5.71     ,4.27     ,4.32     ,4.34     ,5.98     ,6.84     ,6.06     ,8.45     ,8.84     ,8.16     ,8.00     ,1.66     ,1.56     ,0.49    ,-0.51     ,2.32     ,4.05     ,5.19     ,1.36    ,-2.39     ,3.10     ,2.16     ,0.13     ,0.84     ,4.40     ,2.81     ,1.48     ,9.33
199305    ,-2.81    ,-0.74     ,1.19     ,1.44     ,0.72     ,2.15     ,0.08     ,0.63     ,4.51     ,1.79     ,1.44     ,0.91     ,4.06     ,3.28     ,1.02     ,3.11     ,0.85     ,0.41    ,-1.61     ,1.01    ,-0.72     ,2.72    ,-1.10     ,1.23     ,0.42     ,0.79     ,3.86     ,0.57     ,0.14     ,2.23     ,0.89     ,5.53
199306    ,-6.57    ,-3.66    ,-3.53    ,-4.26    ,-3.24    ,-3.88    ,-4.07    ,-4.45    ,-3.53    ,-3.34    ,-5.96    ,-5.83    ,-6.18    ,-4.39    ,-3.95    ,-0.67    ,-4.35    ,-7.30    ,-3.69    ,-4.63    ,-0.78    ,-2.27    ,-1.72    ,-3.64    ,-1.52    ,-3.95    ,-2.30    ,-2.49    ,-0.56    ,-2.86    ,-1.93     ,5.47
199307    ,-3.00    ,-0.50    ,-0.85     ,0.45     ,0.55     ,0.81     ,0.70     ,1.53    ,-1.31     ,0.36     ,2.33     ,4.49     ,2.02     ,5.35     ,0.51     ,4.14     ,2.11     ,1.55     ,0.65    ,-0.62     ,4.69     ,1.18    ,-0.10     ,0.66     ,0.02     ,2.71     ,2.73     ,1.31     ,3.40     ,1.66     ,2.71     ,3.21
199308     ,6.12     ,7.53     ,6.41     ,8.89    ,10.11    ,10.23     ,9.87    ,10.06     ,9.63    ,10.36    ,10.53    ,14.81    ,14.42    ,11.23    ,12.12    ,10.12     ,8.13    ,11.97     ,7.26     ,8.32     ,6.31     ,7.35     ,9.61     ,7.91     ,6.89     ,8.30     ,8.56    ,12.56     ,9.01    ,10.11    ,10.67    ,19.09
199309     ,0.71     ,1.81     ,1.62    ,-0.16     ,1.11    ,-0.91     ,0.45     ,1.77     ,1.38     ,0.22     ,0.99     ,3.75    ,-2.00    ,-0.88     ,1.36     ,1.64     ,0.15    ,-3.32    ,-2.94    ,-0.62     ,0.85     ,0.17    ,-0.36     ,0.43     ,1.25    ,-0.56     ,1.23    ,-1.51    ,-3.02    ,-0.49     ,1.66    ,-0.07
199310    ,-2.16    ,-1.88     ,0.32     ,0.95     ,1.01     ,0.65     ,1.72     ,2.63    ,-0.20     ,2.16     ,0.65    ,-0.47     ,0.98     ,2.76     ,3.75     ,0.78     ,6.04     ,4.01     ,0.24     ,2.94     ,1.73     ,2.66     ,1.96     ,4.75     ,2.10     ,4.14     ,2.67     ,7.90     ,1.54     ,2.43     ,1.01    ,-1.24
199311    ,-1.07    ,-1.28    ,-1.14    ,-1.13    ,-3.49     ,0.00    ,-1.27    ,-0.89    ,-2.17    ,-1.79    ,-2.55    ,-1.00    ,-4.85    ,-0.79    ,-0.23     ,1.81     ,0.45     ,0.36    ,-0.45    ,-1.68    ,-1.27    ,-2.31    ,-2.59    ,-0.38    ,-1.39    ,-2.60    ,-3.13    ,-1.57    ,-3.00    ,-3.95    ,-0.31   ,-10.93
199312     ,1.83     ,4.08     ,4.17     ,4.24     ,5.80     ,5.97     ,5.08     ,5.51     ,5.67     ,7.02     ,7.18     ,6.57     ,6.90     ,8.06     ,7.33     ,7.40     ,1.34     ,4.80     ,5.15     ,6.44     ,2.18     ,9.26     ,9.48     ,5.53     ,8.54     ,8.22     ,9.30     ,9.84     ,8.62     ,7.21     ,9.88    ,13.44
199401     ,7.16     ,7.60     ,8.97    ,10.69     ,9.63    ,11.11    ,11.40    ,11.73    ,16.81    ,12.63    ,11.64    ,13.35    ,18.84    ,15.43    ,17.29    ,17.35     ,4.38     ,2.43     ,1.46     ,4.79     ,8.04     ,8.82     ,2.15     ,4.08     ,4.94     ,4.90     ,4.17     ,7.31    ,10.33     ,8.76     ,6.77    ,14.94
199402     ,0.52     ,0.74    ,-1.26     ,0.33     ,1.93    ,-0.65     ,0.83     ,1.72     ,1.52     ,0.49     ,1.73     ,2.61    ,-0.87     ,1.04     ,1.09     ,0.04    ,-1.68    ,-3.84    ,-3.80    ,-4.19    ,-5.86    ,-3.24    ,-3.34    ,-3.57    ,-5.04    ,-3.66    ,-3.11    ,-5.30    ,-3.20    ,-4.52    ,-2.18    ,-2.35
199403    ,-1.87    ,-2.35    ,-2.04    ,-1.70     ,0.55    ,-3.26    ,-1.08    ,-0.41    ,-0.90    ,-1.06     ,2.07     ,1.34    ,-2.14    ,-1.33     ,0.30     ,1.24    ,-3.03    ,-0.69    ,-3.13    ,-4.85    ,-0.65    ,-1.68    ,-2.43    ,-4.19    ,-3.95    ,-5.71    ,-0.38     ,3.43    ,-2.57    ,-2.33     ,1.61    ,10.47
199404     ,0.29     ,3.67     ,3.23     ,3.15     ,3.31     ,2.70     ,3.89     ,2.04     ,4.79     ,4.04     ,5.79     ,5.28     ,6.70     ,4.49     ,5.29     ,4.10     ,2.53     ,6.32     ,5.06     ,3.44     ,4.70     ,3.94     ,3.50     ,2.53     ,2.53     ,5.10     ,6.14     ,0.16     ,6.01     ,3.15     ,4.43     ,5.72
199405    ,-0.96    ,-1.97    ,-1.67    ,-2.59    ,-4.03    ,-0.81    ,-2.47    ,-1.37    ,-2.43    ,-1.53    ,-2.61    ,-1.88    ,-1.83    ,-1.37    ,-0.76    ,-2.83    ,-4.57    ,-4.49    ,-5.34    ,-4.47    ,-5.03    ,-2.62    ,-4.77    ,-3.49    ,-3.53    ,-3.32    ,-3.92    ,-1.76    ,-4.09    ,-1.69    ,-4.65    ,-7.22
199406    ,-0.91    ,-0.49    ,-0.43    ,-1.59    ,-1.17    ,-3.17    ,-0.81     ,0.44    ,-2.08     ,0.16    ,-2.25    ,-1.04    ,-2.88    ,-0.69    ,-0.44    ,-0.35     ,2.08    ,-0.48     ,1.11    ,-0.08    ,-1.45    ,-1.64    ,-1.61     ,0.17    ,-1.04    ,-1.36    ,-0.33    ,-0.90    ,-2.03    ,-1.33    ,-0.83    ,-3.47
199407    ,-0.76     ,2.54     ,2.74     ,2.23     ,1.47     ,1.84     ,2.01     ,4.27     ,1.32     ,2.52     ,2.38     ,4.78     ,0.85     ,1.19     ,4.90     ,4.88     ,3.18    ,-1.90     ,5.37     ,5.79     ,6.44     ,5.65     ,6.54     ,4.94     ,5.85     ,5.87     ,5.94     ,7.76     ,4.77     ,6.13     ,4.22     ,5.61
199408     ,1.40     ,2.68     ,0.89     ,3.23     ,0.12     ,1.13     ,2.21     ,2.14    ,-0.74     ,1.61     ,0.70    ,-1.30     ,0.35    ,-0.37     ,2.93    ,-0.61     ,1.33     ,4.67     ,1.98     ,4.29    ,-1.05     ,2.29     ,4.45     ,3.97     ,0.14     ,1.13     ,3.10     ,2.44    ,-1.28     ,0.67    ,-0.39     ,1.18
199409    ,-1.70     ,0.77    ,-0.98    ,-1.37    ,-2.54    ,-1.15    ,-0.56     ,0.26     ,1.41    ,-0.21    ,-0.81    ,-0.86    ,-1.23    ,-0.13     ,0.06     ,1.06     ,1.16    ,-3.34    ,-1.18    ,-3.52    ,-1.97    ,-4.96    ,-5.65    ,-2.70    ,-4.55    ,-5.29    ,-3.33    ,-2.24    ,-2.74    ,-2.34    ,-2.46    ,-3.28
199410    ,-0.01     ,2.26     ,0.50     ,1.39     ,1.90     ,0.82     ,1.31     ,0.73    ,-0.80     ,1.12     ,1.73     ,1.52     ,0.48     ,2.21     ,0.62     ,5.82     ,1.35     ,4.33     ,4.69     ,4.72     ,2.38     ,3.07     ,4.98     ,7.97     ,2.99     ,3.90     ,4.95     ,1.85     ,2.63     ,3.12     ,4.01     ,4.42
199411    ,-3.62    ,-5.22    ,-4.71    ,-5.04    ,-3.04    ,-3.84    ,-4.92    ,-4.38    ,-3.26    ,-4.67    ,-4.61    ,-3.62    ,-4.80    ,-3.22    ,-6.02    ,-5.56    ,-3.68    ,-3.43    ,-5.07    ,-4.39    ,-0.47    ,-3.06    ,-5.53    ,-4.70    ,-3.07    ,-2.91    ,-4.81    ,-4.17    ,-3.39    ,-4.01    ,-5.65    ,-7.03
199412     ,2.82     ,0.64     ,0.70     ,0.30     ,0.12     ,0.72     ,0.54     ,1.55    ,-0.20     ,0.40     ,1.34     ,2.43    ,-0.07     ,0.50     ,0.95     ,1.36     ,1.57     ,3.86    ,-0.49     ,0.65     ,0.08    ,-0.61     ,1.96     ,0.08    ,-0.98    ,-1.35     ,1.03     ,1.32    ,-0.29    ,-0.46     ,1.88    ,-3.95
199501     ,0.52     ,2.68    ,-0.97    ,-1.01    ,-0.64     ,7.02    ,-0.95    ,-0.06    ,-1.99     ,0.74     ,0.95     ,1.20     ,1.42     ,1.41     ,0.62     ,5.76    ,-1.77    ,-2.57    ,-3.21    ,-0.16    ,-3.20    ,-2.96    ,-2.01    ,-0.05    ,-2.28    ,-2.80    ,-0.87     ,1.84    ,-2.06    ,-0.46     ,0.99     ,3.39
199502     ,0.58     ,3.40     ,1.57     ,1.95     ,0.33    ,-0.27     ,2.00     ,2.53     ,1.36     ,1.27     ,1.92     ,3.62     ,2.27     ,1.21     ,3.32     ,1.96    ,-0.09     ,7.74     ,3.85     ,2.95     ,1.36     ,2.05     ,3.83     ,1.07     ,1.62     ,1.76     ,2.19    ,-0.61     ,0.52     ,2.47     ,2.95     ,4.46
199503     ,0.75     ,2.01     ,3.60     ,4.17     ,0.38    ,-0.19     ,3.02     ,2.20    ,-1.93     ,3.35     ,2.18     ,2.79    ,-0.05     ,1.16     ,2.88     ,4.03     ,1.12     ,5.22     ,4.06     ,7.05     ,1.20     ,6.92     ,1.83     ,4.47     ,2.60     ,6.22     ,4.35     ,0.03     ,1.24     ,3.65     ,1.19     ,2.77
199504     ,1.69     ,1.28     ,1.92     ,1.55    ,-0.95     ,2.78     ,1.31     ,2.26     ,0.64     ,1.54     ,2.15     ,1.32     ,2.49     ,0.49     ,1.02     ,6.34     ,4.13     ,3.34     ,4.37     ,1.92    ,-0.64     ,2.17     ,2.88     ,3.67     ,3.93     ,2.54     ,3.01     ,4.95     ,3.64     ,4.96     ,4.77     ,3.72
199505     ,1.91     ,0.52     ,2.02     ,2.78     ,1.77     ,1.41     ,2.58     ,3.47     ,0.71     ,2.13     ,2.58    ,-0.08     ,2.98     ,1.28     ,1.68     ,1.59     ,1.97     ,1.89     ,4.75     ,1.58     ,2.09     ,1.61     ,2.06     ,0.40     ,1.99     ,2.60     ,2.60     ,1.64     ,3.76     ,3.05     ,4.29     ,5.71
199506     ,0.96     ,2.43     ,1.87     ,1.08     ,2.15     ,2.53     ,1.67     ,1.36     ,1.93     ,1.56     ,0.60     ,2.77     ,0.86     ,1.34     ,1.99     ,4.01     ,0.88     ,4.89     ,4.46     ,2.85     ,0.36    ,-0.18     ,0.94     ,0.88    ,-0.06     ,0.87     ,0.39     ,3.46     ,0.74     ,0.85     ,1.47     ,2.52
199507     ,1.77     ,4.04     ,2.75     ,4.93     ,1.18     ,3.31     ,3.12     ,2.58     ,1.56     ,3.54     ,1.68     ,4.84     ,1.33     ,2.16     ,1.76     ,2.14     ,6.45     ,3.62     ,3.91     ,4.08     ,1.62     ,3.70     ,6.59     ,4.94     ,4.18     ,3.72     ,4.61     ,6.65     ,3.16     ,4.82     ,1.57     ,5.89
199508    ,-3.28    ,-1.95    ,-2.69    ,-1.44    ,-2.59    ,-2.77    ,-2.77    ,-3.56    ,-3.62    ,-3.25    ,-2.60    ,-2.22    ,-3.12    ,-4.03    ,-2.84    ,-0.03    ,-5.06    ,-3.67    ,-0.25    ,-1.62    ,-5.55    ,-3.74    ,-1.99    ,-4.26    ,-4.41    ,-4.41    ,-4.61    ,-3.23    ,-5.66    ,-6.19    ,-2.66    ,-2.85
199509     ,7.78     ,4.75     ,1.45     ,2.63     ,2.41     ,2.95     ,1.85     ,2.79     ,1.25     ,0.86     ,1.44     ,1.48     ,0.49     ,1.20     ,3.21     ,1.22     ,0.13     ,3.80     ,4.80     ,3.75     ,1.05     ,2.48     ,2.80     ,3.11     ,2.65     ,2.80     ,3.06     ,2.18     ,1.33     ,2.18     ,3.74     ,1.94
