Date,SMALL LoOP,ME1 OP2,ME1 OP3,ME1 OP4,SMALL HiOP,ME2 OP1,ME2 OP2,ME2 OP3,ME2 OP4,ME2 OP5,ME3 OP1,ME3 OP2,ME3 OP3,ME3 OP4,ME3 OP5,ME4 OP1,ME4 OP2,ME4 OP3,ME4 OP4,ME4 OP5,BIG LoOP,ME5 OP2,ME5 OP3,ME5 OP4,BIG HiOP
199108 ,-11.26 ,-10.90  ,-9.68  ,-9.96 ,-12.49 ,-11.96 ,-11.60 ,-12.50 ,-11.67 ,-10.43 ,-10.60 ,-10.81 ,-10.44 ,-10.22 ,-10.05 ,-10.52  ,-9.16 ,-11.71 ,-10.40 ,-11.22  ,-4.44  ,-5.22  ,-8.49  ,-4.33  ,-6.14
199109   ,9.80   ,9.42   ,7.04   ,7.38  ,10.55  ,12.25  ,12.61  ,11.04  ,10.57  ,10.31  ,12.57  ,12.75  ,13.24   ,9.06   ,7.35  ,15.28  ,13.06  ,12.15  ,11.55  ,12.84   ,6.95  ,11.27  ,10.77   ,7.48   ,7.36
199110   ,5.30   ,9.16   ,5.36   ,9.97   ,5.64   ,6.10   ,8.13   ,7.24   ,6.03   ,4.08   ,7.74   ,6.92   ,3.58   ,4.39   ,2.77   ,5.23   ,5.02   ,4.46   ,4.02   ,3.73   ,6.59   ,4.56   ,3.31   ,5.94   ,2.50
199111  ,-9.53  ,-7.70  ,-8.19 ,-10.41 ,-10.64 ,-11.45 ,-10.53  ,-9.23  ,-8.89 ,-12.74 ,-10.30 ,-10.37 ,-11.48  ,-7.45  ,-9.50 ,-11.87  ,-9.83  ,-8.70 ,-10.75 ,-10.11  ,-7.21  ,-5.99  ,-9.61  ,-8.48  ,-6.93
199112   ,5.55   ,5.97   ,2.63   ,2.53   ,2.85   ,4.19   ,5.48   ,5.14   ,1.59   ,4.08   ,3.53   ,2.43   ,4.62   ,4.18   ,1.57   ,4.14   ,2.51   ,4.95   ,2.82   ,1.90   ,2.46   ,2.32   ,3.53   ,3.28   ,3.56
199201  ,-8.13  ,-7.50  ,-7.56  ,-7.73  ,-6.99  ,-4.95  ,-7.04  ,-5.93  ,-4.34  ,-8.81  ,-5.86  ,-3.12  ,-6.23  ,-5.45  ,-4.41  ,-4.82  ,-3.44  ,-3.52  ,-2.67  ,-3.15  ,-7.31  ,-6.26  ,-4.86  ,-5.92  ,-4.15
199202  ,-4.49  ,-2.69  ,-4.50  ,-3.61  ,-2.01  ,-3.84  ,-4.90  ,-4.24  ,-4.16  ,-2.42  ,-4.70  ,-4.60  ,-4.46  ,-5.27  ,-3.81  ,-4.25  ,-3.68  ,-4.53  ,-4.45  ,-5.56  ,-9.75  ,-8.78  ,-7.86  ,-7.53  ,-6.97
199203 ,-12.40 ,-14.40 ,-11.08 ,-10.89 ,-10.41 ,-11.55 ,-13.42 ,-10.85 ,-12.16 ,-12.69 ,-15.31 ,-10.87 ,-12.08  ,-9.69 ,-10.77 ,-12.05 ,-11.00 ,-10.51 ,-10.34  ,-8.77 ,-11.99 ,-11.26 ,-11.01 ,-11.28 ,-10.35
199204 ,-10.06  ,-9.99 ,-10.96 ,-11.22  ,-8.90 ,-11.37 ,-11.11  ,-9.57 ,-10.06  ,-9.35 ,-11.64  ,-8.43  ,-9.26  ,-9.62  ,-7.94 ,-10.06 ,-10.47  ,-7.60  ,-8.24  ,-6.76 ,-10.71 ,-10.58  ,-7.49  ,-6.71  ,-1.90
199205  ,13.71  ,13.28  ,13.67  ,12.76  ,11.87  ,15.43  ,15.42  ,14.43  ,10.15  ,14.16  ,17.33  ,12.68  ,12.63   ,9.44  ,11.60  ,13.20  ,11.34  ,10.62  ,12.24  ,10.99   ,8.83   ,7.96   ,7.33   ,8.29   ,7.49
199206  ,-7.63  ,-8.08  ,-8.55  ,-9.59  ,-7.20  ,-9.55  ,-8.85  ,-8.90  ,-9.41  ,-9.21 ,-10.63  ,-9.77  ,-7.60  ,-6.26  ,-8.46 ,-10.76  ,-7.34  ,-7.75  ,-7.06  ,-8.54 ,-11.34  ,-8.63 ,-10.42  ,-9.17  ,-6.74
199207  ,-8.57  ,-7.19  ,-7.29  ,-6.79  ,-9.05  ,-6.69  ,-6.01  ,-7.63  ,-9.27  ,-9.65  ,-7.30  ,-8.23  ,-7.00  ,-7.56  ,-8.92  ,-5.29  ,-7.81  ,-6.64  ,-6.53  ,-8.30   ,0.46   ,0.98   ,1.65  ,-4.40  ,-3.79
199208  ,11.21   ,8.31   ,6.57   ,7.33   ,7.92  ,10.83   ,9.25  ,11.87  ,10.71  ,12.21  ,14.82  ,13.58  ,13.05  ,10.75  ,13.71  ,16.81  ,15.68  ,15.64  ,14.03  ,14.85  ,22.68  ,21.56  ,21.71  ,10.90  ,13.06
199209   ,1.87   ,3.55   ,3.47   ,2.79   ,3.19   ,3.27  ,-0.63  ,-0.15  ,-0.05  ,-0.24  ,-0.00   ,0.01  ,-0.63  ,-2.38  ,-2.82  ,-2.57  ,-1.45  ,-1.57  ,-2.11  ,-2.97  ,-1.08  ,-1.19  ,-3.93  ,-3.00  ,-4.08
199210  ,-8.94  ,-7.06  ,-5.43  ,-6.47  ,-7.33  ,-7.74  ,-5.95  ,-7.39  ,-6.04  ,-6.68  ,-7.47  ,-4.70  ,-5.18  ,-4.53  ,-5.53  ,-7.57  ,-5.63  ,-4.70  ,-7.48  ,-4.39  ,-6.83  ,-5.08  ,-3.46  ,-3.39  ,-5.36
199211  ,-0.28  ,-2.66  ,-4.70  ,-0.92  ,-2.49  ,-2.12  ,-0.59  ,-0.50  ,-0.86  ,-0.44   ,0.81   ,0.86  ,-1.11  ,-0.14   ,2.65   ,1.63   ,2.63   ,0.43   ,3.52   ,2.30   ,2.46   ,3.05   ,3.69   ,1.34   ,2.26
199212   ,3.44   ,2.80   ,3.05   ,2.00   ,2.57  ,-1.18   ,0.11   ,1.59   ,4.39   ,2.22  ,-2.28   ,1.27   ,2.24   ,1.55   ,2.37  ,-3.21  ,-0.70  ,-1.55  ,-2.47  ,-1.20  ,-3.37  ,-2.61   ,0.56  ,-0.01  ,-0.53
199301  ,-3.77  ,-2.69  ,-2.34  ,-2.89  ,-3.62  ,-1.72  ,-1.40  ,-3.52  ,-0.44  ,-4.05  ,-1.89  ,-2.57  ,-0.82  ,-1.63  ,-1.63  ,-1.33  ,-1.62  ,-0.99  ,-0.74  ,-1.35  ,-0.98   ,0.04  ,-0.10  ,-1.14  ,-0.23
199302  ,10.34   ,6.94   ,9.04   ,7.97   ,8.46   ,5.36   ,5.29   ,4.92   ,5.45   ,6.13   ,5.27   ,6.73   ,4.16   ,4.46   ,5.07   ,5.02   ,5.29   ,4.84   ,3.57   ,6.18   ,3.86   ,4.51   ,4.90   ,2.03   ,5.05
199303  ,16.63  ,16.07  ,19.34  ,15.66  ,13.74  ,16.74  ,17.75  ,14.25  ,15.91  ,19.80  ,17.87  ,17.69  ,16.60  ,14.13  ,16.13  ,16.83  ,15.99  ,10.95  ,16.51  ,13.70  ,15.75  ,14.62  ,13.77  ,16.38  ,20.40
199304  ,19.82  ,17.22  ,17.87  ,18.86  ,19.28  ,20.84  ,18.32  ,16.40  ,16.88  ,16.23  ,18.60  ,18.21  ,17.03  ,16.22  ,18.45  ,19.92  ,18.10  ,15.40  ,14.66  ,14.34  ,17.72  ,17.52  ,16.36  ,18.09  ,16.24
199305  ,22.80  ,21.01  ,25.30  ,20.16  ,22.90  ,17.34  ,14.61  ,15.20  ,14.19  ,14.48  ,12.40  ,12.16   ,8.17  ,14.07   ,8.21   ,7.89   ,6.74   ,9.78   ,7.56   ,7.21   ,4.71   ,4.97   ,6.37   ,2.21  ,-0.16
199306  ,-4.76  ,-7.26  ,-6.99  ,-6.75  ,-8.45  ,-6.53  ,-5.45  ,-5.57  ,-7.29  ,-4.22  ,-7.01  ,-5.47  ,-5.58  ,-7.44  ,-7.53  ,-5.72  ,-5.15  ,-4.32  ,-4.40  ,-5.47  ,-2.05  ,-0.38  ,-2.68  ,-5.20  ,-5.25
199307  ,-0.52   ,1.56  ,-0.08   ,2.83   ,2.52   ,3.26   ,4.04   ,4.88   ,2.38   ,3.00   ,3.14   ,5.58   ,3.80   ,4.66   ,3.14   ,5.05   ,5.43   ,6.32   ,6.08   ,4.56   ,8.49   ,8.45   ,7.93   ,7.30   ,7.00
199308   ,1.33   ,0.74   ,2.86   ,1.60   ,1.19   ,1.89   ,3.09   ,1.15   ,2.78   ,3.88   ,1.93   ,2.25   ,2.30   ,3.23   ,0.35   ,0.85   ,1.84   ,2.77   ,2.40   ,2.09   ,3.84   ,2.55   ,1.38   ,2.83   ,2.52
199309  ,-8.68  ,-3.71  ,-3.84  ,-3.12  ,-4.28  ,-7.58  ,-2.70  ,-1.79  ,-2.73  ,-0.88  ,-7.05  ,-4.15  ,-0.44  ,-2.00  ,-1.46  ,-6.83  ,-2.21  ,-2.84  ,-4.55  ,-2.42  ,-6.89  ,-6.96  ,-5.77  ,-1.64  ,-5.74
199310 ,-10.81  ,-9.36  ,-9.52  ,-9.13  ,-9.09 ,-10.70  ,-8.84  ,-8.28  ,-9.79  ,-9.27  ,-9.11  ,-8.00  ,-6.86  ,-8.00  ,-6.77  ,-7.94  ,-6.32  ,-5.66  ,-6.27  ,-6.29  ,-2.24   ,1.03   ,1.48  ,-1.95  ,-1.96
199311 ,-16.70 ,-13.96 ,-14.64 ,-15.05 ,-14.39 ,-20.95 ,-18.72 ,-17.98 ,-16.31 ,-16.24 ,-21.82 ,-18.04 ,-16.92 ,-17.51 ,-15.13 ,-20.76 ,-16.12 ,-13.93 ,-15.91 ,-15.63 ,-18.17 ,-18.51 ,-18.30 ,-11.89 ,-12.72
199312   ,1.92   ,0.98   ,0.28  ,-1.38   ,0.16   ,3.75   ,4.60   ,3.16   ,0.20  ,-0.02   ,5.09   ,2.13   ,2.31   ,2.70  ,-1.05   ,2.96   ,2.27   ,2.24   ,1.01  ,-0.56   ,1.33   ,1.72   ,4.34   ,2.75   ,2.25
199401  ,21.02  ,16.44  ,16.19  ,16.77  ,16.52  ,21.27  ,19.11  ,17.75  ,19.68  ,16.66  ,22.97  ,18.51  ,15.66  ,17.30  ,15.50  ,21.54  ,17.51  ,12.51  ,15.22  ,16.13  ,23.27  ,18.74  ,13.92  ,14.40  ,17.49
199402   ,4.40   ,5.17   ,6.60   ,5.79   ,5.60   ,4.94   ,6.12   ,5.26   ,4.92   ,4.55   ,3.65   ,5.39   ,4.85   ,5.00   ,6.66   ,5.71   ,6.11   ,3.81   ,4.56   ,4.17   ,3.08   ,3.82   ,2.94   ,4.55   ,3.67
199403   ,6.51   ,3.73   ,3.92   ,1.32   ,4.23   ,5.85   ,2.83   ,2.16   ,2.65   ,1.01   ,3.82   ,2.50   ,1.79  ,-0.10   ,0.46   ,0.69   ,1.61  ,-0.02   ,0.57   ,0.78  ,-2.25  ,-3.80  ,-3.41  ,-1.57  ,-3.77
199404  ,10.42   ,8.58   ,7.90   ,6.62   ,6.24   ,5.78   ,4.96   ,4.91   ,4.98   ,4.51   ,3.37   ,4.03   ,3.21   ,2.11   ,3.45   ,5.25   ,3.31   ,2.94   ,2.92   ,2.38   ,3.91   ,4.11   ,4.70   ,3.01   ,2.14
199405   ,1.58   ,1.28   ,2.09   ,0.70  ,-0.69   ,0.68  ,-0.79   ,0.65  ,-0.21  ,-2.29   ,0.75   ,1.24  ,-1.34  ,-0.84  ,-1.61   ,2.25   ,0.56   ,0.28   ,1.31  ,-1.00   ,3.75   ,3.09   ,2.10   ,1.85  ,-0.04
199406  ,13.86  ,15.76  ,13.64  ,12.30  ,11.88  ,11.21   ,9.97  ,11.22   ,9.47   ,7.75  ,10.36   ,9.09   ,9.76   ,7.80   ,6.51   ,8.86   ,7.75   ,6.57   ,6.81   ,6.89   ,5.13   ,4.44   ,6.06   ,5.18   ,6.39
199407  ,-4.41  ,-3.71  ,-1.77  ,-2.43  ,-2.90  ,-4.16  ,-2.74  ,-1.61  ,-2.88  ,-2.69  ,-5.39  ,-2.54  ,-2.98  ,-3.29  ,-2.38  ,-4.81  ,-2.67  ,-2.24  ,-2.58  ,-3.04  ,-5.39  ,-4.25  ,-4.09  ,-4.21  ,-3.43
199408  ,-3.12  ,-0.71  ,-1.99  ,-2.24  ,-1.53  ,-1.87  ,-2.47  ,-2.40  ,-0.56  ,-2.70  ,-1.12  ,-1.97  ,-1.06  ,-0.91  ,-0.44  ,-0.38  ,-0.83  ,-0.88  ,-0.70  ,-1.77   ,1.57  ,-2.05  ,-0.08   ,1.41   ,2.49
199409  ,-6.05  ,-3.34  ,-3.14  ,-2.84  ,-3.77  ,-6.44  ,-3.76  ,-4.03  ,-3.26  ,-3.03  ,-5.77  ,-4.17  ,-3.42  ,-4.16  ,-3.84  ,-4.37  ,-2.36  ,-3.94  ,-2.38  ,-2.55  ,-2.35  ,-3.24  ,-2.57  ,-2.22  ,-2.31
199410   ,5.98   ,3.07   ,2.95   ,3.24   ,0.60   ,5.15   ,2.49   ,1.98   ,0.57   ,0.23   ,2.96   ,2.64   ,0.14  ,-0.56  ,-1.26   ,3.89   ,0.70   ,1.00   ,0.49   ,0.62   ,3.97   ,2.52   ,4.06   ,3.28   ,2.00
199411  ,-7.76  ,-5.25  ,-6.00  ,-6.80  ,-7.76 ,-10.06  ,-7.25  ,-7.44  ,-7.66  ,-7.94  ,-9.36  ,-7.60  ,-8.93  ,-5.64  ,-8.23  ,-8.39  ,-7.24  ,-6.89  ,-5.86  ,-6.31  ,-6.63  ,-6.06  ,-4.58  ,-6.04  ,-5.48
199412   ,3.03   ,1.53   ,0.71   ,1.77   ,1.54   ,4.70   ,1.63   ,1.52   ,1.71   ,2.09   ,5.63   ,3.35   ,1.58   ,1.74   ,1.01   ,4.04   ,2.57   ,2.25   ,2.75   ,1.66   ,1.98   ,3.86   ,0.25   ,0.97   ,1.37
199501  ,-9.15  ,-6.35  ,-2.90  ,-5.06  ,-1.39  ,-7.82  ,-7.20  ,-4.54   ,1.72  ,-1.33  ,-7.24  ,-8.44  ,-1.30  ,-3.16   ,1.14  ,-7.06  ,-5.99  ,-5.11  ,-4.23  ,-2.54  ,-6.59  ,-4.15  ,-6.78  ,-8.69  ,-8.52
199502  ,-3.40  ,-4.78  ,-3.84  ,-4.29  ,-7.04  ,-7.38  ,-3.73  ,-6.48  ,-8.71  ,-7.78  ,-7.05  ,-4.60  ,-7.49  ,-5.83  ,-9.80  ,-7.06  ,-5.95  ,-5.17  ,-6.40  ,-8.51  ,-7.56  ,-5.89  ,-4.88  ,-2.80  ,-3.71
199503   ,6.22   ,6.48   ,4.50   ,7.20   ,4.66   ,6.87   ,7.16   ,8.14   ,5.61   ,5.51   ,6.23   ,6.96   ,5.58   ,5.44   ,3.86   ,4.76   ,6.65   ,7.76   ,9.01   ,7.67   ,7.15   ,6.32  ,10.25  ,11.34  ,13.24
199504   ,1.17   ,1.63   ,1.35   ,0.20   ,0.86   ,3.09   ,1.93   ,1.41   ,0.38   ,0.87   ,3.19   ,2.79   ,3.09   ,1.20   ,1.66   ,5.43   ,3.30   ,2.27   ,2.95   ,4.48   ,6.55   ,7.88   ,2.83   ,2.67   ,3.09
199505 ,-10.11  ,-5.35  ,-7.58  ,-4.27  ,-7.33 ,-11.56  ,-8.94  ,-9.99  ,-7.04  ,-9.52 ,-12.62  ,-9.01  ,-8.18  ,-7.22  ,-9.79 ,-10.66  ,-8.72  ,-6.53  ,-5.66 ,-10.22  ,-8.08  ,-5.57  ,-4.27  ,-6.01  ,-5.27
199506  ,-5.65  ,-5.84  ,-6.45  ,-3.92  ,-6.53  ,-7.29  ,-5.92  ,-3.67  ,-4.32  ,-5.27  ,-6.53  ,-4.48  ,-5.00  ,-3.38  ,-2.91  ,-7.96  ,-4.90  ,-3.80  ,-2.82  ,-2.62  ,-6.64  ,-8.67  ,-2.50  ,-1.15  ,-0.72
199507   ,6.71   ,4.71   ,1.28   ,2.72   ,3.86  ,11.33   ,4.51   ,3.68   ,2.76   ,3.63  ,10.22   ,7.02   ,6.76   ,3.69   ,4.18   ,9.38   ,7.15   ,4.07   ,4.51   ,5.32   ,8.44  ,11.68   ,4.53   ,5.83   ,2.94
199508   ,2.06  ,-0.70  ,-2.72  ,-1.82  ,-0.67   ,3.37  ,-0.14   ,0.30  ,-2.43  ,-0.58   ,0.46   ,1.43  ,-0.99  ,-3.44  ,-2.90   ,2.59  ,-0.51  ,-2.35  ,-2.30  ,-1.16  ,-4.02  ,-6.96  ,-1.76  ,-1.48  ,-1.23
199509  ,-5.46  ,-4.58  ,-2.51  ,-2.86  ,-1.54  ,-5.20  ,-3.68  ,-2.34  ,-2.41  ,-1.98  ,-4.12  ,-3.58  ,-4.37   ,0.76  ,-0.97  ,-4.06  ,-3.13  ,-3.52  ,-2.95  ,-0.60  ,-1.70  ,-0.03  ,-1.90  ,-1.65   ,1.14
199510  ,-0.36  ,-0.64  ,-2.49  ,-2.95  ,-3.62  ,-1.69  ,-0.59  ,-3.10  ,-3.77  ,-3.96  ,-2.63  ,-3.47  ,-3.09  ,-3.51  ,-4.36  ,-3.93  ,-2.45  ,-2.68  ,-3.16  ,-3.29  ,-4.33  ,-7.04  ,-2.91  ,-2.74  ,-3.12
199511  ,10.01   ,4.03   ,4.51   ,2.47   ,1.86   ,8.32   ,6.96   ,2.52   ,3.31   ,1.37   ,5.48   ,4.03   ,6.34   ,2.35   ,1.74   ,5.87   ,4.25   ,2.75   ,2.57   ,2.77   ,8.40   ,8.64   ,4.26   ,1.98   ,1.46
199512  ,10.23  ,10.23   ,8.08   ,5.59   ,6.86   ,9.16   ,4.55   ,6.04   ,5.95   ,4.65   ,7.47   ,5.42   ,4.23   ,4.97   ,5.42   ,7.25   ,4.69   ,3.80   ,4.23   ,4.90   ,3.53   ,7.80   ,4.10   ,4.52   ,2.27
199601   ,2.76   ,3.10   ,2.03   ,0.52   ,2.15   ,4.38   ,0.06   ,1.28   ,0.16  ,-0.03   ,2.18   ,1.37   ,1.78   ,0.20   ,0.80   ,1.23   ,1.47  ,-0.30  ,-0.19   ,0.68  ,-0.71  ,-4.85  ,-0.58   ,0.47  ,-1.89
199602  ,-3.41  ,-2.10  ,-1.39  ,-1.67  ,-1.85  ,-4.04  ,-1.07  ,-0.45  ,-1.15  ,-1.52  ,-0.39  ,-0.85  ,-3.40  ,-0.56  ,-0.98  ,-2.11  ,-0.28  ,-0.91  ,-0.76  ,-1.51  ,-2.15  ,-3.84  ,-0.04  ,-0.91  ,-0.16
199603   ,5.68   ,0.00   ,0.57   ,0.85   ,1.31   ,3.62   ,0.55   ,0.82   ,0.93   ,1.72   ,4.49   ,0.87   ,3.09   ,0.97   ,1.59   ,4.52   ,2.55   ,2.38   ,2.85   ,3.59   ,3.65   ,5.78   ,3.32   ,1.67   ,1.33
199604  ,18.84  ,13.11  ,13.02  ,13.81  ,13.39   ,8.88  ,10.77  ,10.00   ,9.43   ,8.99   ,9.30   ,9.93  ,13.53   ,9.36  ,10.58   ,7.97   ,8.38   ,8.38   ,8.26   ,8.41   ,7.82   ,3.70   ,5.57   ,6.91   ,6.35
199605  ,-4.09  ,-3.12  ,-2.16  ,-2.37  ,-2.36  ,-3.91  ,-3.37  ,-1.82  ,-3.60  ,-2.99  ,-4.23  ,-4.89  ,-4.14  ,-2.87  ,-3.22  ,-4.78  ,-4.19  ,-4.44  ,-3.79  ,-4.64  ,-4.46  ,-5.36  ,-3.37  ,-4.26  ,-4.70
199606  ,-2.32  ,-2.01  ,-1.77   ,0.26  ,-1.05  ,-2.11  ,-1.28  ,-0.35   ,0.10  ,-0.03  ,-0.84  ,-0.36   ,1.17   ,0.64   ,1.62   ,0.08   ,0.26   ,0.80   ,0.44  ,-0.32  ,-1.05  ,-0.65   ,2.10   ,2.10   ,0.46
199607  ,-7.16  ,-3.46  ,-3.20  ,-2.00  ,-2.43  ,-8.39  ,-6.06  ,-5.35  ,-4.10  ,-3.18  ,-9.64  ,-7.06  ,-5.39  ,-3.31  ,-3.41  ,-8.08  ,-5.77  ,-3.95  ,-3.35  ,-3.48  ,-5.86  ,-6.85  ,-3.31  ,-3.12  ,-3.56
199608  ,-3.27  ,-4.94  ,-4.25  ,-4.06  ,-3.68  ,-2.75  ,-2.97  ,-3.17  ,-4.00  ,-6.25  ,-3.43  ,-3.77  ,-4.12  ,-4.86  ,-4.17  ,-5.02  ,-4.70  ,-4.96  ,-5.05  ,-3.98  ,-4.88  ,-2.60  ,-5.27  ,-4.84  ,-3.82
199609  ,-2.09  ,-2.72  ,-2.08  ,-0.81  ,-3.57  ,-1.16  ,-2.28  ,-0.71  ,-2.82  ,-1.97   ,1.14   ,1.24  ,-0.37  ,-0.39   ,1.32   ,1.45   ,2.54   ,1.52   ,1.97   ,0.49   ,3.97   ,3.19   ,2.95   ,3.84   ,3.98
199610  ,-4.77  ,-5.21  ,-5.21  ,-4.16  ,-4.56  ,-6.45  ,-6.43  ,-6.42  ,-6.97  ,-6.24  ,-8.19  ,-7.36  ,-7.27  ,-8.02  ,-6.55  ,-7.36  ,-6.49  ,-5.84  ,-6.66  ,-7.64  ,-7.93  ,-6.73  ,-5.63  ,-6.39  ,-7.02
199611  ,-5.42  ,-4.50  ,-3.36  ,-3.89  ,-4.17  ,-4.22  ,-3.51  ,-2.66  ,-2.21  ,-4.39  ,-3.05  ,-2.68  ,-2.16  ,-2.39  ,-2.97  ,-3.96  ,-0.57  ,-0.89  ,-0.76  ,-1.87  ,-0.30  ,-0.36   ,1.08   ,4.61   ,2.42
199612 ,-12.42 ,-10.23  ,-8.46  ,-8.45 ,-10.20 ,-13.56 ,-10.43  ,-8.79  ,-8.86 ,-10.60 ,-14.71 ,-11.29  ,-9.80  ,-7.36  ,-5.31 ,-10.36  ,-9.66  ,-8.34  ,-7.71  ,-6.61 ,-11.22 ,-11.05  ,-4.67  ,-3.63  ,-2.37
199701  ,-9.91  ,-9.39 ,-10.50 ,-13.01  ,-9.78 ,-11.36  ,-9.36 ,-10.14 ,-10.44 ,-11.64 ,-10.23  ,-8.10  ,-9.34  ,-9.64  ,-7.03 ,-12.11  ,-8.84  ,-9.53  ,-8.82 ,-10.28 ,-17.37 ,-17.17  ,-8.13  ,-8.37  ,-6.31
199702  ,-2.06  ,-0.74  ,-0.14  ,-0.54  ,-1.89  ,-0.93   ,0.17   ,1.55  ,-0.98  ,-3.14  ,-0.12  ,-0.26   ,0.93  ,-0.37  ,-1.97   ,0.11  ,-0.14   ,0.75  ,-0.20   ,0.51   ,5.97   ,2.87   ,1.80   ,0.96   ,1.20
199703  ,-7.58  ,-7.42  ,-7.59  ,-7.47  ,-6.77  ,-8.03  ,-5.89  ,-6.60  ,-7.26  ,-7.13  ,-9.16  ,-7.17  ,-5.89  ,-5.60  ,-6.81  ,-8.22  ,-6.01  ,-5.00  ,-3.67  ,-6.11  ,-4.73  ,-6.05  ,-3.88  ,-0.98  ,-1.28
