Date,SMALL LoBM LoOP,ME1 BM1 OP2,ME1 BM1 OP3,ME1 BM1 HiOP,ME1 BM2 LoOP,ME1 BM2 OP2,ME1 BM2 OP3,ME1 BM2 HiOP,ME1 BM3 LoOP,ME1 BM3 OP2,ME1 BM3 OP3,ME1 BM3 HiOP,ME1 BM4 LoOP,ME1 BM4 OP2,ME1 BM4 OP3,SMALL HiBM HiOP,BIG LoBM LoOP,ME2 BM1 OP2,ME2 BM1 OP3,ME2 BM1 HiOP,ME2 BM2 LoOP,ME2 BM2 OP2,ME2 BM2 OP3,ME2 BM2 HiOP,ME2 BM3 LoOP,ME2 BM3 OP2,ME2 BM3 OP3,ME2 BM3 HiOP,ME2 BM4 LoOP,ME2 BM4 OP2,ME2 BM4 OP3,BIG HiBM HiOP
199207     ,0.57    ,-0.36    ,-3.01    ,-1.95     ,3.59    ,-0.99    ,-2.40     ,1.36    ,-0.71    ,-3.21    ,-3.75    ,-2.53     ,1.76    ,-3.46    ,-0.64     ,2.47     ,1.68    ,-7.39    ,-0.80    ,-3.21    ,-6.72    ,-4.81    ,-6.50    ,-4.53    ,-2.46    ,-4.93     ,0.96     ,2.64    ,-7.02     ,1.51     ,5.61     ,0.90
199208    ,-9.48    ,-6.78    ,-6.95    ,-5.27   ,-10.17    ,-4.78    ,-4.71    ,-5.13    ,-5.01    ,-5.37    ,-4.20    ,-5.93    ,-5.63    ,-9.01    ,-4.67    ,-5.37    ,-4.75    ,-7.56    ,-4.51    ,-6.03    ,-9.53    ,-5.38    ,-6.00    ,-4.81    ,-6.90    ,-6.27    ,-8.49    ,-4.49    ,-6.70    ,-2.04    ,-2.52     ,0.04
199209    ,-2.37     ,0.13    ,-0.87    ,-2.39    ,-8.04    ,-5.45    ,-1.46    ,-0.67     ,5.58    ,-0.30    ,-1.02     ,3.21     ,2.31     ,0.85    ,-2.54     ,2.76    ,-0.60    ,-5.95    ,-3.08    ,-3.05   ,-12.63    ,-2.90    ,-1.41    ,-1.71     ,0.06     ,0.83    ,-5.89     ,0.97     ,0.48     ,0.16    ,-0.94    ,-4.81
199210    ,-6.86    ,-5.86     ,4.41     ,3.47    ,-5.77    ,-0.88    ,-0.97    ,-0.82    ,-3.32     ,2.11     ,2.38     ,1.78    ,-6.25    ,-1.97     ,4.48     ,0.45    ,-0.11    ,-0.32     ,0.89     ,3.37     ,7.23     ,2.98     ,2.23    ,-5.14     ,2.93     ,3.62    ,-5.83    ,-3.25     ,8.58     ,4.77     ,9.17    ,35.68
199211    ,-2.58    ,-0.59     ,2.74    ,-0.52     ,0.40     ,5.61     ,0.75     ,0.50     ,1.23     ,1.06    ,-0.75    ,-0.84    ,-6.05     ,1.47     ,3.85     ,2.33    ,-0.65     ,6.26     ,2.27    ,-1.09    ,-6.16    ,-3.24    ,-3.92    ,-3.76     ,2.33    ,-9.30     ,3.37     ,0.15    ,-2.90     ,3.07    ,-3.90    ,-3.84
199212     ,2.16     ,4.65     ,2.14     ,2.41     ,5.82     ,0.90     ,2.70     ,2.23     ,6.91     ,0.15     ,2.50     ,1.00     ,5.92    ,-1.08    ,-1.43     ,2.50     ,7.03     ,5.19    ,-0.51     ,4.68    ,-4.18    ,-0.73     ,2.67     ,2.14     ,0.82    ,-3.86     ,7.89     ,4.60    ,-5.73    ,-3.83    ,-1.92    ,-0.01
199301     ,4.66    ,-1.48     ,4.89     ,0.83     ,2.48     ,0.02     ,1.09     ,2.79    ,-2.60     ,1.64     ,2.32     ,2.59    ,-0.00     ,1.03     ,4.08     ,5.32    ,-1.03    ,-2.94     ,2.06     ,0.78     ,1.93     ,2.11    ,-1.51     ,2.74     ,0.99     ,1.02    ,-0.92    ,-0.00     ,3.68     ,0.68     ,4.11    ,14.52
199302     ,5.98     ,8.67     ,7.39     ,6.29    ,13.53     ,5.79     ,6.90     ,8.14     ,7.79     ,4.65     ,6.80     ,6.33    ,12.16    ,12.60     ,5.95     ,7.01     ,9.60     ,3.82     ,5.30     ,6.85    ,11.33     ,7.73    ,10.69     ,6.33     ,9.27    ,12.04     ,5.15     ,6.45     ,9.98     ,9.21     ,7.83     ,1.52
199303    ,16.49     ,6.89     ,3.05     ,5.52     ,6.27    ,-0.12     ,4.42     ,8.96     ,8.68     ,3.80     ,7.01     ,9.62     ,6.07     ,7.17     ,3.92    ,10.13    ,27.70     ,3.72     ,1.92     ,1.74    ,-0.56    ,-0.28     ,4.13     ,8.88     ,5.83    ,-0.20     ,5.61    ,12.09    ,-0.01    ,-1.70     ,6.02     ,2.30
199304     ,7.68    ,11.70     ,8.66     ,9.16     ,7.62     ,5.55     ,6.85     ,7.32    ,15.77     ,8.69    ,13.95     ,8.99    ,10.16     ,7.99     ,8.35     ,3.89     ,5.01     ,6.58     ,8.01     ,2.46    ,11.61     ,7.45     ,2.77     ,4.78     ,8.97     ,7.35     ,3.74     ,5.30     ,8.31     ,6.09     ,6.44     ,1.12
199305    ,10.20    ,11.01    ,16.35     ,6.08   ,-10.09     ,4.20     ,5.32    ,10.04    ,-2.39     ,6.13     ,9.59     ,5.04     ,9.14    ,13.49     ,6.60     ,6.51     ,7.14    ,-2.00     ,2.49     ,4.29     ,7.04     ,5.93     ,3.43    ,-0.73     ,5.77     ,7.77     ,2.90     ,2.57     ,8.48     ,5.58     ,4.08    ,-5.41
199306     ,0.35     ,0.32    ,-1.01    ,-2.08    ,-2.17    ,-1.43    ,-4.55    ,-3.12     ,0.45     ,7.87     ,1.32    ,-2.84    ,-4.06     ,4.66     ,2.85     ,2.57    ,-3.64    ,-0.84     ,0.88    ,-2.74    ,-6.51    ,-4.19    ,-2.35    ,-0.99    ,-4.55    ,-5.17    ,-1.12     ,3.09    ,-4.52    ,-2.96    ,-0.99   ,-10.68
199307    ,19.25    ,11.09     ,5.88     ,2.05    ,14.73     ,2.67     ,4.72     ,2.86     ,8.87     ,1.27     ,1.41     ,6.56    ,18.46    ,-4.19     ,0.00    ,-2.82     ,4.88    ,-6.32     ,3.95     ,3.77    ,-3.94    ,-0.50     ,3.21    ,12.74     ,7.04     ,1.21     ,5.50     ,9.99     ,0.76    ,-3.36     ,5.54     ,8.23
199308     ,2.63     ,6.19     ,4.68     ,5.01     ,2.11     ,7.97     ,3.32     ,6.34     ,8.42     ,4.76     ,5.46     ,4.01     ,9.34     ,5.89     ,9.95     ,1.06    ,-7.55     ,6.90    ,-1.67    ,10.05     ,7.03     ,9.61     ,6.93    ,-2.38    ,12.21     ,7.01     ,5.61    ,-1.86     ,6.90     ,4.06    ,12.74    ,-9.69
199309   ,-14.56    ,-3.16    ,-2.38    ,-0.46    ,-6.98    ,-6.60    ,-0.45    ,-1.50   ,-14.59     ,1.70    ,-1.16    ,-4.02    ,-3.38    ,-0.05    ,-5.73     ,0.87   ,-19.11    ,-1.61    ,-0.94     ,0.77     ,2.38     ,1.45    ,-1.01    ,-6.82     ,3.09     ,2.67    ,-0.81    ,-2.51     ,1.97     ,2.90    ,-5.18    ,-7.92
199310     ,8.30    ,10.77    ,10.80    ,11.10     ,7.03    ,10.10    ,11.46    ,12.49     ,7.84    ,12.55    ,10.05     ,9.14    ,17.53    ,13.52    ,14.81    ,15.54    ,10.60    ,10.16    ,10.63    ,17.55    ,14.06    ,14.58    ,15.68    ,10.24    ,14.25    ,22.92    ,10.53    ,13.24    ,20.38    ,22.42    ,16.30    ,14.05
199311   ,-11.43     ,4.49    ,-1.32     ,0.50    ,-9.85    ,-2.99    ,-0.32    ,-0.51    ,-2.33    ,-1.28     ,2.76     ,3.94    ,-4.32     ,1.09     ,5.84    ,-8.03    ,-8.68    ,-3.17    ,-3.08    ,-4.50    ,-3.52    ,-3.07    ,-2.37    ,-5.87    ,-6.51     ,4.62    ,-4.00     ,0.24    ,-1.49    ,-0.08    ,-2.63     ,7.22
199312    ,15.89    ,12.25    ,20.41    ,10.96    ,14.00    ,18.85    ,17.53    ,14.96    ,22.39    ,22.90    ,16.73    ,14.01     ,9.59    ,19.18    ,15.31    ,10.77    ,10.48     ,8.34    ,22.71    ,15.08    ,19.01    ,25.30    ,23.87    ,10.05    ,10.82    ,27.41    ,11.20    ,14.42    ,29.04    ,39.93    ,11.11    ,20.94
199401    ,20.07     ,8.54     ,7.22    ,-0.25    ,12.67     ,3.89     ,2.42     ,5.07    ,11.38    ,-1.04     ,5.30    ,10.55    ,24.22     ,3.93     ,8.39     ,4.37    ,18.89    ,-1.50     ,1.58    ,-1.31     ,0.47     ,1.02     ,3.13     ,3.21     ,3.06    ,-0.13     ,6.28     ,4.63     ,2.63    ,-6.02     ,7.46     ,3.42
199402    ,-6.11    ,-0.29     ,3.32    ,-2.68     ,1.33     ,0.07    ,-1.27    ,-1.79    ,-5.84     ,3.12    ,-0.68    ,-2.72    ,-0.77     ,1.89    ,-2.75    ,-3.26    ,-8.76    ,-4.84    ,-6.41    ,-7.45    ,-5.34    ,-5.74    ,-7.12    ,-6.49    ,-3.04   ,-10.93    ,-3.52    ,-5.98    ,-6.10   ,-10.91    ,-4.26   ,-15.65
199403   ,-14.65   ,-11.51   ,-13.23    ,-8.73    ,-8.20    ,-9.06    ,-9.35    ,-4.34    ,-3.73   ,-12.89    ,-7.97    ,-9.91    ,-9.94   ,-10.00    ,-8.89   ,-13.54    ,-9.69   ,-13.74   ,-15.77    ,-9.28    ,-7.63   ,-10.65    ,-6.84    ,-4.44   ,-12.17    ,-8.01    ,-8.22    ,-2.75   ,-11.21    ,-9.95   ,-11.10     ,1.30
199404    ,-1.03     ,0.48     ,3.96    ,-0.09    ,-0.68    ,-1.01     ,3.13     ,0.00     ,2.67     ,4.93     ,2.41     ,1.03    ,-2.39     ,1.91     ,1.60     ,2.28    ,-6.47     ,8.40     ,1.46     ,6.05     ,2.77     ,2.74     ,0.84     ,0.51     ,4.40    ,-3.01     ,3.80     ,1.69     ,2.60    ,-0.79     ,8.30     ,1.51
199405     ,0.82    ,-4.91    ,-2.42     ,0.26     ,4.00    ,-1.86     ,1.41     ,0.51     ,1.56     ,0.25     ,1.16     ,4.29     ,0.45     ,1.30     ,2.64    ,17.66     ,2.13     ,3.49     ,3.90     ,5.70     ,3.21     ,5.20     ,4.56     ,3.44    ,-0.02     ,8.30     ,3.69     ,7.36     ,3.54     ,7.00    ,10.21     ,6.52
199406     ,5.82    ,-2.97    ,-4.19    ,-4.74    ,-4.33    ,-0.61    ,-4.37    ,-4.72    ,-5.43    ,-2.58    ,-4.86    ,-4.47    ,-6.75    ,-4.04    ,-3.28     ,6.40    ,-8.47    ,-6.62    ,-5.91    ,-4.57    ,-5.20    ,-7.22    ,-4.68    ,-6.44    ,-7.03    ,-9.06    ,-3.73    ,-3.74    ,-8.89    ,-8.74    ,-1.82    ,-6.32
199407     ,3.88     ,3.70     ,0.10    ,-1.77     ,4.42     ,1.87     ,1.98     ,1.61     ,3.77     ,2.06     ,1.12     ,1.04     ,6.48    ,-0.07     ,3.64     ,0.82     ,1.65     ,4.64     ,5.49     ,3.35     ,8.51     ,7.81     ,4.01     ,6.96     ,3.77     ,8.63     ,4.90     ,3.42     ,5.36     ,5.49     ,3.88     ,4.55
199408    ,-3.79     ,0.90     ,3.60     ,1.32    ,-3.34     ,2.88     ,1.05     ,0.76    ,-1.73     ,2.27     ,2.90    ,-0.00     ,1.81     ,2.31     ,1.34    ,-1.09     ,8.59     ,6.16     ,4.01     ,3.77     ,1.25     ,8.72     ,2.69     ,7.54     ,2.46     ,3.69     ,2.80     ,4.15     ,3.17     ,2.56     ,0.81     ,1.00
199409    ,-2.05     ,1.87     ,0.60    ,-2.50    ,-4.11    ,-0.25    ,-1.43    ,-3.20    ,-2.44     ,0.65    ,-1.34     ,1.45    ,-0.64    ,-2.16     ,1.68    ,-3.72    ,-4.98     ,4.02     ,0.92    ,-3.51    ,-0.02    ,-1.90    ,-2.31    ,-2.92     ,1.50    ,-2.39    ,-6.32    ,-4.90    ,-0.39    ,-5.83    ,-0.61    ,-3.04
199410    ,-6.68    ,-3.35    ,-1.29    ,-1.99    ,-5.33    ,-1.24    ,-0.71    ,-2.47    ,-2.10     ,0.71     ,0.23    ,-0.88     ,0.56    ,-0.09    ,-0.31    ,-0.10    ,-0.82     ,3.70     ,1.83     ,1.33     ,3.63     ,1.48     ,2.32     ,2.62     ,4.73     ,0.58     ,0.61    ,-0.23     ,0.56     ,2.01     ,0.46     ,3.10
199411   ,-11.66   ,-10.32    ,-9.22    ,-8.12   ,-11.04   ,-10.28    ,-7.07    ,-4.50    ,-6.58    ,-5.41    ,-3.78    ,-7.74    ,-9.77    ,-7.98    ,-2.75    ,-4.62    ,-5.85   ,-10.62    ,-7.19    ,-8.59   ,-14.26   ,-11.62    ,-3.91    ,-5.38   ,-11.43    ,-9.73    ,-1.80    ,-3.76   ,-14.12    ,-6.96     ,1.88    ,-9.21
199412    ,-4.01    ,-5.17    ,-1.55    ,-3.07    ,-3.68    ,-6.06    ,-1.61    ,-2.28    ,-0.83    ,-0.59    ,-2.41    ,-1.56     ,1.03    ,-3.66     ,0.72    ,-0.20    ,-2.22     ,5.51    ,-4.98    ,-1.80    ,-3.14    ,-1.24     ,0.01     ,3.13    ,-3.71    ,-2.32     ,1.62     ,2.20    ,-3.59     ,0.34     ,4.53    ,-0.92
199501   ,-10.93    ,-9.08   ,-10.34   ,-10.70    ,-5.65   ,-11.19   ,-10.02    ,-5.74    ,-6.30    ,-8.13    ,-8.47    ,-4.69    ,-0.82    ,-6.58    ,-8.41    ,-1.25    ,-7.32    ,-9.84   ,-14.88    ,-2.53   ,-11.40    ,-9.96    ,-7.21    ,-8.43    ,-9.45    ,-8.88    ,-5.57    ,-6.88    ,-9.11    ,-2.84    ,-0.36    ,-6.49
199502    ,-5.64     ,0.72     ,1.04     ,0.62    ,-2.49     ,0.04     ,1.03     ,1.17    ,-6.61     ,3.09     ,0.84     ,1.83    ,-1.91     ,2.34    ,-0.66    ,-1.57     ,1.77     ,3.60    ,13.18     ,2.64     ,8.83    ,15.57     ,2.64     ,0.03     ,8.97    ,11.32     ,3.49     ,2.66     ,8.38     ,9.05     ,3.63     ,5.43
199503    ,-2.81    ,-6.14    ,-2.84    ,-1.66    ,-3.62     ,0.00    ,-0.69    ,-1.42    ,-1.83    ,-0.51    ,-1.92    ,-1.74    ,-3.62     ,0.11    ,-2.66    ,-1.25    ,-2.06     ,4.40     ,6.25     ,2.38    ,-1.79     ,0.74     ,0.35    ,-1.77    ,-0.78     ,0.01    ,-0.35    ,-0.14     ,2.59     ,1.16    ,-0.29    ,-0.18
199504    ,-2.54     ,5.09    ,-0.55     ,1.02     ,2.43    ,-2.94    ,-0.45     ,3.78     ,3.03     ,2.10    ,-0.21     ,2.72    ,-2.46    ,-0.76     ,1.40     ,2.14     ,8.73     ,2.61    ,-3.90     ,1.64     ,0.66    ,-2.68     ,2.80    ,10.47     ,2.15     ,2.48     ,6.34     ,5.73    ,-3.66     ,3.05     ,1.23     ,7.89
199505    ,-0.80    ,-3.76    ,-1.04     ,3.46    ,-0.24    ,-1.83     ,2.85    ,-0.74    ,-2.38    ,-0.35     ,1.35     ,2.44     ,5.20     ,1.73     ,1.12     ,0.71    ,-1.94     ,9.53    ,12.04     ,4.97     ,9.28    ,11.73     ,1.36    ,-2.91     ,6.66     ,7.80    ,-1.81    ,-2.19     ,8.07     ,2.87    ,-1.89   ,-10.33
199506    ,-1.50    ,-1.88     ,0.66     ,1.17    ,-7.32     ,2.64     ,0.26    ,-0.94    ,-1.68     ,0.33    ,-0.65     ,2.06    ,-6.42    ,-0.20    ,-0.38     ,0.06     ,3.28    ,-4.39    ,-2.46    ,-3.92     ,0.22    ,-1.41    ,-1.31    ,-1.70    ,-2.23    ,-1.61    ,-1.64    ,-2.12    ,-4.10     ,1.45    ,-0.38    ,-1.91
199507     ,8.49     ,7.19    ,11.70     ,7.94     ,5.55     ,8.15     ,7.15     ,7.77     ,8.75     ,5.18     ,8.72     ,6.07    ,12.45     ,9.78     ,4.68     ,4.36     ,4.59     ,4.54     ,4.19     ,5.18     ,9.32     ,4.66     ,7.28     ,6.21     ,2.84     ,3.51     ,8.76     ,6.85     ,1.12     ,4.95     ,2.60     ,4.58
199508    ,11.93     ,8.21     ,9.54     ,3.57    ,11.24     ,7.91     ,4.40     ,1.04     ,1.53     ,0.74     ,1.06     ,1.94     ,0.05    ,-3.16    ,-2.65     ,4.88    ,-6.44    ,-2.69    ,-1.89    ,-0.64    ,14.15    ,-2.38    ,-1.51     ,1.86    ,-3.75    ,-4.00     ,1.01     ,2.81    ,-5.83    ,-1.79     ,3.43     ,9.34
199509    ,-0.74    ,-7.05    ,-2.52     ,2.51    ,-1.50     ,2.24     ,1.05     ,1.85    ,-1.16     ,0.66     ,3.13     ,7.38     ,7.57     ,1.55    ,-0.97     ,3.66    ,-3.27     ,2.63     ,3.49     ,0.17     ,3.55     ,4.04     ,1.20     ,3.47     ,0.78     ,6.02     ,1.51     ,4.45     ,2.56     ,2.21     ,6.36     ,6.57
